	mean	Vm_per_gen	Vm_per_median_gen	Vm_per_mut	Vm_per_median_mut
ChCC-v11000109m.g	-1.1185362091117521	0.0052580455983534296	0.005210450157252851	0.032365795168152856	0.04653346399647638
ChCC-v11000112m.g	-0.33991506347062156	0.0008383199246964753	0.0008307315145442644	0.005160261633448782	0.007419093140920702
ChCC-v11000113m.g	-0.7430584813685515	0.003522785161459331	0.0034908971698993613	0.02168443404007488	0.03117648818591898
ChCC-v11000118m.g	-1.8456751086979575	0.009567296156896077	0.009480693697444234	0.05889130132764979	0.08467013511635686
ChCC-v11000120m.g	-1.1186904224288523	0.0107919216515546	0.01069423397241209	0.06642945921852614	0.09550801495191871
ChCC-v11000123m.g	0.31752523884559203	0.0037707081659107953	0.003736575993592951	0.02321051916608861	0.03337059548030098
ChCC-v11000124m.g	-2.1791388864658994	0.01722424105018124	0.01706832849007282	0.1060234734235913	0.15243374858259728
ChCC-v11000126m.g	-1.3610113650392681	0.00849446952760626	0.008417578215707319	0.052287538335292386	0.07517566832357132
ChCC-v11000130m.g	-0.647581617372781	0.0031244165239472112	0.0030961345359237953	0.019232283810116615	0.027650943893035587
ChCC-v11000133m.g	-1.0766384042397972	0.003533092938813451	0.0035011116420128243	0.02174788335869373	0.03126771154589551
ChCC-v11000136m.g	0.8558781115944731	0.002011648111720093	0.0019934388213239712	0.012382659966798864	0.017802994140944783
ChCC-v11000138m.g	1.3435418383603754	0.007872241864249417	0.007800982911284701	0.048457428321322084	0.06966898185065552
ChCC-v11000142m.g	-1.096666970890475	0.0061651591353767575	0.006109352569417076	0.037949514514890675	0.054561377472352256
ChCC-v11000143m.g	-0.6496533702509447	0.0035888757496291843	0.0035563895109377085	0.02209125334189266	0.031761386880230585
ChCC-v11000147m.g	-0.9287866080348454	0.006830206521195802	0.006768379995331103	0.04204320047936296	0.06044701653825392
ChCC-v11000148m.g	1.11031904634831	0.005628179329177742	0.005577233464834294	0.03464414599121064	0.049809130651514176
ChCC-v11000149m.g	0.26217713413037136	0.0033207111741540133	0.0032906523414289843	0.02044057162777782	0.029388142604465473
ChCC-v11000151m.g	-0.5022940005740425	0.0064456740412433666	0.0063873282750370785	0.0396762184422464	0.05704392160941841
ChCC-v11000152m.g	-0.3775117925343707	0.0017169173565489352	0.0017013759472192449	0.010568450661612938	0.015194640385186906
ChCC-v11000153m.g	0.14041832051017156	0.0016438612711027212	0.0016289811600723424	0.010118755379761504	0.014548097357317484
ChCC-v11000159m.g	-0.5233141954405662	0.0027311712264713353	0.00270644886588819	0.016811670197916437	0.02417074092606099
ChCC-v11000161m.g	0.5140312901033158	0.002568435167434175	0.002545185881659523	0.015809951621166444	0.02273053421760157
ChCC-v11000163m.g	0.2600148393102559	0.0005795785087208395	0.0005743322067900189	0.003567583990332162	0.005129243397420957
ChCC-v11000165m.g	0.2893220050220824	0.0018142502729526023	0.0017978278132396118	0.011167581493880073	0.016056032261012484
ChCC-v11000166m.g	-0.3085774786634971	0.0011781462836745957	0.0011674817903750206	0.0072520560315173935	0.010426540935879724
ChCC-v11000167m.g	-2.426898524475189	0.02013409899090361	0.019951846611248537	0.12393504613938058	0.1781858587890717
ChCC-v11000168m.g	0.953236336329715	0.0060908183514869416	0.006035684712822167	0.03749191129730519	0.05390346492178596
ChCC-v11000170m.g	-0.8582784917325643	0.005560805068243149	0.005510469070742432	0.03422942506720466	0.049212871511716896
ChCC-v11000171m.g	0.8093576860962113	0.006998772601232396	0.006935420227638942	0.043080805634493485	0.06193881866695101
ChCC-v11000173m.g	-0.8015943147485166	0.005329519709637908	0.005281277290151497	0.03280575263949613	0.04716600662508689
ChCC-v11000176m.g	-0.5005167731751412	0.006141070012631674	0.006085481499635081	0.037801234398645196	0.054348189833523845
ChCC-v11000177m.g	1.0606853250544641	0.006239183651268318	0.006182707020848332	0.03840517095109925	0.055216491065542696
ChCC-v11000178m.g	0.29120065193109246	0.004033883128458513	0.003997368715782577	0.02483048741700548	0.03569968190897769
ChCC-v11000179m.g	0.8452866975156594	0.004518662067961555	0.004477759472066145	0.027814534543318583	0.03998995343775238
ChCC-v11000182m.g	0.18523209204025878	0.002956433450410781	0.0029296720327842635	0.018198267339909615	0.026164301345304015
ChCC-v11000185m.g	0.12477115764642749	0.001204025220196095	0.0011931264726710827	0.007411353310888034	0.01065556834508808
ChCC-v11000186m.g	0.2815358983460223	0.0007967668443086841	0.0007895545695765929	0.004904482473059189	0.007051350272586985
ChCC-v11000189m.g	0.5527045033081223	0.0023256072351102806	0.002304556009876244	0.01431522911036083	0.02058151807942444
ChCC-v11000197m.g	1.8091926023301959	0.009703329437627832	0.009615495614948021	0.059728651483303544	0.0858740234533534
ChCC-v11000205m.g	0.6050040791461624	0.0038090011558284233	0.0037745223581890416	0.023446230904388903	0.033709486696498765
ChCC-v11000212m.g	0.8199510193118588	0.002286100395290224	0.0022654067830575495	0.014072045543113448	0.02023188434689141
ChCC-v11000217m.g	1.9780061956847095	0.015332193187824436	0.015193407305472575	0.09437701041449179	0.13568921119970329
ChCC-v11000220m.g	-0.2970290873048724	0.0028574128303284724	0.0028315477400545257	0.017588747881194557	0.025287973368811795
ChCC-v11000221m.g	-1.2743396845825994	0.00712103403917958	0.007056574964063699	0.043833383485625384	0.06302082682272933
ChCC-v11000224m.g	-1.2286906710405634	0.007829030101734621	0.00775816229845835	0.048191439176068815	0.06928655972106498
ChCC-v11000227m.g	-0.25262756914224127	0.0004415358804148946	0.00043753913017814113	0.0027178653356246417	0.0039075724259358055
ChCC-v11000231m.g	-0.41683795957875885	0.0014466005409250664	0.001433506019480972	0.008904520876042182	0.01280234888215876
ChCC-v11000236m.g	-0.09306274017086759	0.0006216960957203282	0.0006160685484971577	0.003826837959949539	0.005501982123550092
ChCC-v11000238m.g	-2.062022175830264	0.012245980466257161	0.012135130753926195	0.07537988935055995	0.10837636921722016
ChCC-v11000240m.g	-0.13269112913285433	0.000386403795553387	0.00038290609688412087	0.00237850088310267	0.003419655986649499
ChCC-v11000241m.g	0.24592412809528977	0.002078347088540496	0.002059534043923658	0.01279322419286236	0.01839327704709645
ChCC-v11000243m.g	-0.37143762182098605	0.0028112813666236456	0.0027858338549580576	0.017304786573300028	0.024879712016706836
ChCC-v11000244m.g	-0.12773389947500927	0.0006834194971081362	0.0006772332342062351	0.004206775130335637	0.006048231413803311
ChCC-v11000246m.g	0.249608062885625	0.0014737309157746485	0.0014603908121776353	0.009071521359166893	0.01304245146355693
ChCC-v11000248m.g	2.4492952019330607	0.014917834366778845	0.014782799229925987	0.09182643292762506	0.1320221545110383
ChCC-v11000250m.g	0.39502885814077254	0.0009729528008463073	0.0009641457038251582	0.005988991626533915	0.00861058796116763
ChCC-v11000264m.g	-0.1267148802788421	0.0009603678947212111	0.0009516747153424692	0.0059115254870270905	0.008499212115310647
ChCC-v11000265m.g	-1.073453154060077	0.006509294557234347	0.006450372902807807	0.040067833263863976	0.057606960277479906
ChCC-v11000266m.g	-0.05417850584715097	0.0045098527477556985	0.0044690298931773145	0.027760308947891506	0.03991199135527043
ChCC-v11000268m.g	0.0713977442669738	0.0002249840428003427	0.0002229475038321323	0.0013848848035207487	0.0019910985288354916
ChCC-v11000270m.g	-0.7497030217085848	0.0030730378410731615	0.0030452209290991665	0.018916023348923255	0.027196244890338717
ChCC-v11000271m.g	-0.808482369747064	0.0022786007254018085	0.002257974999628042	0.014025881474183878	0.020165512610053046
ChCC-v11000274m.g	-0.047842691440254756	0.001080194903989619	0.0010704170593573694	0.006649118260815158	0.00955967568819085
ChCC-v11000275m.g	1.1272316515354033	0.005126260376613675	0.00507985784562426	0.031554593855187024	0.04536717078802361
ChCC-v11000277m.g	0.5006859786828977	0.0008575514148304598	0.0008497889226474208	0.005278640688710269	0.007589290952447593
ChCC-v11000288m.g	1.9492899420426615	0.011886526359029648	0.011778930398776118	0.07316727673827675	0.10519521674446582
ChCC-v11000290m.g	-0.4196539036440593	0.001176026126170023	0.001165380824379868	0.007239005444139697	0.010407777638555564
ChCC-v11000301m.g	-0.6857569779932948	0.006128904205583438	0.006073425816575308	0.03772634801517569	0.05424052299540354
ChCC-v11000306m.g	-1.4325560571542169	0.00933163312635936	0.009247163871285395	0.05744068222738065	0.0825845280325737
ChCC-v11000308m.g	-1.9780886216031035	0.01003947535885056	0.009948598768074602	0.06179779101992374	0.08884889954185263
ChCC-v11000310m.g	0.31260195105236277	0.004054156636181091	0.004017458709207939	0.024955280590821697	0.03587910152869082
ChCC-v11000314m.g	0.734193909672117	0.004092811922389519	0.004055764090615515	0.025193222436738757	0.03622119905055648
ChCC-v11000315m.g	-1.8560815026999873	0.01316166590703288	0.013042527477602019	0.0810163728804646	0.11648014365078117
ChCC-v11000316m.g	1.296766776781197	0.00701493542352836	0.006951436745259106	0.043180295565872974	0.06208185890791548
ChCC-v11000318m.g	0.6519399270649948	0.0026545426917977755	0.002630513967060965	0.01633998477585452	0.02349258188528518
ChCC-v11000322m.g	0.6897692006580523	0.0035923862597045746	0.0035598682441347128	0.02211286221688443	0.03179245473446403
ChCC-v11000323m.g	0.026981611221422428	0.0006948799264830839	0.0006885899246194148	0.004277319575557792	0.006149655691651015
ChCC-v11000325m.g	0.2585347484176992	0.0005311402533550141	0.0005263324109405966	0.0032694232722197264	0.004700567044210248
ChCC-v11000327m.g	-0.2858601658069323	0.0024323027278808787	0.0024102857029125358	0.014971991095357635	0.02152576832955192
ChCC-v11000329m.g	0.36086838142513983	0.0018339946775968489	0.0018173934929886987	0.011289117784214438	0.01623076934258755
ChCC-v11000332m.g	2.984441355950913	0.021701738478158213	0.021505295941440614	0.13358461984370135	0.19205939683188758
ChCC-v11000333m.g	0.5748657212194332	0.003074362418678223	0.003046533516725403	0.018924176760042998	0.027207967341797673
ChCC-v11000335m.g	-0.3960726997873605	0.0012070654523503484	0.0011961391848680208	0.007430067399483807	0.010682474261144645
ChCC-v11000336m.g	0.08403370246940016	0.001376495791351444	0.0013640358529319334	0.008472992483491716	0.012181925042303185
ChCC-v11000344m.g	-0.20607316135176468	0.004339069014473939	0.004299792081657986	0.026709053072289962	0.0384005630963867
ChCC-v11000347m.g	-0.47122148596803826	0.0013017941824086505	0.0012900104374458242	0.008013168214464638	0.011520819206456706
ChCC-v11000349m.g	-1.3561423349260175	0.0077432584868045795	0.00767316708186304	0.04766347370522224	0.06852748483656482
ChCC-v11000350m.g	-0.9778473945922952	0.006768950887772938	0.006707678843385837	0.0416661426453874	0.05990490697317962
ChCC-v11000351m.g	-0.970386783943879	0.004744938420601014	0.004701987587844008	0.02920737413436718	0.04199248884978828
ChCC-v11000353m.g	0.7608045219040477	0.004256028016484598	0.004217502764660147	0.026197895859746266	0.037665654047408785
ChCC-v11000354m.g	0.9539964733514495	0.008036073106219526	0.007963331164931151	0.04946588827484724	0.0711188808781766
ChCC-v11000357m.g	0.6508993978563784	0.006001040090279945	0.005946719117816606	0.03693928299493967	0.05310893140027175
ChCC-v11000358m.g	0.2795492556234832	0.0005205420813604467	0.0005158301728175609	0.003204186435163684	0.004606773704895712
ChCC-v11000359m.g	0.5953885446995494	0.0023209434125943057	0.002299934403937838	0.014286521043565073	0.02054024346263507
ChCC-v11000360m.g	1.3530637733610777	0.009977050016218684	0.009886738495041847	0.06141353306416204	0.08829643810356883
ChCC-v11000361m.g	-0.20861733777165228	0.0026478064957192525	0.0026238387465327105	0.016298520254786415	0.023432966856881603
ChCC-v11000362m.g	1.2814244221737807	0.005960669077140807	0.005906713540112002	0.03669078002600358	0.05275164977323534
ChCC-v11000365m.g	1.6823745853021292	0.009378910262868065	0.009294013058639987	0.057731695701447275	0.08300292853679779
ChCC-v11000367m.g	0.4970180614313854	0.003304904602131859	0.0032749888493314155	0.02034327458787769	0.02924825516219396
ChCC-v11000368m.g	0.29824284929764683	0.0020662445312357503	0.0020475410380753596	0.012718727141931709	0.018286169966324456
ChCC-v11000370m.g	0.8564367377552199	0.0020355208650050995	0.0020170954802062897	0.012529608225133547	0.018014266919908987
ChCC-v11000373m.g	1.0150746935978163	0.005696317443680576	0.0056447547981482125	0.03506356880067306	0.050412149860590325
ChCC-v11000376m.g	-0.3318084325149378	0.006373728083651561	0.006316033566949091	0.03923335653033711	0.05640720316248468
ChCC-v11000377m.g	-0.09019777664931547	0.005336350970406412	0.005288046714851166	0.03284780232937384	0.047226462971665786
ChCC-v11000378m.g	0.26630971159582767	0.0004311270661287919	0.0004272245357115539	0.0026537940861792505	0.0038154548937143185
ChCC-v11000379m.g	0.07377245762297151	0.005830471106887565	0.005777694112286492	0.03588934900801369	0.05159940366812534
ChCC-v11000380m.g	0.08558265452449643	0.00035237916285339613	0.0003491894526508234	0.0021690629328147536	0.003118539537367627
ChCC-v11000383m.g	0.28296006784028205	0.0029613170110008987	0.0029345113877439657	0.018228328000053095	0.0262075206340386
ChCC-v11000384m.g	1.3790021896234659	0.008734248079912068	0.008655186310235615	0.05376349044800824	0.07729769758751373
ChCC-v11000385m.g	-0.15305793294343706	0.0005814915617561393	0.0005762279430102853	0.003579359750265798	0.0051461738296274305
ChCC-v11000389m.g	0.4996376259535521	0.0013303801005516646	0.0013183375979653389	0.008189128265400693	0.0117738032796893
ChCC-v11000393m.g	0.7389367813738992	0.0017695432118232234	0.0017535254371314945	0.010892388067726315	0.015660376806806514
ChCC-v11000394m.g	0.008359459262687271	0.0018011721292550582	0.0017848680519346161	0.011087079240299972	0.015940291285110528
ChCC-v11000396m.g	1.4789915648660135	0.009730728526748562	0.009642646689534061	0.059897306031783164	0.086116504143809
ChCC-v11000397m.g	-0.560652626895483	0.005986495110083421	0.005932305797708476	0.03684975165844595	0.05298020898818078
ChCC-v11000400m.g	0.323234185940816	0.005846550131687416	0.005793627590939299	0.035988323125571466	0.0517417023050669
ChCC-v11000407m.g	1.278979479810552	0.005938026945905637	0.005884276363779455	0.036551406837235983	0.05255126794334683
ChCC-v11000410m.g	0.9056373435519609	0.0032604915630316555	0.0032309778337867427	0.020069891008480337	0.028855201789550977
ChCC-v11000411m.g	0.27224087297166755	0.004722243700448075	0.004679498298624697	0.029067677235561543	0.04179164161037339
ChCC-v11000413m.g	0.9700727330996074	0.008572450016464964	0.008494852830930079	0.05276754568446859	0.07586579209729259
ChCC-v11000415m.g	1.1757352021034069	0.005741276826717859	0.0056893072121649265	0.0353403153893156	0.050810038352185824
ChCC-v11000416m.g	0.7089163888887496	0.001953946210629207	0.0019362592335876187	0.012027477061556381	0.01729233494510559
ChCC-v11000417m.g	-1.6587205083334686	0.008853234993455385	0.008773096163009992	0.05449591202925883	0.07835072635150044
ChCC-v11000419m.g	1.2548675403951168	0.005975582351518118	0.005921491820629149	0.036782578390006676	0.052883631572047334
ChCC-v11000424m.g	-1.6768528667491147	0.00852388766147087	0.008446730058793072	0.05246862107356104	0.0754360174680255
ChCC-v11000425m.g	0.24555877909490906	0.002965484167363839	0.0029386408233147373	0.01825397884821592	0.026244399778001005
ChCC-v11000426m.g	0.333300327535483	0.0032471664663214677	0.0032177733548695666	0.019987868640539516	0.028737275290737947
ChCC-v11000427m.g	-0.4988692051145003	0.0031134909007736553	0.003085307810685702	0.019165031353836952	0.027554252625705204
ChCC-v11000428m.g	0.5726076738674271	0.003438831199369137	0.0034077031528844007	0.021167657095155078	0.03043349944624183
ChCC-v11000434m.g	0.33725758089540087	0.0004703721078339713	0.0004661143341926058	0.0028953661603341833	0.004162771724857826
ChCC-v11000436m.g	0.4340803568669275	0.0014786946154347696	0.0014653095807943876	0.009102075313762878	0.013086379979410026
ChCC-v11000437m.g	1.466712400737554	0.007461944824832019	0.007394399850418469	0.04593185305053296	0.06603787174435116
ChCC-v11000441m.g	0.2628928331668599	0.00040882433947801223	0.00040512369169812187	0.0025165100955846296	0.003618076778934883
ChCC-v11000443m.g	-1.837383157662032	0.011435353351702876	0.011331841376248398	0.07039009025950017	0.10120235618441346
ChCC-v11000447m.g	1.1346193127080377	0.007050661971204459	0.006986839898859624	0.0434002096199679	0.06239803722719913
ChCC-v11000449m.g	0.29022940011291093	0.002097401051094202	0.002078415531413104	0.0129105104806321	0.018561903747625775
ChCC-v11000450m.g	-0.3625571022402922	0.004121919391401011	0.004084608080963498	0.02537239288367903	0.036478798825214
ChCC-v11000454m.g	1.0284983811425144	0.0036411451152204167	0.003608185738085231	0.022412996382847824	0.032223968384396305
ChCC-v11000458m.g	-0.03238450319747469	0.0003075302198255702	0.00030474647894874335	0.001892996155455247	0.0027216284348243365
ChCC-v11000459m.g	1.5769837391704091	0.00922713853710096	0.009143615159344974	0.056797467860206514	0.08165975567825919
ChCC-v11000460m.g	0.787824445704351	0.0018959194444818652	0.0018787577214493495	0.011670294455916122	0.01677880070831714
ChCC-v11000467m.g	2.203289546199563	0.012982926520258238	0.012865406026578685	0.07991614613791961	0.11489830822093348
ChCC-v11000470m.g	-0.16168147343109762	0.001966403899126198	0.0019486041560067926	0.01210416011548207	0.01740258492074969
ChCC-v11000471m.g	0.16310632764739144	0.001224059553071529	0.0012129794562423836	0.007534674248686661	0.010832871278300446
ChCC-v11000473m.g	0.10528017707845298	0.0020961240519903673	0.0020771500916110094	0.012902649938030955	0.018550602363735073
ChCC-v11000474m.g	2.1940998944775703	0.01578469667564479	0.015641814765082543	0.09716238663950105	0.13969384645150906
ChCC-v11000476m.g	-0.7935138431370767	0.006668916562319779	0.006608550021271529	0.04105038334341117	0.05901960775033833
ChCC-v11000477m.g	0.46452445486777	0.0036568814986040234	0.003623779676886633	0.02250986137797849	0.03236323466041436
ChCC-v11000479m.g	0.30686707590144585	0.0016539759986608695	0.0016390043298623548	0.010181016384198441	0.01463761223539474
ChCC-v11000482m.g	-1.9341874215036274	0.012756514222299254	0.012641043196048307	0.07852246973815882	0.11289456969901326
ChCC-v11000483m.g	-0.8498171034432392	0.0052006272868602155	0.005153551592082039	0.03201235789304202	0.04602531455565664
ChCC-v11000484m.g	-0.2147827556526841	0.0025495757475983206	0.0025264971759015892	0.015693862837229573	0.02256362921126214
ChCC-v11000487m.g	-0.14872406014398584	0.0014259369438299743	0.0014130294677433361	0.008777326514847136	0.012619476989270788
ChCC-v11000489m.g	0.09951747758741186	0.0006006998631294953	0.0005952623722557648	0.0036975960675721515	0.005316166421679207
ChCC-v11000491m.g	0.8405677384391949	0.00382357621341489	0.0037889654834287988	0.023535947381658585	0.03383847529212045
ChCC-v11000492m.g	0.8178400382504428	0.004854145093360717	0.004810205729853283	0.02987959363787299	0.04295896292841362
ChCC-v11000494m.g	0.7757687324535462	0.0031118200861168076	0.003083652120119945	0.01915474668742698	0.027539465992112003
ChCC-v11000501m.g	-0.665020473218556	0.0054738220871910145	0.005424273453221858	0.03369400305627149	0.0484430760922243
ChCC-v11000503m.g	1.7459641585743733	0.011004091736977297	0.010904483509864036	0.06773546796210779	0.09738571054174743
ChCC-v11000504m.g	0.2572906873686999	0.003858659203670258	0.0038237309050429113	0.023751900030841988	0.03414895815755018
ChCC-v11000508m.g	1.1515670469887904	0.004562166508884741	0.004520870113997512	0.02808232526469722	0.040374965757923174
ChCC-v11000515m.g	-1.5727516068029381	0.01047361198830515	0.010378805624766613	0.0644701104133348	0.0926909889338889
ChCC-v11000516m.g	0.6413741482648051	0.00605886809231169	0.006004023665037398	0.037295242112017145	0.05362070658369257
ChCC-v11000524m.g	-0.3801155622824148	0.0025810154045865607	0.0025576522434326986	0.015887389020904554	0.022841868743262776
ChCC-v11000525m.g	0.903251379096012	0.0045025441917952045	0.004461787493726543	0.027715321276946547	0.0398473109679873
ChCC-v11000531m.g	0.4560079764103698	0.0016355712407359023	0.0016207661704492114	0.010067726262616867	0.014474730966252928
ChCC-v11000532m.g	1.2818675559870063	0.005223027005021902	0.005175748549646373	0.03215023891295416	0.046223551040888815
ChCC-v11000538m.g	0.8329101342026765	0.003194151500880143	0.0031652382769868253	0.019661536074527166	0.02826809526186736
ChCC-v11000539m.g	-0.11106149043641557	0.0009297770951466626	0.0009213608214303261	0.005723224428289618	0.00822848493274847
ChCC-v11000540m.g	0.1165258112790375	0.0011460470901877725	0.0011356731564210886	0.0070544700840347845	0.010142464535914162
ChCC-v11000541m.g	0.8586597383653823	0.003858291782404415	0.0038233668096472775	0.023749638376543203	0.03414570649608664
ChCC-v11000542m.g	0.034819952885329776	0.0010417794862022695	0.0010323493750996082	0.006412652920196254	0.00921970099092367
ChCC-v11000545m.g	-0.1615101602569601	0.0006308031908227471	0.0006250932068461412	0.003882896502833626	0.005582579500300421
ChCC-v11000547m.g	1.0878314113317016	0.005610295982146678	0.005559511996542084	0.03453406540402257	0.049650863845028675
ChCC-v11000548m.g	3.293006921060792	0.029143357427905168	0.028879553905096736	0.17939135737415918	0.2579173855077534
ChCC-v11000549m.g	-0.7866164689355768	0.003518639650155232	0.003486789183457954	0.021658916427641516	0.0311398005997412
ChCC-v11000550m.g	-0.1388707445073426	0.004423701892068322	0.004383658868684046	0.02723000906810121	0.039149560207345516
ChCC-v11000553m.g	1.3429191066181063	0.010069597463526682	0.009978448209679984	0.06198320703653005	0.08911547879591679
ChCC-v11000558m.g	-0.08384599286590019	0.001454130088117629	0.0014409674097674724	0.00895086885412357	0.012868985031777662
ChCC-v11000560m.g	0.5208888161593445	0.004472700755639447	0.004432214198154625	0.02753162059887834	0.03958319791763263
ChCC-v11000564m.g	0.08568690169018772	0.0001761483154997361	0.00017455383393457825	0.0010842774548141924	0.0015589045671102163
ChCC-v11000566m.g	-0.6040754421666953	0.003989289462431405	0.003953178708332624	0.024555991992149827	0.035305029996260694
ChCC-v11000567m.g	0.20915871125931645	0.0004036107923854564	0.00039995733724947286	0.0024844182100844316	0.0035719371246874278
ChCC-v11000572m.g	0.25419232644416156	0.00046890785907988716	0.0004646633397102901	0.0028863530062328284	0.004149813190093237
ChCC-v11000575m.g	0.46829083216387873	0.0044057559846324	0.00436587540627915	0.027119543391584528	0.038990739744127194
ChCC-v11000576m.g	0.855446586271776	0.0066059041829713725	0.0065461080253353225	0.040662511894809225	0.05846195106385779
ChCC-v11000577m.g	-0.9294005554701101	0.005349101272813444	0.005300681602460841	0.03292628656240659	0.047339302567082686
ChCC-v11000579m.g	0.7685541177544466	0.002877685612847775	0.002851637014841099	0.01771353659103643	0.025467386570508982
ChCC-v11000582m.g	0.4317991532362134	0.001338270771591839	0.0013261568432330066	0.00823769913414811	0.011843635358907284
ChCC-v11000584m.g	-1.8320320428074766	0.010106597311683774	0.010015113137939416	0.06221095886642673	0.0894429257664475
ChCC-v11000589m.g	-0.30315090875601325	0.004009931341857499	0.003973633738988002	0.024683052670665034	0.035487709688767466
ChCC-v11000591m.g	0.6277130355948798	0.002523260350916936	0.0025004199842508304	0.01553187893602014	0.0223307391495233
ChCC-v11000595m.g	-0.8545608179051754	0.005219758714542903	0.00517250984349183	0.03213012101587345	0.046194626819048255
ChCC-v11000599m.g	0.4338515350824947	0.0018294553902733178	0.0018128952949593557	0.011261176291320422	0.016190596856577665
ChCC-v11000602m.g	0.8300039187110906	0.004908312353752691	0.004863882672197735	0.030213019132550256	0.043438340715100554
ChCC-v11000603m.g	-1.633231712555204	0.01069004422905565	0.010593278736830566	0.06580235476931921	0.09460640440419102
ChCC-v11000606m.g	-0.27002782247402535	0.001269413237318643	0.0012579226022834476	0.007813847950588915	0.011234249317639158
ChCC-v11000616m.g	0.8641587605685285	0.0044204303118124955	0.004380416902531493	0.027209870920864635	0.039120606871129913
