	mean	Vm_per_gen	Vm_per_median_gen	Vm_per_mut	Vm_per_median_mut
ChCC-v11000365m.g	1.5755147451976508	0.007166671104278412	0.007124638522856969	0.033377286047496506	0.04203172495350251
ChCC-v11000367m.g	-0.8372140047500962	0.0024902664137099162	0.0024756609819449704	0.011597899947612853	0.014605134160477033
ChCC-v11000368m.g	0.7753195211506038	0.003476364310861258	0.003455975407307467	0.016190446627256952	0.020388488103641644
ChCC-v11000370m.g	0.7622772061841421	0.001981332357970205	0.0019697118283759827	0.009227645011873448	0.01162029281097633
ChCC-v11000373m.g	0.30452834486087066	0.0004479328164866698	0.0004453056870556747	0.002086154300706071	0.002627075899851984
ChCC-v11000376m.g	0.732749963837086	0.002462743533240196	0.0024482995233819434	0.011469717833361719	0.014443715542962858
ChCC-v11000377m.g	-0.40999689231432634	0.0037826278413996043	0.003760442699871939	0.017616805576336117	0.02218468947685542
ChCC-v11000378m.g	-0.6164736519230171	0.0014944315049937953	0.0014856666526657846	0.006960005153688557	0.0087646737328645
ChCC-v11000379m.g	-0.7605483206570481	0.0033719315502841137	0.0033521551456783213	0.01570407267876751	0.01977600163609703
ChCC-v11000380m.g	-0.08257542473107554	0.0005041794220438575	0.0005012224058365108	0.002348111214253032	0.002956955954335927
ChCC-v11000383m.g	-0.5991995236968777	0.004281582109880092	0.004256470597711118	0.01994058172029095	0.02511100048959716
ChCC-v11000384m.g	-0.17038877744004965	0.002532915799443834	0.0025180602287019	0.011796530626581947	0.014855268040561708
ChCC-v11000385m.g	0.01087797698148285	0.00012983910667847392	0.0001290775993142121	0.0006046987423731064	0.0007614918475692447
ChCC-v11000389m.g	-0.2608227753904147	0.0014125400195544341	0.0014042554614215063	0.006578612524587412	0.008284389324394001
ChCC-v11000393m.g	-0.505972269003021	0.001302670795625533	0.0012950306213401835	0.006066919374234503	0.007640018606966008
ChCC-v11000394m.g	0.023171476489417975	0.00037485836994246256	0.0003726598227052788	0.0017458252037544292	0.002198502438954368
ChCC-v11000396m.g	-1.2051229846606522	0.004339839536436845	0.004314386344010814	0.02021190361608926	0.025452673784478866
ChCC-v11000397m.g	-2.057338113418575	0.011962028072156626	0.011891870685052822	0.05571066773724299	0.07015595755675283
ChCC-v11000400m.g	1.2604575429427454	0.005467227830754401	0.005435162497268039	0.025462481051346762	0.032064680113925874
ChCC-v11000407m.g	0.3480949580280396	0.001015482591787494	0.0010095267785374784	0.004729399807688955	0.0059556918926558415
ChCC-v11000410m.g	0.017374131768233898	0.0004642793081726123	0.0004615563064415288	0.0021622846994555	0.002722946246418897
ChCC-v11000411m.g	-0.6141676477253858	0.002517986343538734	0.0025032183341710808	0.011726999778433979	0.014767708450456617
ChCC-v11000413m.g	1.9687437096446843	0.009088917506510953	0.009035610935082395	0.042329750460546545	0.05330548523856207
ChCC-v11000415m.g	-0.17813372976147884	0.004441290245190868	0.00441524204357383	0.020684389275963166	0.026047670851407377
ChCC-v11000416m.g	0.2537259385887334	0.0006172203401561453	0.0006136003380903193	0.0028745758732288042	0.00361992830362521
ChCC-v11000417m.g	-1.5023388400637896	0.007098358410387721	0.007056726483443971	0.033059133827101815	0.041631078639660625
ChCC-v11000419m.g	0.5246123223550552	0.003567446759946305	0.0035465236571246075	0.016614644265572357	0.020922676486550496
ChCC-v11000424m.g	-0.10375922200796749	0.0018379684884176327	0.001827188789026469	0.00855995748815333	0.010779479740915646
ChCC-v11000425m.g	1.1323320162612405	0.0035061295171691957	0.0034855660404503382	0.01632907190958778	0.020563057711555227
ChCC-v11000426m.g	0.1407329357791255	0.0017649907958011038	0.0017546391111412179	0.008220079002576671	0.010351473730988945
ChCC-v11000428m.g	-0.00689057740414263	0.0032755628384385483	0.003256351637072613	0.01525525536672734	0.01921080991298335
ChCC-v11000434m.g	0.4181883666865922	0.0007090858133976633	0.0007049270196212007	0.003302420284344627	0.0041587090356872275
ChCC-v11000436m.g	0.42663143596709696	0.0007496303797653373	0.0007452337917937386	0.0034912482031419162	0.004396498385460477
ChCC-v11000441m.g	0.17153015419736792	0.0004747034736458313	0.00047191933410367366	0.0022108330907160334	0.002784082811731427
ChCC-v11000443m.g	-0.7834231963574975	0.0029304362407193813	0.0029132492095167283	0.0136478997329806	0.017186680994773322
ChCC-v11000447m.g	-0.7927774950936138	0.001822230258705758	0.001811542864153503	0.008486659943542856	0.010687176782836596
ChCC-v11000449m.g	-0.16963900242314447	0.0006244348717514369	0.0006207725564020396	0.002908176059598595	0.0036622407250087754
ChCC-v11000450m.g	-0.6475830890527349	0.003624280656561589	0.0036030242224969447	0.016879336365561392	0.021256000937444206
ChCC-v11000454m.g	-0.17485766279502754	0.0017717886467542153	0.0017613970926459452	0.008251738585173505	0.010391342366981674
ChCC-v11000458m.g	-0.012776743831357688	0.0005992285243320438	0.0005957140444050939	0.0027907827181450707	0.00351440831489833
ChCC-v11000460m.g	0.4408981413109221	0.0012269096779789406	0.0012197138432341844	0.005714077663184201	0.007195688120362472
ChCC-v11000467m.g	1.1607380414928261	0.005064343855147664	0.005034641439292331	0.02358613239489023	0.029701810630384674
ChCC-v11000470m.g	0.35214110126347037	0.0007214693626279556	0.0007172379392395386	0.0033600940995551468	0.0042313371677198345
ChCC-v11000471m.g	-0.056760178099472314	0.0001845185311887982	0.00018343632857713825	0.0008593568348456427	0.0010821805603890248
ChCC-v11000473m.g	-0.6649084409401266	0.0031979740871952377	0.0031792179444550678	0.01489390183080604	0.01875576055962351
ChCC-v11000474m.g	-1.330564216037264	0.006462888275065725	0.006424983385377511	0.030099563313447115	0.03790411732730548
ChCC-v11000476m.g	-0.35975490438099555	0.0011761120177257189	0.0011692141116509888	0.005477498083607409	0.006897765521016418
ChCC-v11000477m.g	-1.4419954225319294	0.006701627006633493	0.0066623219124393	0.031211439499504653	0.03930429330231485
ChCC-v11000479m.g	-0.1743018104095375	0.001928978673382549	0.001917665198553102	0.00898381857129919	0.011313244302837443
ChCC-v11000483m.g	-0.3424291196109825	0.0010907096626939718	0.0010843126420916214	0.005079754306678291	0.006396890254823051
ChCC-v11000484m.g	-1.5147503547962542	0.0062681717276189125	0.006231408851986537	0.02919271133046253	0.03676212654147269
ChCC-v11000487m.g	-0.3556121001361896	0.001623299028783651	0.00161377836743253	0.007560178950027387	0.009520467355393174
ChCC-v11000489m.g	0.3989745760814286	0.0014363146698123184	0.0014278906731718616	0.006689338033096216	0.008423824990683827
ChCC-v11000491m.g	1.8761490333832458	0.010043343607126469	0.009984439319240555	0.04677479230883551	0.05890308763524057
ChCC-v11000492m.g	-0.28133778008698523	0.0018689968916526095	0.0018580352104366385	0.008704465848492712	0.010961457857609231
ChCC-v11000494m.g	0.2428192485871103	0.0009558411380573184	0.0009502351223944293	0.004451632092040306	0.005605901433105208
ChCC-v11000501m.g	0.7225744629504022	0.0030203199230312834	0.0030026057233371144	0.014066514363382106	0.01771383874455292
ChCC-v11000503m.g	0.3406525304489859	0.0024674023441363614	0.0024529310103161926	0.011491415280008837	0.014471038948118301
ChCC-v11000504m.g	0.05294390580577871	0.002706736881461526	0.0026908618487300065	0.01260606630795657	0.01587470925729708
ChCC-v11000508m.g	-0.07806016666645246	0.00019417267078744496	0.00019303384657241713	0.000904318990111025	0.0011388010100188103
ChCC-v11000515m.g	-0.552460750220194	0.0019074755307057088	0.0018962881719742702	0.008883672138792115	0.011187130774606839
ChCC-v11000516m.g	-0.49102167568991145	0.001751232599247507	0.0017409616065167518	0.008156003052224638	0.010270783446059896
ChCC-v11000524m.g	1.1173355916318974	0.005266423729910968	0.0052355361140281696	0.02452727754949213	0.03088698650787384
ChCC-v11000525m.g	-0.5510511940169056	0.0025951557107286457	0.0025799351024259425	0.0120864001200046	0.015220298163221006
ChCC-v11000531m.g	0.5368320226359835	0.0011162798203274704	0.0011097328305529547	0.005198842018838453	0.006546856371173402
ChCC-v11000532m.g	-0.44954518467055693	0.0014240800994718733	0.0014157278586810307	0.0066323580562032535	0.008352070603187677
ChCC-v11000539m.g	0.9942823964158655	0.004279396385564918	0.0042542976926859466	0.019930402162079468	0.025098181460803618
ChCC-v11000540m.g	1.338706379876118	0.006128172845521164	0.006092231064414413	0.02854069553873508	0.03594104874670442
ChCC-v11000541m.g	0.6166980913772316	0.00097303865364443	0.0009673317744196943	0.004531725958314513	0.005706762939727093
ChCC-v11000542m.g	1.0158148952139858	0.003248659861884044	0.003229606446683548	0.015129960326544359	0.019053026962640565
ChCC-v11000545m.g	-1.0187481348423542	0.004715057673338457	0.004687403823639245	0.02195940435992795	0.027653286216434765
ChCC-v11000547m.g	0.39833882248396957	0.002902889941795889	0.002885864469849342	0.013519608552132302	0.017025125030645433
ChCC-v11000548m.g	0.7050922085024317	0.004154118011178891	0.004129754076934034	0.019346944085574257	0.024363437798342
ChCC-v11000549m.g	-0.7109473564583598	0.0026162079225184893	0.0026008638428309154	0.01218444643531864	0.015343767032203335
ChCC-v11000550m.g	1.274353558948319	0.0054513752101865475	0.005419402852442349	0.025388650755021346	0.03197170626626284
ChCC-v11000553m.g	1.24683000161181	0.004947552992393235	0.004918535555850693	0.02304220314556814	0.029016845274928937
ChCC-v11000558m.g	0.6058122986791985	0.0016993779063862184	0.0016894110418299061	0.007914500562246683	0.009966661468620066
ChCC-v11000560m.g	-1.2514110906769713	0.004723427120839968	0.004695724184266468	0.02199838332788291	0.02770237209051461
ChCC-v11000564m.g	0.3302222113240604	0.0004659060518122506	0.00046317350921714663	0.00216986092096701	0.0027324869160319223
ChCC-v11000566m.g	0.24738984956217788	0.0013008996163821527	0.001293269830076756	0.006058670473819301	0.007629630838681696
ChCC-v11000567m.g	0.6401560552830265	0.0010879814818825575	0.0010816004620817533	0.005067048369708823	0.006380889779313531
ChCC-v11000572m.g	0.1911219949853871	0.0008371215143619717	0.0008322117902097002	0.003898720038190765	0.0049096241103232015
ChCC-v11000575m.g	1.6694804040303977	0.007416624173882287	0.007373125615775603	0.034541390689837054	0.04349767176758218
ChCC-v11000576m.g	1.1845235475005593	0.004806544070351427	0.0047783536522265895	0.02238548330203732	0.02818984370878857
ChCC-v11000577m.g	1.2624415484599152	0.004401995982659241	0.004376178242195676	0.020501384388274018	0.025817214393876617
ChCC-v11000579m.g	0.696864568806341	0.003505854423843766	0.0034852925605493887	0.016327790719411893	0.020561444319950845
ChCC-v11000582m.g	0.4494684923005972	0.0009039019665719223	0.0008986005745512594	0.004209736160370843	0.005301283997977803
ChCC-v11000584m.g	0.41758151204478317	0.0006174007161991627	0.0006137796562264501	0.002875415937283134	0.003620986188955511
ChCC-v11000589m.g	1.3381602572349858	0.0044140501741408615	0.004388161735751084	0.02055752428799861	0.025887910879528072
ChCC-v11000591m.g	0.3826326651807629	0.0005119206369160094	0.0005089182184236017	0.002384164318879069	0.0030023573142669
ChCC-v11000599m.g	0.026193988463807844	0.0025250036333128965	0.002510194467486478	0.011759681351881737	0.014808864070606474
ChCC-v11000602m.g	-0.4478277991453075	0.003470725697760225	0.003450369864715855	0.016164185954812813	0.020355418268074563
ChCC-v11000603m.g	0.4393608249101496	0.0016881383755840912	0.0016782374309628095	0.00786215477587478	0.009900742876793047
ChCC-v11000606m.g	0.9101883119381248	0.003005690085718088	0.0029880616901328426	0.01399837892675807	0.01762803638399871
ChCC-v11000616m.g	0.9943884431928129	0.0033798439859715657	0.0033600211748693073	0.015740923208871348	0.019822407186971095
ChCC-v11000617m.g	1.2886779479111974	0.004857976553382767	0.004829484483347403	0.022625019437195693	0.02849148947276934
ChCC-v11000618m.g	-0.30058606587065945	0.0009080799412314897	0.0009027540453571547	0.004229194211854233	0.0053257873523523055
ChCC-v11000620m.g	-0.0347719227258193	0.001823522610089995	0.0018128276358868824	0.008492678802396278	0.010694756279249247
ChCC-v11000621m.g	-0.21178888889609407	0.0003540743428397281	0.0003519976940821522	0.0016490279030644689	0.0020766064431849015
ChCC-v11000628m.g	0.4382671106389824	0.0007660449793035097	0.0007615521195787429	0.0035676958001041393	0.004492768176967789
ChCC-v11000633m.g	1.2882124216402422	0.0052455373838693545	0.005214772266567531	0.024430003719540346	0.030764490422964808
ChCC-v11000636m.g	0.29791381160266617	0.0016696683423607897	0.0016598757246271269	0.007776134422319994	0.00979241819647384
ChCC-v11000641m.g	-0.1144416585944922	0.000783727595150813	0.0007791310267474238	0.003650048920348641	0.004596474742392368
