## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
Cre14.g615600	Cre14.g615600.t1.2
Cre14.g615500	Cre14.g615500.t1.1
g15209	Cre14.g631141.t1.2
Cre14.g618350	Cre14.g618350.t1.1
Cre14.g622063	Cre14.g622075.t1.1
g15202	Cre14.g630895.t2.1, Cre14.g630895.t1.1
g15202	Cre14.g630895.t2.1, Cre14.g630895.t1.1
Cre14.g620400	Cre14.g620400.t1.2
Cre14.g626150	Cre14.g626150.t1.2
Cre14.g608850	Cre14.g608850.t1.2
Cre14.g626450	Cre14.g626466.t1.1
Cre14.g617400	Cre14.g617400.t1.2
g15127	Cre14.g627917.t1.1, Cre14.g627917.t2.1
g15127	Cre14.g627917.t1.1, Cre14.g627917.t2.1
Cre14.g616850	Cre14.g616850.t1.1
g15104	Cre14.g627251.t1.1
g15065	Cre14.g625400.t1.1
Cre14.g617150	Cre14.g617150.t1.1
g14787	Cre14.g613652.t1.1
Cre14.g615050	Cre14.g615050.t1.2
Cre14.g616350	Cre14.g616350.t1.2
Cre14.g613200	Cre14.g613200.t1.1
g14754	Cre14.g612226.t1.1
g15120	Cre14.g627726.t1.1
g15269	Cre14.g633350.t1.1
Cre14.g621450	Cre14.g621450.t1.2
Cre14.g619854	Cre14.g619854.t1.2
g14702	Cre14.g609926.t1.1
Cre14.g629050	Cre14.g629050.t1.2
g15198	Cre14.g630859.t1.1
g14904	Cre14.g618631.t1.1
Cre14.g616600	Cre14.g616600.t1.2
g14831	Cre14.g615618.t1.1
Cre14.g614667	Cre14.g614667.t1.2
Cre14.g613300	Cre14.g613300.t1.2
Cre14.g610400	Cre14.g610400.t1.2
g15248	Cre14.g632767.t1.1
g15074	Cre14.g625802.t1.1
Cre14.g624550	Cre14.g624550.t1.1
Cre14.g609500	Cre14.g609500.t1.1
g15243	Cre14.g632626.t1.1
g14992	N/A
Cre14.g622200	Cre14.g622200.t2.1, Cre14.g622200.t1.2
Cre14.g621400	Cre14.g621400.t1.1
Cre14.g616589	Cre14.g616589.t1.2
g15252	Cre14.g632799.t1.1
Cre14.g620900	Cre14.g620900.t1.2
Cre14.g610800	Cre14.g610801.t1.1
Cre14.g628400	Cre14.g628400.t1.2
Cre14.g619800	Cre14.g619800.t1.2
Cre14.g622050	Cre14.g622050.t1.1
Cre14.g625050	Cre14.g625050.t1.1
g14885	Cre14.g617826.t1.1
Cre14.g621600	Cre14.g621600.t1.2
g14894	Cre14.g618250.t1.1
Cre14.g615000	Cre14.g615000.t1.1
g14921	Cre14.g619166.t1.1
g14870	Cre14.g617151.t1.2
Cre14.g625900	Cre14.g625901.t1.1
Cre14.g622550	Cre14.g622550.t1.1
Cre14.g629800	Cre14.g629800.t1.2
g14719	Cre14.g610615.t1.1
Cre14.g623750	Cre14.g623750.t1.2
Cre14.g626800	Cre14.g626800.t1.1
Cre14.g631250	Cre14.g631250.t1.1
Cre14.g631200	Cre14.g631200.t1.2
g15294	Cre14.g634322.t1.1
Cre14.g627650	Cre14.g627650.t1.1
g15141	Cre14.g628600.t1.1
g14753	N/A
Cre14.g612200	Cre14.g612200.t2.1, Cre14.g612200.t1.1
Cre14.g609250	Cre14.g609250.t1.1
Cre14.g608200	Cre14.g608200.t1.1
Cre14.g611850	Cre14.g611850.t1.2
g14772	N/A
Cre14.g613050	Cre14.g613050.t2.1, Cre14.g613075.t1.1, Cre14.g613050.t1.1
Cre14.g626950	Cre14.g626950.t1.1
Cre14.g610050	Cre14.g610050.t1.2
Cre14.g619650	Cre14.g619650.t1.2
g14759	Cre14.g612426.t1.1
Cre14.g618900	Cre14.g618900.t1.2
g14796	Cre14.g614076.t1.1
Cre14.g611000	Cre14.g611000.t1.1
Cre14.g619900	Cre14.g619900.t1.1
g15037	Cre14.g623950.t2.1, Cre14.g623950.t1.1
g15037	Cre14.g623950.t2.1, Cre14.g623950.t1.1
Cre14.g616250	Cre14.g616250.t1.2
g14920	Cre14.g619133.t1.1
g14847	Cre14.g616301.t1.1
g14682	Cre14.g609010.t1.1
Cre14.g614550	Cre14.g614550.t1.1
g15268	Cre14.g633300.t1.1
Cre14.g630350	Cre14.g630350.t1.1
Cre14.g625850	Cre14.g625850.t1.1
g14860	Cre14.g616826.t1.1
Cre14.g621172	Cre14.g621172.t1.2
Cre14.g617450	Cre14.g617450.t1.2
Cre14.g627950	Cre14.g627950.t1.2
Cre14.g632300	Cre14.g632300.t1.1
Cre14.g620150	Cre14.g620150.t1.1
g15092	Cre14.g626634.t1.1
Cre14.g609450	Cre14.g609450.t1.2
Cre14.g620450	Cre14.g620450.t1.1
g15201	Cre14.g630883.t1.1
g15081	Cre14.g626200.t1.1
Cre14.g610450	Cre14.g610450.t1.2
Cre14.g611150	Cre14.g611150.t1.2
Cre14.g629750	Cre14.g629750.t2.1, Cre14.g629750.t1.1
g15166	N/A
g14762	Cre14.g612567.t1.1
Cre14.g619000	Cre14.g619000.t1.2
g14866	Cre14.g617027.t1.1
Cre14.g608750	Cre14.g608750.t1.2
g15175	Cre14.g630125.t1.1
Cre14.g624500	Cre14.g624500.t1.2
Cre14.g625350	Cre14.g625350.t1.1
Cre14.g632650	Cre14.g632650.t1.1
g15273	Cre14.g633500.t1.1
Cre14.g622901	Cre14.g622901.t1.1
Cre14.g620850	Cre14.g620850.t1.2
g14903	Cre14.g618621.t1.1
g14784	Cre14.g613501.t1.1
Cre16.g684700	Cre16.g684700.t1.1
Cre16.g691500	Cre16.g691500.t1.2
Cre16.g666302	Cre16.g666302.t1.2
g15856	Cre16.g655950.t3.1, Cre16.g655950.t4.1, Cre16.g655950.t2.1, Cre16.g655950.t1.1
g15856	Cre16.g655950.t3.1, Cre16.g655950.t4.1, Cre16.g655950.t2.1, Cre16.g655950.t1.1
g15856	Cre16.g655950.t3.1, Cre16.g655950.t4.1, Cre16.g655950.t2.1, Cre16.g655950.t1.1
g15856	Cre16.g655950.t3.1, Cre16.g655950.t4.1, Cre16.g655950.t2.1, Cre16.g655950.t1.1
Cre16.g661850	Cre16.g661850.t1.1
Cre16.g662450	Cre16.g662450.t1.2
Cre16.g659350	Cre16.g659350.t1.2
Cre16.g655700	Cre16.g655700.t1.1
g16762	Cre16.g678885.t1.1
Cre16.g683550	Cre16.g683550.t1.2
Cre16.g663050	Cre16.g663050.t1.1
Cre16.g665950	Cre16.g665950.t1.1
g15975	Cre16.g661588.t1.1
Cre16.g651923	Cre16.g651923.t1.2
g16125	Cre16.g674178.t1.1
Cre16.g656050	Cre16.g656050.t1.2
g16026	Cre16.g663776.t1.1
Cre16.g662800	Cre16.g662800.t1.2
Cre16.g675400	Cre16.g675400.t1.1
Cre16.g676850	Cre16.g676850.t1.2
Cre16.g684250	Cre16.g684250.t1.1
g16374	Cre16.g686050.t1.1
Cre16.g676050	Cre16.g676050.t1.1
Cre16.g693950	Cre16.g693950.t1.1
g16601	Cre16.g675851.t1.1
Cre16.g652450	Cre16.g652450.t1.1
Cre16.g650250	Cre16.g650250.t1.2
g16822	Cre16.g685501.t2.1, Cre16.g685501.t1.1
g16822	Cre16.g685501.t2.1, Cre16.g685501.t1.1
g16242	Cre16.g669452.t1.1
Cre16.g674133	Cre16.g674151.t1.1
Cre16.g666400	Cre16.g666400.t1.1
Cre16.g695700	Cre16.g695700.t1.2
Cre16.g681050	Cre16.g681050.t1.1
Cre16.g653450	Cre16.g653450.t1.2
Cre16.g651600	Cre16.g651600.t1.1
g16726	Cre16.g674964.t1.1
Cre16.g673700	Cre16.g673700.t1.2
g16557	Cre16.g677920.t1.2, Cre16.g677920.t2.1
g16557	Cre16.g677920.t1.2, Cre16.g677920.t2.1
Cre16.g663350	Cre16.g663350.t1.2
g16253	Cre16.g669127.t2.1, Cre16.g669127.t1.1, Cre16.g669127.t3.1
g16253	Cre16.g669127.t2.1, Cre16.g669127.t1.1, Cre16.g669127.t3.1
g16253	Cre16.g669127.t2.1, Cre16.g669127.t1.1, Cre16.g669127.t3.1
Cre16.g649300	Cre16.g649300.t1.2
Cre16.g678700	Cre16.g678700.t1.2
Cre16.g664950	Cre16.g664950.t1.1
g16813	Cre16.g684491.t1.1
g16709	Cre16.g673169.t1.1
g16884	Cre16.g692452.t1.1
Cre16.g652100	Cre16.g652100.t1.2
g16740	Cre16.g676533.t1.1, Cre16.g676533.t2.1
g16740	Cre16.g676533.t1.1, Cre16.g676533.t2.1
g15706	N/A
Cre16.g649050	Cre16.g649050.t2.1, Cre16.g649050.t1.1
g16883	Cre16.g692340.t1.1
g15757	N/A
Cre16.g651400	Cre16.g651400.t1.2, Cre16.g651400.t2.1
Cre16.g694250	Cre16.g694250.t1.2
Cre16.g648300	Cre16.g648300.t1.2
Cre16.g691150	Cre16.g691150.t1.2
g16226	Cre16.g670150.t1.1
Cre16.g680100	Cre16.g680100.t1.2
Cre16.g667750	Cre16.g667750.t1.2
g16277	N/A
Cre16.g668050	Cre16.g668050.t1.1, Cre16.g668050.t2.1
g15591	Cre16.g694203.t1.1
Cre16.g684950	Cre16.g684950.t1.2
Cre16.g679650	Cre16.g679650.t1.1
Cre16.g654550	Cre16.g654550.t1.2
Cre16.g695100	Cre16.g695100.t1.1
g15834	Cre16.g655000.t1.1
g16136	Cre16.g677738.t1.1
g16114	Cre16.g670261.t1.1
g16869	Cre16.g690767.t1.1
Cre16.g652800	Cre16.g652800.t1.2
Cre16.g691900	Cre16.g691900.t1.2
Cre16.g679050	Cre16.g679050.t1.2, Cre16.g679050.t2.1
g16530	N/A
Cre16.g654992	Cre16.g654992.t1.1
Cre16.g653350	Cre16.g653350.t1.2
Cre16.g691450	Cre16.g691450.t1.2
g16696	Cre16.g671713.t1.1
Cre16.g686350	Cre16.g686350.t1.1
g16160	Cre16.g686285.t1.1
g15951	Cre16.g660390.t1.1, Cre16.g660390.t2.1
g15951	Cre16.g660390.t1.1, Cre16.g660390.t2.1
g16678	Cre16.g672454.t1.1
Cre16.g687400	Cre16.g687400.t1.1
Cre16.g667050	Cre16.g667050.t1.1
Cre16.g687750	Cre16.g687750.t1.2
g15679	Cre16.g647750.t1.2
Cre16.g677250	Cre16.g677250.t1.2
Cre16.g691250	Cre16.g691353.t1.1
Cre16.g687350	Cre16.g687350.t1.2
g16120	Cre16.g672397.t1.1
Cre16.g691650	Cre16.g691755.t1.1
g15842	Cre16.g655350.t1.1
Cre16.g657900	Cre16.g657900.t1.2
Cre16.g655600	Cre16.g655600.t1.2
Cre16.g653300	Cre16.g653300.t1.2
Cre16.g683750	Cre16.g683750.t1.2
Cre16.g677500	Cre16.g677500.t1.2
g16774	Cre16.g680117.t1.1
Cre16.g668750	Cre16.g668750.t1.1
Cre16.g651250	Cre16.g651250.t1.2
Cre16.g681500	Cre16.g681500.t1.2
Cre16.g686650	Cre16.g686650.t1.2
g16860	Cre16.g689759.t1.1
Cre16.g648400	Cre16.g648400.t1.1
g16797	Cre16.g682699.t1.1
g15567	Cre16.g695150.t1.1
g16711	Cre16.g673393.t1.1, Cre16.g673393.t2.1
g16711	Cre16.g673393.t1.1, Cre16.g673393.t2.1
Cre16.g689550	Cre16.g689550.t1.1
Cre16.g648000	Cre16.g648000.t1.2
g16724	Cre16.g674739.t2.1, Cre16.g674739.t1.1
g16724	Cre16.g674739.t2.1, Cre16.g674739.t1.1
Cre16.g690100	Cre16.g690100.t1.2
g15913	Cre16.g658725.t1.1
g16759	Cre16.g678549.t1.1
g15682	Cre16.g647901.t1.1
g16121	Cre16.g672753.t2.1, Cre16.g672753.t1.1
g16121	Cre16.g672753.t2.1, Cre16.g672753.t1.1
Cre16.g650000	Cre16.g650000.t1.2
Cre16.g650650	Cre16.g650650.t1.1
Cre16.g653900	Cre16.g653900.t1.1
Cre16.g658750	Cre16.g658750.t1.1
g15545	Cre16.g674851.t1.1
Cre16.g688300	Cre16.g688100.t1.2
Cre16.g664550	Cre16.g664550.t1.2
g16776	Cre16.g680342.t1.1
Cre16.g656900	Cre16.g656900.t1.2
Cre16.g676650	Cre16.g676650.t1.2
Cre16.g680450	Cre16.g680450.t1.1
Cre16.g685600	Cre16.g685600.t1.2
Cre16.g679350	Cre16.g679350.t1.1
g16784	Cre16.g681238.t1.1
g16747	Cre16.g677317.t1.1
Cre16.g665900	Cre16.g665900.t1.1
Cre16.g683000	Cre16.g683000.t1.2
Cre16.g653800	Cre16.g653800.t1.1
g15909	Cre16.g658526.t1.1
Cre16.g682300	Cre16.g682300.t1.2
Cre16.g671850	Cre16.g671850.t1.2
Cre16.g679500	Cre16.g679500.t1.2
g16744	Cre16.g676981.t1.1
Cre16.g649400	Cre16.g649400.t1.2
Cre16.g668450	Cre16.g668450.t1.1
Cre16.g656650	Cre16.g656650.t1.1
g16150	Cre16.g682725.t1.1
Cre16.g664350	Cre16.g664350.t1.2
Cre16.g665400	Cre16.g665400.t1.2
Cre16.g653650	Cre16.g653650.t1.1
Cre16.g663000	Cre16.g663000.t1.2
g16802	Cre16.g683259.t1.1
g16387	Cre16.g685500.t2.1, Cre16.g685500.t1.2
g16387	Cre16.g685500.t2.1, Cre16.g685500.t1.2
Cre16.g687100	Cre16.g687100.t1.1
g16856	Cre16.g689311.t1.1
Cre16.g688750	Cre16.g688750.t1.2
g15635	N/A
Cre16.g692150	Cre16.g692150.t1.1, Cre16.g692150.t2.1
Cre16.g674550	Cre16.g674550.t1.1
g16372	Cre16.g686203.t1.1
Cre16.g672400	Cre16.g672400.t1.2
Cre16.g676450	Cre16.g676450.t1.2
Cre16.g678200	Cre16.g678200.t1.1, Cre16.g678200.t2.1
g16551	N/A
g16191	Cre16.g689766.t1.1
g15606	N/A
Cre16.g693600	Cre16.g693600.t1.2, Cre16.g693600.t2.1
Cre16.g653000	Cre16.g653000.t1.1
Cre16.g654750	Cre16.g654750.t1.2
g16807	Cre16.g683819.t1.1
Cre16.g668300	Cre16.g668300.t1.1
Cre16.g681950	Cre16.g682001.t1.1
Cre16.g650950	Cre16.g650950.t1.1
g16844	Cre16.g687966.t1.1
Cre16.g664650	Cre16.g664650.t1.2
Cre16.g649600	Cre16.g649600.t1.2
Cre16.g690300	Cre16.g690300.t1.2
Cre16.g665650	Cre16.g665650.t1.1
Cre16.g691800	Cre16.g691800.t1.1
g16013	Cre16.g663280.t1.2
Cre16.g688950	Cre16.g688950.t1.2
Cre16.g680600	Cre16.g680600.t1.2
Cre16.g677150	Cre16.g677150.t1.1
g16728	Cre16.g675188.t1.1
Cre16.g690150	Cre16.g690150.t1.2
g15765	Cre16.g651801.t1.1
Cre16.g653550	Cre16.g653550.t1.2
g16424	Cre16.g683900.t1.1
Cre16.g655850	Cre16.g655850.t1.1
Cre16.g674750	Cre16.g674750.t1.2
g16732	Cre16.g675637.t1.1
Cre16.g658000	Cre16.g658000.t1.1
Cre16.g670550	Cre16.g670550.t1.1
g15956	Cre16.g660651.t1.1
g15669	Cre16.g690902.t1.1
Cre16.g671400	Cre16.g671400.t1.2
Cre16.g661900	Cre16.g661900.t1.1
Cre16.g695600	Cre16.g695600.t1.2
Cre16.g662000	Cre16.g662000.t1.2
Cre16.g686700	Cre16.g686700.t1.1
g16879	Cre16.g691888.t2.1, Cre16.g691888.t1.1
g16879	Cre16.g691888.t2.1, Cre16.g691888.t1.1
g16376	Cre16.g686002.t1.1
g16144	Cre16.g680588.t1.1
Cre16.g660000	Cre16.g660000.t1.2
Cre16.g649150	Cre16.g649150.t1.1
Cre16.g683400	Cre16.g683400.t1.2
Cre16.g684350	Cre16.g684350.t1.2
g16111	Cre16.g669905.t1.1
Cre16.g663700	Cre16.g663700.t1.1
Cre16.g690400	Cre16.g690400.t1.1
Cre16.g665800	Cre16.g665800.t1.2
Cre16.g659050	Cre16.g659050.t1.1
g16850	Cre16.g688638.t1.1
Cre16.g679550	Cre16.g679550.t1.1
g15615	Cre16.g693202.t1.1
g16722	Cre16.g674515.t1.1
Cre16.g654450	Cre16.g654450.t1.2
Cre16.g659000	Cre16.g659000.t1.1
g16130	Cre16.g675602.t1.1
Cre16.g650625	Cre16.g650625.t1.1
g16853	Cre16.g688975.t1.1
Cre16.g664450	Cre16.g664450.t1.1
Cre16.g665100	Cre16.g665100.t1.1
Cre16.g683450	Cre16.g683450.t1.2
g16735	Cre16.g675973.t1.1
g16305	Cre16.g670754.t1.1
Cre16.g661650	Cre16.g661650.t1.1
Cre16.g660900	Cre16.g660900.t1.2
g15593	Cre16.g694205.t1.1
g16781	Cre16.g680902.t1.1
Cre16.g685250	Cre16.g685250.t1.2
Cre16.g669600	Cre16.g669600.t1.1
Cre16.g656200	Cre16.g656200.t1.2
g15677	Cre16.g647602.t2.1, Cre16.g647602.t1.1
g15677	Cre16.g647602.t2.1, Cre16.g647602.t1.1
g15724	Cre16.g649833.t1.1, Cre16.g649833.t2.1
g15724	Cre16.g649833.t1.1, Cre16.g649833.t2.1
Cre16.g691621	Cre16.g691756.t1.1
Cre16.g663150	Cre16.g663150.t1.2
Cre16.g662100	Cre16.g662100.t1.2
Cre16.g684850	Cre16.g684850.t1.2
Cre16.g668650	Cre16.g668650.t1.1
g16701	Cre16.g672273.t1.1
g16251	Cre16.g669125.t1.1
Cre16.g671900	Cre16.g671900.t1.1
Cre16.g686500	Cre16.g686500.t1.1
g16698	Cre16.g671937.t1.1
Cre16.g660331	Cre16.g660331.t1.2
Cre16.g669750	Cre16.g669750.t1.2
Cre16.g686200	Cre16.g686200.t1.1
Cre16.g684600	Cre16.g684600.t1.2
Cre16.g663900	Cre16.g663900.t1.2
g15840	Cre16.g655283.t1.1
Cre16.g652400	Cre16.g652400.t1.2
Cre16.g686750	Cre16.g686750.t1.2
Cre16.g688450	Cre16.g688450.t1.2
Cre16.g680950	Cre16.g680950.t1.1
g16772	Cre16.g679893.t1.1
Cre16.g678800	Cre16.g678851.t1.1
Cre16.g691400	Cre16.g691400.t1.1
g15890	N/A
Cre16.g657600	Cre16.g657600.t2.1, Cre16.g657600.t1.1
Cre16.g659500	Cre16.g659500.t1.2
Cre16.g666200	Cre16.g666200.t1.2
Cre16.g668200	Cre16.g668200.t1.1
Cre16.g663600	Cre16.g663600.t1.2
g16455	N/A
Cre16.g682350	Cre16.g682350.t2.1, Cre16.g682350.t1.1
Cre16.g692000	Cre16.g692000.t1.1
g16210	Cre16.g690508.t1.1
Cre16.g690800	Cre16.g690800.t1.1
Cre16.g689300	Cre16.g689300.t1.1
Cre16.g668850	Cre16.g668850.t1.1
g16838	Cre16.g687294.t1.1
Cre16.g669500	Cre16.g669500.t1.1
Cre16.g690700	Cre16.g690700.t1.1
Cre16.g654250	Cre16.g654250.t1.2, Cre16.g654250.t2.1, Cre16.g654250.t3.1
g15817	N/A
g15817	N/A
Cre16.g672250	Cre16.g672250.t1.1
Cre16.g680400	Cre16.g680400.t1.1
g16713	Cre16.g673617.t1.1
Cre16.g655100	Cre16.g655100.t1.1
Cre16.g674200	Cre16.g674200.t1.1
Cre16.g695950	Cre16.g695950.t1.2
Cre16.g677850	Cre16.g677850.t1.1
g16366	Cre16.g686400.t1.2
Cre16.g649500	Cre16.g649500.t1.1
Cre16.g678950	Cre16.g679051.t1.1
Cre16.g693500	Cre16.g693500.t1.1
g16811	Cre16.g684267.t1.1
Cre16.g651850	Cre16.g651850.t1.1
Cre16.g680000	Cre16.g680000.t1.2
Cre16.g674600	Cre16.g674600.t1.2
g16881	Cre16.g692116.t1.1
Cre16.g688900	Cre16.g688900.t1.1
Cre16.g658900	Cre16.g658900.t1.1
Cre16.g682150	Cre16.g682150.t1.2
Cre16.g682700	Cre16.g682700.t1.2
g16471	N/A
Cre16.g673150	Cre16.g673150.t1.2
Cre16.g685400	Cre16.g685400.t1.2
g16019	Cre16.g663551.t1.1
g16288	Cre16.g669525.t1.1
Cre16.g652000	Cre16.g652000.t1.1
Cre16.g695844	Cre16.g695851.t1.1
Cre16.g649700	Cre16.g649700.t1.1
Cre16.g662250	Cre16.g662250.t1.1
Cre16.g672350	Cre16.g672350.t1.1
Cre16.g661500	Cre16.g661500.t1.2
g16152	Cre16.g683437.t1.1
g16660	Cre16.g673204.t1.1
g16312	Cre16.g667354.t1.1
Cre16.g692250	Cre16.g692250.t1.1
g15867	Cre16.g656466.t1.1
Cre16.g667950	Cre16.g667950.t1.2
g16345	Cre16.g687301.t1.1
g16706	Cre16.g672833.t2.1, Cre16.g672833.t1.1
g16706	Cre16.g672833.t2.1, Cre16.g672833.t1.1
Cre16.g689200	Cre16.g689201.t1.1
g16123	Cre16.g673465.t1.1
g16862	Cre16.g689983.t1.1
Cre16.g678250	Cre16.g678250.t1.2
Cre16.g670100	Cre16.g670100.t1.1
Cre16.g685800	Cre16.g685800.t1.2
Cre16.g677050	Cre16.g677050.t1.1
Cre16.g655500	Cre16.g655500.t1.1
Cre16.g690500	Cre16.g690500.t1.2
Cre16.g672000	Cre16.g672000.t1.2
Cre16.g694850	Cre16.g694850.t1.2
g16842	Cre16.g687742.t1.1
g16778	Cre16.g680566.t1.1
Cre16.g681900	Cre16.g681900.t1.2
Cre16.g673950	Cre16.g673950.t1.2
g16742	Cre16.g676757.t1.1, Cre16.g676757.t2.1
g16742	Cre16.g676757.t1.1, Cre16.g676757.t2.1
Cre16.g648100	Cre16.g648100.t1.1
Cre16.g667700	Cre16.g667700.t1.2
g16795	Cre16.g682475.t1.1
Cre16.g680250	Cre16.g680250.t1.2
Cre16.g675600	Cre16.g675600.t1.1
Cre16.g679150	Cre16.g679150.t1.2
Cre16.g687650	Cre16.g687650.t1.1
Cre16.g692550	Cre16.g692550.t1.1
Cre16.g695500	Cre16.g695500.t2.1, Cre16.g695500.t1.1
g15558	N/A
Cre16.g676537	Cre16.g676537.t1.1
g16004	Cre16.g662902.t1.1
Cre16.g674900	Cre16.g674900.t1.1
g15543	Cre16.g653651.t1.1
Cre16.g696000	Cre16.g696000.t1.2
g16209	Cre16.g690507.t1.1
g16408	Cre16.g684500.t1.2
Cre16.g668250	Cre16.g668250.t1.1
g15661	N/A
Cre16.g691177	Cre16.g691204.t1.1, Cre16.g691204.t2.1
g16720	Cre16.g674291.t1.1
Cre16.g648900	Cre16.g648900.t1.1
g16767	Cre16.g679333.t1.1
Cre16.g648250	Cre16.g648250.t1.1
g16267	Cre16.g668502.t1.1
g16809	Cre16.g684043.t1.1
g16788	Cre16.g681690.t1.1
g16755	Cre16.g678101.t1.1
Cre16.g682800	Cre16.g682800.t1.2
Cre16.g680850	Cre16.g680850.t1.1
g16870	Cre16.g690879.t1.1
Cre16.g692350	Cre16.g692350.t1.1
Cre16.g672700	Cre16.g672700.t1.2
g16064	N/A
Cre16.g665550	Cre16.g665550.t2.1, Cre16.g665550.t1.2
Cre16.g672750	Cre16.g672750.t1.2
Cre16.g690900	Cre16.g690900.t1.2
g16153	Cre16.g683793.t1.1
g15868	N/A
Cre16.g656500	Cre16.g656500.t1.1, Cre16.g656500.t2.1
g16355	Cre16.g686850.t1.2
g15607	Cre16.g693601.t1.1
Cre16.g669850	Cre16.g669850.t1.2
g16766	Cre16.g679221.t1.1
Cre16.g653200	Cre16.g653200.t1.1
g16814	Cre16.g684603.t1.1
g16817	Cre16.g684939.t1.1
g15954	Cre16.g660550.t1.2
g16880	Cre16.g692004.t1.1
g16422	Cre16.g683953.t1.1
Cre16.g662200	Cre16.g662200.t1.1
Cre16.g685150	Cre16.g685150.t1.2
Cre16.g693250	Cre16.g693250.t1.2
g16800	Cre16.g683035.t1.1
g15592	Cre16.g694204.t1.1
Cre16.g655900	Cre16.g655900.t1.2
Cre16.g655150	Cre16.g655150.t1.2
Cre16.g693800	Cre16.g693800.t1.1
Cre16.g683350	Cre16.g683350.t1.2
Cre16.g677650	Cre16.g677650.t1.1
Cre16.g672200	Cre16.g672200.t1.1
g16793	Cre16.g682251.t1.1
Cre16.g658650	Cre16.g658650.t1.1
Cre16.g650050	Cre16.g650050.t1.2
Cre16.g689150	Cre16.g689150.t1.2
g16573	Cre16.g677100.t2.1, Cre16.g677100.t1.1
g16573	Cre16.g677100.t2.1, Cre16.g677100.t1.1
g15838	N/A
Cre16.g655200	Cre16.g655200.t1.2, Cre16.g655200.t2.1
Cre16.g692650	Cre16.g692650.t1.2
g16843	Cre16.g687854.t1.1
g16159	Cre16.g685929.t1.1
Cre16.g689650	Cre16.g689650.t1.2
Cre16.g648500	Cre16.g648500.t1.2
g16855	Cre16.g689199.t1.1
g15752	N/A
g15752	N/A
Cre16.g651150	Cre16.g651150.t2.1, Cre16.g651150.t3.1, Cre16.g651150.t1.1
Cre16.g654100	Cre16.g654100.t2.1, Cre16.g654100.t1.1
g15815	N/A
Cre16.g657200	Cre16.g657200.t1.1
Cre16.g693850	Cre16.g693850.t1.1
Cre16.g674650	Cre16.g674650.t1.2
g16246	Cre16.g669300.t1.2
Cre16.g683950	Cre16.g683950.t1.2
Cre16.g657350	Cre16.g657350.t1.2
Cre16.g674500	Cre16.g674500.t1.2
Cre16.g678450	Cre16.g678450.t1.1
Cre16.g671000	Cre16.g671000.t1.2
g15812	Cre16.g653934.t1.1, Cre16.g653934.t2.1
g15812	Cre16.g653934.t1.1, Cre16.g653934.t2.1
g16108	Cre16.g668837.t1.1
Cre16.g659600	Cre16.g659600.t1.1
g15565	Cre16.g695200.t1.1
Cre16.g690250	Cre16.g690250.t1.2
Cre16.g678400	Cre16.g678400.t1.1
g15585	Cre16.g694403.t1.1
g16452	Cre16.g682552.t1.1
g16529	Cre16.g679152.t1.1
Cre16.g657050	Cre16.g657050.t1.2
g15714	Cre16.g649433.t1.1
g16651	Cre16.g673553.t1.1
g16124	Cre16.g673821.t1.1
Cre16.g678100	Cre16.g678100.t1.2
g16875	Cre16.g691440.t1.1
g16821	Cre16.g685389.t1.1
g16313	Cre16.g667300.t1.1
Cre16.g673550	Cre16.g673550.t1.1
Cre16.g668600	Cre16.g668600.t1.2
Cre16.g664050	Cre16.g664050.t2.1, Cre16.g664050.t1.2
g16033	N/A
g16836	Cre16.g687070.t1.1, Cre16.g687070.t2.1
g16836	Cre16.g687070.t1.1, Cre16.g687070.t2.1
Cre16.g661150	Cre16.g661150.t1.1
Cre16.g664800	Cre16.g664801.t1.1
g16798	Cre16.g682811.t1.1
g16828	Cre16.g686173.t1.1
g16779	Cre16.g680678.t1.1
g16748	Cre16.g677429.t1.1
Cre16.g684100	Cre16.g684100.t1.2
Cre16.g676250	Cre16.g676250.t1.2
g16379	Cre16.g685901.t1.1
g16137	Cre16.g678094.t1.1
Cre16.g692750	Cre16.g692750.t1.1
Cre16.g690000	Cre16.g690000.t1.2
Cre16.g681200	Cre16.g681200.t1.2
Cre16.g688550	Cre16.g688550.t1.2
Cre16.g658200	Cre16.g658200.t1.1
Cre16.g668950	Cre16.g668950.t1.1
Cre16.g676150	Cre16.g676150.t1.2
g15844	Cre16.g655430.t1.2
g16182	Cre16.g689376.t1.1
g16078	Cre16.g666250.t1.2, Cre16.g666250.t2.1
g16078	Cre16.g666250.t1.2, Cre16.g666250.t2.1
Cre16.g674050	Cre16.g674050.t1.2
g16142	Cre16.g679876.t1.1, Cre16.g679876.t2.1
g16142	Cre16.g679876.t1.1, Cre16.g679876.t2.1
Cre16.g650700	Cre16.g650700.t1.1
g16476	Cre16.g681351.t1.2
g15986	Cre16.g661976.t1.1
Cre16.g685700	Cre16.g685700.t1.2
Cre16.g674350	Cre16.g674350.t1.2
Cre16.g671350	Cre16.g671350.t1.2
Cre16.g669150	Cre16.g669150.t1.2
Cre16.g652600	Cre16.g652600.t2.1, Cre16.g652600.t1.1
g15783	N/A
g16708	Cre16.g673057.t1.1
Cre16.g657750	Cre16.g657750.t1.2
Cre16.g681251	Cre16.g681251.t1.2
g16616	Cre16.g675100.t1.1
g16866	Cre16.g690431.t2.1, Cre16.g690431.t1.1
