## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
Cre04.g223150	Cre04.g223150.t1.1
Cre04.g220787	Cre04.g220787.t1.2
Cre04.g228050	Cre04.g228050.t1.1
g5049	Cre04.g231222.t1.1, Cre04.g231222.t2.1
g5049	Cre04.g231222.t1.1, Cre04.g231222.t2.1
Cre04.g225750	Cre04.g225750.t2.1, Cre04.g225750.t1.1
g4933	N/A
g5036	Cre04.g229948.t1.1
g4912	Cre04.g224883.t1.1
g4721	Cre04.g212850.t1.2
g4898	Cre04.g224550.t2.1, Cre04.g224550.t1.2
g4898	Cre04.g224550.t2.1, Cre04.g224550.t1.2
Cre04.g229250	Cre04.g229250.t1.1
g5043	Cre04.g230634.t1.1
g4568	Cre04.g217937.t1.1
g5062	Cre04.g232402.t1.1
g4599	Cre04.g217965.t1.1
Cre04.g213400	Cre04.g213400.t1.2
Cre04.g216000	Cre04.g216000.t1.2
Cre04.g214500	Cre04.g214500.t1.1
Cre04.g223300	Cre04.g223300.t1.2
Cre04.g211600	Cre04.g211600.t1.1
Cre04.g228450	Cre04.g228450.t1.2
Cre04.g216050	Cre04.g216050.t1.1
Cre04.g225700	Cre04.g225700.t1.2
g4538	Cre04.g217907.t1.1
g4809	Cre04.g220461.t1.1
Cre04.g213050	Cre04.g213050.t1.2
Cre04.g227550	Cre04.g227550.t1.1
Cre04.g222650	Cre04.g222650.t1.1
Cre04.g227750	Cre04.g227750.t1.1
g4788	Cre04.g219700.t3.1, Cre04.g219700.t2.1, Cre04.g219700.t1.1
g4788	Cre04.g219700.t3.1, Cre04.g219700.t2.1, Cre04.g219700.t1.1
g4788	Cre04.g219700.t3.1, Cre04.g219700.t2.1, Cre04.g219700.t1.1
Cre04.g229350	Cre04.g229350.t1.2
Cre04.g217400	Cre04.g217400.t1.2
Cre04.g219796	Cre04.g219796.t1.2
g4971	Cre04.g227200.t1.1
g4890	Cre04.g224150.t1.2
g4514	Cre04.g216902.t2.1, Cre04.g216902.t1.1
g4514	Cre04.g216902.t2.1, Cre04.g216902.t1.1
Cre04.g221700	Cre04.g221700.t1.2
Cre04.g228750	Cre04.g228750.t1.1
g4581	Cre04.g217951.t1.1
g4582	Cre04.g217952.t2.1, Cre04.g217952.t1.1
g4582	Cre04.g217952.t2.1, Cre04.g217952.t1.1
Cre04.g223250	Cre04.g223250.t1.1
Cre04.g218900	Cre04.g218900.t1.1
g4552	Cre04.g217921.t1.1
g4577	Cre04.g217946.t1.1
Cre04.g220100	Cre04.g220100.t1.1
Cre04.g216700	Cre04.g216700.t1.2
g4619	Cre04.g217981.t1.1
Cre04.g214200	Cre04.g214200.t1.1
g4644	Cre04.g216203.t1.1
g4493	Cre04.g213873.t1.1
g4543	Cre04.g217912.t1.1
g4601	Cre04.g217967.t1.1
g5057	Cre04.g231908.t1.1
Cre04.g212150	Cre04.g212150.t1.1
g4703	N/A
Cre04.g213750	Cre04.g213750.t2.1, Cre04.g213750.t1.1
Cre04.g214800	Cre04.g214800.t1.2
g4592	Cre04.g217961.t2.1, Cre04.g217961.t1.1
g4592	Cre04.g217961.t2.1, Cre04.g217961.t1.1
Cre04.g217000	Cre04.g217000.t1.1
Cre04.g219150	Cre04.g219150.t1.1
Cre04.g218200	Cre04.g218200.t1.1
Cre04.g225350	Cre04.g225350.t2.1, Cre04.g225350.t1.1
g4925	N/A
Cre04.g217750	Cre04.g217750.t1.1
Cre04.g219250	Cre04.g219250.t1.2
Cre04.g225050	Cre04.g225050.t1.1
g4634	Cre04.g217988.t1.1
g4947	Cre04.g226138.t1.1
g4666	Cre04.g215250.t1.1
Cre04.g221750	Cre04.g221750.t1.1
Cre04.g215100	Cre04.g215100.t1.1
Cre04.g221950	Cre04.g221950.t1.1
Cre04.g223500	Cre04.g223500.t1.1
Cre04.g219650	Cre04.g219650.t1.2
g4865	Cre04.g223000.t1.1
g4602	Cre04.g217968.t1.1
Cre04.g217200	Cre04.g217200.t1.1
Cre04.g224200	Cre04.g224200.t1.2
g4580	Cre04.g217949.t1.1
g4549	Cre04.g217918.t2.1, Cre04.g217918.t1.1
g4549	Cre04.g217918.t2.1, Cre04.g217918.t1.1
g4808	Cre04.g220424.t1.1
Cre04.g220500	Cre04.g220500.t1.2
g4626	Cre04.g217984.t1.1
Cre04.g218600	Cre04.g218600.t1.2
Cre04.g217300	Cre04.g217300.t1.2
g5044	Cre04.g230732.t1.1
g4516	Cre04.g216976.t1.1
g4953	Cre04.g226301.t1.1
g4643	Cre04.g216200.t1.2
Cre04.g213900	Cre04.g213900.t1.2
Cre04.g218400	Cre04.g218400.t1.1
Cre04.g213100	Cre04.g213100.t1.1
Cre04.g225600	Cre04.g225600.t1.1
Cre04.g229226	Cre04.g229226.t2.1, Cre04.g229226.t1.1
g5017	N/A
g4720	Cre04.g212900.t1.2
Cre04.g217450	Cre04.g217450.t1.1
Cre04.g229518	Cre04.g229518.t1.2
Cre04.g226550	Cre04.g226550.t2.1, Cre04.g226550.t1.2
g4958	N/A
g4590	Cre04.g217959.t2.1, Cre04.g217959.t1.1
g4590	Cre04.g217959.t2.1, Cre04.g217959.t1.1
Cre04.g221650	Cre04.g221650.t1.1
Cre04.g228500	Cre04.g228500.t1.2
Cre04.g213450	Cre04.g213450.t1.2
Cre04.g222600	Cre04.g222600.t1.2
Cre04.g226600	Cre04.g226600.t1.1
Cre04.g221400	Cre04.g221400.t1.2
Cre04.g223800	Cre04.g223800.t2.1, Cre04.g223800.t1.2
g4884	N/A
Cre04.g225400	Cre04.g225400.t1.2
Cre04.g228150	Cre04.g228150.t1.2
Cre04.g211599	Cre04.g211599.t1.2, Cre04.g211599.t2.1
g4748	N/A
Cre04.g228000	Cre04.g228000.t1.1
Cre04.g229050	Cre04.g229050.t1.1
g4719	Cre04.g213002.t1.1
Cre04.g212200	Cre04.g212200.t1.1, Cre04.g212200.t2.1
g4735	N/A
Cre04.g217650	Cre04.g217650.t1.2
Cre04.g214000	Cre04.g214000.t1.1
Cre04.g226900	Cre04.g226900.t1.2
g4924	Cre04.g225301.t1.1
g4689	Cre04.g214505.t1.1
Cre04.g211700	Cre04.g211700.t1.1
Cre04.g215200	Cre04.g215200.t1.2
g4600	Cre04.g217966.t1.1
Cre04.g229100	Cre04.g229100.t1.2
Cre04.g220700	Cre04.g220700.t1.2
g4618	Cre04.g217980.t1.1
g5058	Cre04.g232006.t1.1
g4913	Cre04.g224899.t1.1
g4945	Cre04.g226114.t1.1
g4539	Cre04.g217908.t1.1
g5069	Cre04.g233102.t1.1
Cre04.g213800	Cre04.g213800.t1.1
g4593	Cre04.g217962.t1.1
g4533	Cre04.g217800.t1.1
g4553	Cre04.g217922.t1.1
Cre04.g214768	Cre04.g214801.t2.1, Cre04.g214801.t3.1, Cre04.g214801.t1.1
g4676	N/A
g4676	N/A
Cre04.g221900	Cre04.g221900.t1.1
g5067	Cre04.g232902.t1.1
g4700	Cre04.g213904.t1.1
Cre04.g218650	Cre04.g218650.t1.1
Cre04.g217150	Cre04.g217150.t1.1
g4542	Cre04.g217911.t1.1
g5056	Cre04.g231810.t1.1
Cre04.g215650	Cre04.g215650.t1.1
g4946	Cre04.g226126.t1.1
g4755	Cre04.g218150.t1.2
Cre04.g227700	Cre04.g227700.t1.1
Cre04.g219787	Cre04.g219787.t1.2
g4496	Cre04.g214209.t1.1
g4603	Cre04.g217969.t1.1
g4903	Cre04.g224667.t1.1
g4546	Cre04.g217915.t1.1
g5045	Cre04.g230830.t1.1
Cre04.g225800	Cre04.g225800.t1.2
Cre04.g220050	Cre04.g220050.t1.2
Cre04.g211950	Cre04.g211950.t1.1
g4739	Cre04.g212000.t1.2
Cre04.g217500	Cre04.g217500.t1.2
Cre04.g223540	Cre04.g223540.t1.2
g4551	Cre04.g217920.t1.1
Cre04.g222850	Cre04.g222850.t1.2
Cre04.g226200	Cre04.g226200.t1.1
g5070	Cre04.g233202.t1.1
Cre04.g224250	Cre04.g224250.t1.1
g4652	Cre04.g215952.t1.1
Cre04.g222300	Cre04.g222300.t1.1
Cre04.g212300	Cre04.g212300.t1.1
Cre04.g219200	Cre04.g219200.t1.2
g5047	Cre04.g231026.t1.1
g4523	Cre04.g217240.t1.1
Cre04.g229000	Cre04.g229000.t1.1
g4642	Cre04.g216250.t1.2
g4734	Cre04.g212250.t1.1
g4588	Cre04.g217957.t1.1
Cre04.g220850	Cre04.g220850.t1.2
g4951	Cre04.g226226.t1.1
Cre04.g223200	Cre04.g223200.t1.1
g4648	Cre04.g216102.t1.1
Cre04.g227950	Cre04.g227950.t1.1
g4605	Cre04.g217971.t2.1, Cre04.g217971.t1.1
g4605	Cre04.g217971.t2.1, Cre04.g217971.t1.1
g4996	Cre04.g228350.t1.1
Cre04.g214600	Cre04.g214600.t1.1
Cre04.g212500	Cre04.g212500.t1.2
g4570	Cre04.g217939.t1.1
Cre04.g219350	Cre04.g219350.t1.1
Cre04.g221350	Cre04.g221350.t1.2
g4914	Cre04.g224915.t1.1
Cre04.g217700	Cre04.g217700.t1.1, Cre04.g217700.t2.1
g4531	N/A
g4902	Cre04.g224683.t1.1
Cre04.g212550	Cre04.g212550.t1.1
g4668	N/A
Cre04.g215150	Cre04.g215150.t1.2, Cre04.g215150.t2.1
Cre04.g222750	Cre04.g222750.t1.1
g5046	Cre04.g230928.t1.1
Cre04.g214900	Cre04.g214900.t1.1
g4803	N/A
g4803	N/A
Cre04.g220200	Cre04.g220200.t1.2, Cre04.g220200.t2.1, Cre04.g220200.t3.1
g5038	Cre04.g230144.t1.1
g4508	Cre04.g216774.t1.1
g4812	Cre04.g220576.t1.1
g4579	Cre04.g217948.t2.1, Cre04.g217948.t1.1
g4579	Cre04.g217948.t2.1, Cre04.g217948.t1.1
Cre04.g214612	Cre04.g214612.t1.2
g4982	Cre04.g227650.t1.1
g4589	Cre04.g217958.t1.1
Cre04.g227000	Cre04.g227000.t1.1
Cre04.g227250	Cre04.g227251.t1.1
Cre04.g228550	Cre04.g228550.t1.1
g5048	Cre04.g231124.t1.1
g4495	Cre04.g214097.t1.1
Cre04.g220800	Cre04.g220800.t1.1
Cre04.g215050	Cre04.g215050.t1.2
Cre04.g216900	Cre04.g216875.t1.1
g4701	Cre04.g213905.t2.1, Cre04.g213905.t1.1
g4701	Cre04.g213905.t2.1, Cre04.g213905.t1.1
g4547	Cre04.g217916.t1.1, Cre04.g217916.t2.1
g4547	Cre04.g217916.t1.1, Cre04.g217916.t2.1
g4536	Cre04.g217905.t1.1
g4915	Cre04.g224931.t3.1, Cre04.g224931.t1.1, Cre04.g224931.t2.1
g4915	Cre04.g224931.t3.1, Cre04.g224931.t1.1, Cre04.g224931.t2.1
g4915	Cre04.g224931.t3.1, Cre04.g224931.t1.1, Cre04.g224931.t2.1
Cre04.g220900	Cre04.g220900.t1.2
Cre04.g223850	Cre04.g223850.t1.2
Cre04.g218100	Cre04.g218100.t1.2
Cre04.g223100	Cre04.g223100.t1.2
g4660	N/A
Cre04.g215600	Cre04.g215600.t2.1, Cre04.g215600.t1.2
Cre04.g229850	Cre04.g229850.t1.2
g4749	Cre04.g217850.t1.1
g4978	Cre04.g227526.t1.1
Cre04.g224850	Cre04.g224850.t1.1
Cre04.g224300	Cre04.g224300.t1.1
g4651	Cre04.g215950.t1.1
g5061	Cre04.g232303.t1.1
Cre04.g228950	Cre04.g228950.t1.2
g4679	Cre04.g214690.t1.2
Cre04.g216300	Cre04.g216300.t1.2
g4566	Cre04.g217935.t1.1
g4550	Cre04.g217919.t1.1
Cre04.g213950	Cre04.g213950.t1.1
g4537	Cre04.g217906.t1.1
g4529	Cre04.g217550.t1.1
Cre04.g220751	Cre04.g220768.t1.1
Cre04.g221500	Cre04.g221500.t1.1
Cre04.g212350	Cre04.g212350.t1.2
Cre04.g221850	Cre04.g221850.t1.2
g4718	N/A
Cre04.g213000	Cre04.g213000.t1.2, Cre04.g213000.t2.1
g4554	Cre04.g217923.t1.1
Cre04.g223600	Cre04.g223600.t1.2
g4997	N/A
Cre04.g228400	Cre04.g228400.t2.1, Cre04.g228400.t1.1
g4636	Cre04.g217990.t1.1
Cre04.g212450	Cre04.g212450.t1.2
g4934	Cre04.g225776.t1.1
Cre04.g215550	Cre04.g215550.t1.2
g5013	Cre04.g229026.t1.1
Cre04.g216950	Cre04.g216950.t1.2
g4544	Cre04.g217913.t1.1
Cre04.g216100	Cre04.g216100.t1.1
Cre04.g226800	Cre04.g226800.t1.1
Cre04.g220150	Cre04.g220150.t1.2
g4576	Cre04.g217945.t2.1, Cre04.g217945.t1.1, Cre04.g217945.t3.1
g4576	Cre04.g217945.t2.1, Cre04.g217945.t1.1, Cre04.g217945.t3.1
g4576	Cre04.g217945.t2.1, Cre04.g217945.t1.1, Cre04.g217945.t3.1
Cre04.g229550	Cre04.g229550.t1.1
Cre04.g228600	Cre04.g228600.t1.1
g4522	N/A
Cre04.g217250	Cre04.g217220.t1.1, Cre04.g217220.t3.1, Cre04.g217220.t2.1
g4522	N/A
g4573	Cre04.g217942.t1.1
Cre04.g227300	Cre04.g227301.t1.1
g4499	Cre04.g214545.t1.1
Cre04.g221000	Cre04.g221000.t1.2
g4686	Cre04.g214502.t1.1
g4569	Cre04.g217938.t1.1
g4571	Cre04.g217940.t1.1
Cre04.g222250	Cre04.g222250.t1.2
g4921	Cre04.g225176.t1.1
Cre04.g226950	Cre04.g226950.t1.2
Cre04.g227600	Cre04.g227600.t1.2
Cre04.g213650	Cre04.g213650.t1.2
Cre04.g226150	Cre04.g226150.t1.1
Cre04.g224650	Cre04.g224650.t1.1
Cre04.g218550	Cre04.g218550.t1.2
g4559	Cre04.g217928.t1.1
g4970	Cre04.g227050.t2.1, Cre04.g227050.t1.1
g4970	Cre04.g227050.t2.1, Cre04.g227050.t1.1
g5054	Cre04.g231712.t1.1
g4614	Cre04.g217976.t1.1
g4886	Cre04.g223876.t1.1
Cre04.g214850	Cre04.g214850.t1.2
Cre04.g217350	Cre04.g217350.t1.2
Cre04.g218050	Cre04.g218050.t2.1, Cre04.g218050.t1.1
g4753	N/A
Cre04.g222000	Cre04.g222000.t1.1
Cre04.g211850	Cre04.g211850.t1.2
Cre04.g227900	Cre04.g227900.t1.2
Cre04.g216351	Cre04.g217991.t1.1
Cre04.g213300	Cre04.g213300.t1.2
Cre04.g219300	Cre04.g219300.t1.2
g5065	Cre04.g232702.t1.1
g4511	Cre04.g216840.t1.1
g4507	Cre04.g216737.t1.1
Cre04.g220300	Cre04.g220300.t1.2
Cre04.g213350	Cre04.g213350.t1.1
Cre04.g215850	Cre04.g215850.t1.2
Cre04.g224600	Cre04.g224600.t1.2
Cre04.g219750	Cre04.g219750.t1.1
Cre04.g226250	Cre04.g226250.t2.1, Cre04.g226250.t1.1, Cre04.g226250.t3.1
g4952	N/A
g4952	N/A
g4503	Cre04.g216550.t1.2
Cre04.g224350	Cre04.g224350.t1.1
g5066	Cre04.g232802.t1.1
Cre04.g225150	Cre04.g225150.t1.1
Cre04.g228650	Cre04.g228650.t1.2
Cre04.g218800	Cre04.g218800.t1.1
Cre04.g215000	Cre04.g215000.t1.2
Cre04.g219100	Cre04.g219100.t1.1
g5040	Cre04.g230340.t1.1
Cre04.g221800	Cre04.g221800.t1.1
Cre04.g220815	Cre04.g220825.t1.1
g4763	Cre04.g218526.t1.1
Cre04.g218850	Cre04.g218850.t1.2
Cre04.g212400	Cre04.g212400.t1.1
Cre04.g221150	Cre04.g221150.t1.1
Cre04.g220650	Cre04.g220633.t1.1, Cre04.g220633.t2.1
g4814	N/A
Cre04.g216350	Cre04.g216350.t1.2
g4555	Cre04.g217924.t1.1
Cre04.g225900	Cre04.g225900.t1.2
Cre04.g214100	Cre04.g214100.t1.2
g4500	Cre04.g214657.t1.1
Cre04.g222950	Cre04.g222950.t1.2
Cre04.g228939	Cre04.g228925.t1.1
g5002	Cre04.g228625.t1.1
g4616	Cre04.g217978.t1.1
g4565	Cre04.g217934.t1.1
Cre04.g217950	Cre04.g217950.t1.2
g4572	Cre04.g217941.t1.1
g5007	Cre04.g228800.t1.1
Cre04.g212650	Cre04.g212650.t1.2
g4853	Cre04.g222402.t1.1
Cre04.g219550	Cre04.g219550.t1.2
g4685	Cre04.g214501.t1.1
Cre04.g214350	Cre04.g214350.t1.1
Cre04.g215500	Cre04.g215500.t1.2
g4943	N/A
Cre04.g226100	Cre04.g226100.t2.1, Cre04.g226100.t1.1
Cre04.g219450	Cre04.g219450.t1.2
Cre04.g229422	Cre04.g229422.t1.2
g4629	Cre04.g217985.t2.1, Cre04.g217985.t1.1
g4629	Cre04.g217985.t2.1, Cre04.g217985.t1.1
g4587	Cre04.g217956.t1.1
Cre04.g214700	Cre04.g214700.t1.1
g4798	N/A
Cre04.g220000	Cre04.g220000.t2.1, Cre04.g220000.t1.1
g5030	N/A
g5030	N/A
Cre04.g229650	Cre04.g229650.t1.1, Cre04.g229650.t4.1, Cre04.g229650.t5.1, Cre04.g229650.t3.1, Cre04.g229650.t2.1, Cre04.g229650.t6.1
g5030	N/A
g5030	N/A
g5030	N/A
g4704	Cre04.g213751.t1.1
g4800	Cre04.g220076.t1.1
Cre04.g217900	Cre04.g217900.t1.2
g4615	Cre04.g217977.t1.1
Cre04.g219742	Cre04.g219725.t1.1
g4607	Cre04.g217973.t1.1
g5053	Cre04.g231614.t1.1
g4595	Cre04.g217963.t1.1
Cre04.g216811	Cre04.g216811.t1.2
Cre04.g221450	Cre04.g221450.t1.2
g4510	N/A
g4510	N/A
Cre04.g216826	Cre04.g216826.t2.1, Cre04.g216826.t1.2, Cre04.g216826.t3.1
Cre04.g220950	Cre04.g220950.t1.2
Cre04.g226750	Cre04.g226750.t1.2
Cre04.g223400	Cre04.g223400.t1.2
g4646	Cre04.g216150.t1.2
Cre04.g226400	Cre04.g226400.t1.2
Cre04.g223900	Cre04.g223900.t1.1
g4561	Cre04.g217930.t1.1, Cre04.g217930.t2.1
g4561	Cre04.g217930.t1.1, Cre04.g217930.t2.1
g5063	Cre04.g232502.t1.1
Cre04.g219050	Cre04.g219050.t1.1
g4567	Cre04.g217936.t1.1
g4620	Cre04.g217982.t1.1
g4558	Cre04.g217927.t1.1
Cre04.g227568	Cre04.g227568.t1.2
Cre04.g223350	Cre04.g223350.t1.1
Cre04.g224400	Cre04.g224400.t1.1
Cre04.g219400	Cre04.g219400.t1.2
g4713	Cre04.g213251.t1.1
Cre04.g214050	Cre04.g214050.t1.2
Cre04.g226850	Cre04.g226850.t1.2
Cre04.g222050	Cre04.g222050.t1.1
g4596	Cre04.g217964.t1.1
Cre04.g229300	Cre04.g229300.t1.1
g4986	Cre04.g227850.t1.1
Cre04.g226050	Cre04.g226050.t1.1
Cre04.g228692	Cre04.g228675.t1.1
Cre04.g225250	Cre04.g225250.t1.1
g4949	Cre04.g226176.t1.1
Cre04.g213500	Cre04.g213500.t1.1
g5059	Cre04.g232104.t1.1
g4881	Cre04.g223650.t1.1
g4557	Cre04.g217926.t1.1
g4917	N/A
g4917	N/A
Cre04.g225000	Cre04.g225000.t2.1, Cre04.g225000.t3.1, Cre04.g225000.t1.1
g4870	Cre04.g223225.t1.1
Cre04.g219900	Cre04.g219900.t1.1
g5041	Cre04.g230438.t1.1
g4604	Cre04.g217970.t1.1, Cre04.g217970.t2.1
g4604	Cre04.g217970.t1.1, Cre04.g217970.t2.1
Cre04.g219500	Cre04.g219500.t1.1
Cre04.g225850	Cre04.g225850.t1.2
g4804	Cre04.g220250.t1.1
Cre04.g222800	Cre04.g222800.t1.2
g4672	Cre04.g215001.t1.1, Cre04.g215001.t2.1
g4672	Cre04.g215001.t1.1, Cre04.g215001.t2.1
g4692	N/A
Cre04.g214250	Cre04.g214250.t1.1, Cre04.g214250.t2.1
Cre04.g221200	Cre04.g221200.t1.1
Cre04.g221770	Cre04.g221770.t1.2
g4545	Cre04.g217914.t2.1, Cre04.g217914.t1.1
g4545	Cre04.g217914.t2.1, Cre04.g217914.t1.1
Cre04.g212600	Cre04.g212600.t1.2
g4492	Cre04.g213761.t2.1, Cre04.g213761.t1.1
g4492	Cre04.g213761.t2.1, Cre04.g213761.t1.1
Cre04.g221600	Cre04.g221600.t1.2
g4888	Cre04.g224002.t1.1
g4578	Cre04.g217947.t1.1
Cre04.g215450	Cre04.g215450.t1.2
Cre04.g228850	Cre04.g228850.t1.1
g4564	Cre04.g217933.t1.1
g5037	Cre04.g230046.t1.1
Cre04.g211750	Cre04.g211750.t1.1
g4586	Cre04.g217955.t1.1
g4852	Cre04.g222350.t1.1
g4585	Cre04.g217954.t1.1
g4575	Cre04.g217944.t1.1
g4501	Cre04.g214769.t1.1
g4606	Cre04.g217972.t1.1
Cre04.g228300	Cre04.g228300.t1.1
Cre04.g224100	Cre04.g224100.t1.2, Cre04.g224100.t2.1
g4889	N/A
Cre04.g212050	Cre04.g212050.t1.1
g4859	Cre04.g222700.t1.2
g4645	Cre04.g216204.t1.1
g4512	Cre04.g216850.t1.2
Cre04.g216500	Cre04.g216500.t1.1
Cre04.g214650	Cre04.g214650.t1.1
Cre04.g229450	Cre04.g229450.t1.1
Cre04.g221050	Cre04.g221050.t1.2
Cre04.g223450	Cre04.g223450.t1.1
g4621	Cre04.g217983.t1.1
g5052	Cre04.g231516.t1.1, Cre04.g231516.t2.1
g5052	Cre04.g231516.t1.1, Cre04.g231516.t2.1
g4497	Cre04.g214321.t1.1
Cre04.g227400	Cre04.g227400.t1.2
Cre04.g215900	Cre04.g215900.t1.1
g18183	Cre21.g752947.t1.1
g18195	Cre21.g753297.t1.1
g18171	Cre21.g752397.t1.1
g18188	Cre21.g753097.t1.1
g18184	Cre21.g752997.t1.1
g18168	Cre21.g752247.t1.1
g18161	Cre21.g751947.t1.1
g18166	Cre21.g752147.t1.1
g18167	Cre21.g752197.t1.1
g18175	Cre21.g752597.t1.1
g18180	Cre21.g752847.t1.1
g18172	Cre21.g752447.t1.1
g18160	Cre21.g751897.t1.1
g18174	Cre21.g752547.t1.1
g18189	Cre21.g753147.t1.1
g18173	Cre21.g752497.t1.1
g18194	Cre21.g753247.t1.1
g18182	Cre21.g752897.t1.1
g18176	Cre21.g752647.t1.1
g18193	Cre21.g753197.t1.1
g18179	Cre21.g752797.t1.1
g18169	Cre21.g752297.t1.1
g18185	Cre21.g753047.t4.1, Cre21.g753047.t2.1, Cre21.g753047.t3.1, Cre21.g753047.t1.1
g18185	Cre21.g753047.t4.1, Cre21.g753047.t2.1, Cre21.g753047.t3.1, Cre21.g753047.t1.1
g18185	Cre21.g753047.t4.1, Cre21.g753047.t2.1, Cre21.g753047.t3.1, Cre21.g753047.t1.1
g18185	Cre21.g753047.t4.1, Cre21.g753047.t2.1, Cre21.g753047.t3.1, Cre21.g753047.t1.1
g18170	Cre21.g752347.t1.1
g18158	Cre21.g751847.t1.1
g18177	Cre21.g752697.t1.1
g18178	Cre21.g752747.t1.1
g18165	Cre21.g752097.t1.1
g18162	Cre21.g751997.t1.1
g18163	Cre21.g752047.t1.1
Cre12.g511400	Cre12.g511400.t1.1
g12952	Cre12.g526131.t1.1
Cre12.g498950	Cre12.g498950.t1.2
Cre12.g497350	Cre12.g497350.t1.1
Cre12.g500850	Cre12.g500850.t1.1
g13794	Cre12.g544752.t1.1
Cre12.g546300	Cre12.g546300.t1.2
Cre12.g521450	Cre12.g521450.t1.1
g12633	Cre12.g497652.t1.1
Cre12.g505750	Cre12.g505750.t1.2
g13706	N/A
Cre12.g543150	Cre12.g543303.t1.1, Cre12.g543303.t3.1, Cre12.g543303.t2.1
Cre12.g543200	N/A
Cre12.g554300	Cre12.g554300.t1.1
Cre12.g528200	Cre12.g528200.t1.1
Cre12.g513400	Cre12.g513400.t1.1
Cre12.g542450	Cre12.g542450.t1.2
g12958	Cre12.g526326.t1.1
g12982	N/A
Cre12.g526900	Cre12.g526883.t2.1, Cre12.g526883.t1.1
Cre12.g511650	Cre12.g511650.t1.1
g12404	Cre12.g507700.t1.1
g12371	Cre12.g509050.t1.1
Cre12.g486850	Cre12.g486850.t1.1
Cre12.g487850	Cre12.g487850.t1.2
g13332	Cre12.g559553.t1.1
Cre12.g508750	Cre12.g508750.t1.2
Cre12.g510800	Cre12.g510800.t1.2
Cre12.g547450	Cre12.g547450.t1.2
g13793	Cre12.g544327.t1.1, Cre12.g544327.t3.1, Cre12.g544327.t2.1
g13793	Cre12.g544327.t1.1, Cre12.g544327.t3.1, Cre12.g544327.t2.1
g13793	Cre12.g544327.t1.1, Cre12.g544327.t3.1, Cre12.g544327.t2.1
Cre12.g552350	Cre12.g552350.t1.1
Cre12.g560668	Cre12.g560668.t1.2
Cre12.g532550	Cre12.g532550.t1.1
Cre12.g538700	Cre12.g538700.t1.2
Cre12.g537300	Cre12.g537300.t1.2
g12746	N/A
Cre12.g516750	Cre12.g516750.t1.1, Cre12.g516750.t2.1
Cre12.g525400	Cre12.g525400.t1.1
Cre12.g512950	Cre12.g512950.t1.2
Cre12.g494400	Cre12.g494400.t1.2
g13391	Cre12.g556911.t1.1
g13785	Cre12.g540927.t1.1
Cre12.g510100	Cre12.g510100.t1.1
Cre12.g544450	Cre12.g544450.t1.2
Cre12.g517600	Cre12.g517600.t1.2
Cre12.g555100	Cre12.g555100.t1.2
g12772	Cre12.g517950.t1.1
Cre12.g539200	Cre12.g539200.t2.1, Cre12.g539200.t1.2
g13261	N/A
Cre12.g525500	Cre12.g525500.t1.1
Cre12.g561601	Cre12.g561601.t1.2
Cre12.g500000	Cre12.g500000.t1.1
Cre12.g500100	Cre12.g500100.t1.2
g12111	Cre12.g492050.t1.2
Cre12.g516700	Cre12.g516700.t1.2
Cre12.g517800	Cre12.g517800.t1.2
Cre12.g498550	Cre12.g498550.t1.1
g13682	Cre12.g544110.t1.1
Cre12.g487750	Cre12.g487750.t1.2
Cre12.g538750	Cre12.g538750.t1.2
Cre12.g537371	Cre12.g537371.t1.2
Cre12.g511700	Cre12.g511700.t1.2
Cre12.g553150	Cre12.g553252.t1.1
Cre12.g495950	Cre12.g495950.t1.1
Cre12.g503000	Cre12.g503000.t1.2
Cre12.g503450	Cre12.g503450.t1.2
Cre12.g551500	Cre12.g551500.t1.1
g13712	Cre12.g542850.t1.2
g12897	Cre12.g523800.t1.1
Cre12.g502100	Cre12.g502100.t1.1
Cre12.g553950	Cre12.g553950.t1.1
g13576	Cre12.g548702.t1.1
Cre12.g520550	Cre12.g520550.t1.2
Cre12.g550850	Cre12.g550850.t1.2
Cre12.g558321	Cre12.g558352.t1.1
Cre12.g505400	Cre12.g505400.t1.2
g12799	N/A
g12799	N/A
Cre12.g519249	N/A
Cre12.g519200	Cre12.g519180.t1.1, Cre12.g519180.t4.1, Cre12.g519180.t2.1, Cre12.g519180.t3.1
Cre12.g530200	Cre12.g530200.t1.2
Cre12.g492300	Cre12.g492300.t1.2
Cre12.g557450	Cre12.g557450.t1.2
Cre12.g513300	Cre12.g513300.t1.2
Cre12.g516333	Cre12.g516333.t1.2
Cre12.g531100	Cre12.g531100.t2.1, Cre12.g531100.t1.2
g13072	N/A
Cre12.g506400	Cre12.g506400.t1.2
g13665	Cre12.g544802.t1.1
Cre12.g555350	Cre12.g555350.t2.1, Cre12.g555350.t1.2
g13425	N/A
g12237	Cre12.g487601.t1.1
Cre12.g554100	Cre12.g554100.t1.1
Cre12.g535550	Cre12.g535550.t1.1
g13806	Cre12.g549852.t1.1
Cre12.g488600	Cre12.g488600.t1.1
Cre12.g536050	Cre12.g536050.t1.2
Cre12.g508550	Cre12.g508550.t1.1
Cre12.g546450	Cre12.g546450.t1.1
Cre12.g535300	Cre12.g535300.t1.1
Cre12.g530500	Cre12.g530500.t1.2
Cre12.g552150	Cre12.g552150.t1.1
Cre12.g537150	Cre12.g537150.t1.2
