CC2344-L1,CC2344-L2,CC2344-L3,CC2344-L4,CC2344-L5,CC2344-L6,CC2344-L7,CC2344-L8,CC2344-L9,CC2344-L10,CC2344-L11,CC2344-L12,CC2344-L13,CC2344-L14,CC2344-L15,CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_02G077451V5,,,CHLRE_02G083354V5,,CHLRE_02G094551V5,,,CHLRE_01G048501V5,CHLRE_03G158450V5,CHLRE_01G051211V5,CHLRE_03G146047V5,,,CHLRE_02G076100V5,5722168.0,,,,,5725990.0,,,,5724050.0,,5721992.0,5722075.0
CHLRE_02G077550V5,,,CHLRE_02G084400V5,,CHLRE_02G094600V5,,,CHLRE_01G048600V5,CHLRE_03G158464V5,CHLRE_01G051250V5,CHLRE_03G146267V5,,,CHLRE_02G076150V5,5716266.0,,,,,5727073.0,,,,5715845.0,,5719425.0,5725916.0
CHLRE_02G077800V5,,,CHLRE_02G084500V5,,CHLRE_02G095000V5,,,CHLRE_01G048800V5,CHLRE_03G158500V5,CHLRE_01G051300V5,CHLRE_03G146607V5,,,CHLRE_02G076650V5,5716318.0,,,,,5722033.0,,,,5724106.0,,5726161.0,5723239.0
CHLRE_02G077850V5,,,CHLRE_02G085257V5,,CHLRE_02G095150V5,,,CHLRE_01G049000V5,CHLRE_03G158950V5,CHLRE_01G051350V5,CHLRE_03G146867V5,,,CHLRE_02G076987V5,5716449.0,,,,,5728300.0,,,,5721976.0,,5715870.0,5729319.0
CHLRE_02G078300V5,,,CHLRE_02G085850V5,,CHLRE_02G095800V5,,,CHLRE_01G049050V5,CHLRE_03G159900V5,CHLRE_01G051750V5,CHLRE_03G148500V5,,,CHLRE_02G077451V5,5716454.0,,,,,5727694.0,,,,5724896.0,,5725414.0,5724843.0
CHLRE_02G078350V5,,,CHLRE_02G086150V5,,CHLRE_02G096000V5,,,CHLRE_01G049200V5,CHLRE_03G160700V5,CHLRE_01G052150V5,CHLRE_03G149350V5,,,CHLRE_02G077550V5,5716466.0,,,,,5722452.0,,,,5728049.0,,5727204.0,5723805.0
CHLRE_02G078400V5,,,CHLRE_02G086250V5,,CHLRE_02G096400V5,,,CHLRE_01G049450V5,CHLRE_03G161578V5,CHLRE_01G052400V5,CHLRE_03G149400V5,,,CHLRE_02G077750V5,5716482.0,,,,,5726379.0,,,,5717855.0,,5724499.0,5718179.0
CHLRE_02G078450V5,,,CHLRE_02G086887V5,,CHLRE_02G096500V5,,,CHLRE_01G050451V5,CHLRE_03G162500V5,CHLRE_01G052950V5,CHLRE_03G149550V5,,,CHLRE_02G077800V5,5716484.0,,,,,5724074.0,,,,5727444.0,,5718949.0,5719544.0
CHLRE_02G078700V5,,,CHLRE_02G087200V5,,CHLRE_02G096950V5,,,CHLRE_01G050850V5,CHLRE_03G162550V5,CHLRE_01G053288V5,CHLRE_03G149700V5,,,CHLRE_02G077850V5,5717133.0,,,,,5720721.0,,,,5720365.0,,5722580.0,5717200.0
CHLRE_02G078950V5,,,CHLRE_02G088200V5,,CHLRE_02G097400V5,,,CHLRE_01G051100V5,CHLRE_03G163650V5,CHLRE_01G054150V5,CHLRE_03G150500V5,,,CHLRE_02G078777V5,5717168.0,,,,,5717048.0,,,,5716581.0,,5720240.0,5717305.0
CHLRE_02G079000V5,,,CHLRE_02G088500V5,,CHLRE_02G097600V5,,,CHLRE_01G051450V5,CHLRE_03G163800V5,CHLRE_01G054550V5,CHLRE_03G151100V5,,,CHLRE_02G079250V5,5717177.0,,,,,5721514.0,,,,5719600.0,,5716926.0,5717105.0
CHLRE_02G079050V5,,,CHLRE_02G088600V5,,CHLRE_02G097650V5,,,CHLRE_01G051750V5,CHLRE_03G167400V5,CHLRE_01G054600V5,CHLRE_03G151750V5,,,CHLRE_02G079351V5,5721749.0,,,,,5721553.0,,,,5717018.0,,5721125.0,5722144.0
CHLRE_02G079450V5,,,CHLRE_02G088700V5,,CHLRE_02G098300V5,,,CHLRE_01G051950V5,CHLRE_03G168050V5,CHLRE_01G054750V5,CHLRE_03G152150V5,,,CHLRE_02G079450V5,5721766.0,,,,,5725640.0,,,,5721918.0,,5718620.0,5721803.0
CHLRE_02G079500V5,,,CHLRE_02G089150V5,,CHLRE_02G098450V5,,,CHLRE_01G052050V5,CHLRE_03G168450V5,CHLRE_01G055100V5,CHLRE_03G153150V5,,,CHLRE_02G079550V5,5721776.0,,,,,5717431.0,,,,5724760.0,,5718370.0,5722213.0
CHLRE_02G080050V5,,,CHLRE_02G089850V5,,CHLRE_02G098550V5,,,CHLRE_01G052300V5,CHLRE_50G761397V5,CHLRE_01G055200V5,CHLRE_03G155150V5,,,CHLRE_02G079926V5,5721781.0,,,,,5717758.0,,,,5724955.0,,5721315.0,5715118.0
CHLRE_02G080350V5,,,CHLRE_02G090400V5,,CHLRE_02G098700V5,,,CHLRE_01G052500V5,CHLRE_03G168650V5,CHLRE_01G055416V5,CHLRE_03G155250V5,,,CHLRE_02G080050V5,5721835.0,,,,,5719633.0,,,,5722948.0,,5723388.0,5716264.0
CHLRE_02G080550V5,,,CHLRE_02G090600V5,,CHLRE_02G099100V5,,,CHLRE_01G053300V5,CHLRE_03G168800V5,CHLRE_01G055444V5,CHLRE_03G155700V5,,,CHLRE_02G080300V5,5721892.0,,,,,5728226.0,,,,5719302.0,,5722168.0,5716272.0
CHLRE_02G080650V5,,,CHLRE_02G091150V5,,CHLRE_02G099150V5,,,CHLRE_01G053600V5,CHLRE_03G168950V5,CHLRE_01G055457V5,CHLRE_03G155750V5,,,CHLRE_02G080350V5,5721901.0,,,,,5715765.0,,,,5728404.0,,5722559.0,5716521.0
CHLRE_02G081650V5,,,CHLRE_02G091300V5,,CHLRE_02G099300V5,,,CHLRE_01G054850V5,CHLRE_03G169000V5,CHLRE_01G055465V5,CHLRE_03G155800V5,,,CHLRE_02G080500V5,5721930.0,,,,,5722752.0,,,,5718967.0,,5722006.0,5726607.0
CHLRE_02G081900V5,,,CHLRE_02G092350V5,,CHLRE_02G099650V5,,,CHLRE_01G055100V5,CHLRE_03G169150V5,CHLRE_01G058886V5,CHLRE_03G156750V5,,,CHLRE_02G080600V5,5721954.0,,,,,5729022.0,,,,5719735.0,,5723845.0,5722285.0
CHLRE_02G082100V5,,,CHLRE_02G093300V5,,CHLRE_02G099800V5,,,CHLRE_01G055151V5,CHLRE_03G170300V5,CHLRE_01G061442V5,CHLRE_03G157000V5,,,CHLRE_02G080650V5,5721959.0,,,,,5728270.0,,,,5728954.0,,5718621.0,5717905.0
CHLRE_02G082450V5,,,CHLRE_02G094100V5,,CHLRE_02G099879V5,,,CHLRE_01G055200V5,CHLRE_03G170550V5,CHLRE_01G062172V5,CHLRE_03G157150V5,,,CHLRE_02G080700V5,5721962.0,,,,,5726160.0,,,,5715195.0,,5719360.0,5728094.0
CHLRE_02G082600V5,,,CHLRE_02G094200V5,,CHLRE_02G100300V5,,,CHLRE_01G055412V5,CHLRE_03G170600V5,CHLRE_01G066917V5,CHLRE_03G157450V5,,,CHLRE_02G081050V5,5721972.0,,,,,5726165.0,,,,5728883.0,,5723573.0,5723947.0
CHLRE_02G083000V5,,,CHLRE_02G095350V5,,CHLRE_02G100700V5,,,CHLRE_01G055416V5,CHLRE_03G170700V5,CHLRE_01G068012V5,CHLRE_03G157700V5,,,CHLRE_02G081550V5,5723807.0,,,,,5717818.0,,,,5728069.0,,5718737.0,5724050.0
CHLRE_02G083050V5,,,CHLRE_02G095400V5,,CHLRE_02G100800V5,,,CHLRE_01G055428V5,CHLRE_03G171179V5,CHLRE_01G069107V5,CHLRE_03G159700V5,,,CHLRE_02G082050V5,5723810.0,,,,,5728940.0,,,,5723168.0,,5718721.0,5718687.0
CHLRE_02G083400V5,,,CHLRE_02G095850V5,,CHLRE_02G101250V5,,,CHLRE_01G055457V5,CHLRE_03G172322V5,CHLRE_02G073200V5,CHLRE_03G160000V5,,,CHLRE_02G082900V5,5725955.0,,,,,5724069.0,,,,5723548.0,,5720128.0,5716170.0
CHLRE_02G083750V5,,,CHLRE_02G096100V5,,CHLRE_02G101750V5,,,CHLRE_01G055500V5,CHLRE_03G172350V5,CHLRE_02G073600V5,CHLRE_03G160700V5,,,CHLRE_02G083180V5,5726000.0,,,,,5727022.0,,,,5721396.0,,5729033.0,5727595.0
CHLRE_02G084400V5,,,CHLRE_02G096400V5,,CHLRE_02G101850V5,,,CHLRE_01G055966V5,CHLRE_03G173200V5,CHLRE_02G073900V5,CHLRE_03G161550V5,,,CHLRE_02G083600V5,5726011.0,,,,,5725486.0,,,,5722455.0,,5721707.0,5717855.0
CHLRE_02G084450V5,,,CHLRE_02G096551V5,,CHLRE_02G102300V5,,,CHLRE_01G058886V5,CHLRE_03G173750V5,CHLRE_02G074350V5,CHLRE_03G162450V5,,,CHLRE_02G084250V5,5726025.0,,,,,5727233.0,,,,5722155.0,,5718885.0,5727130.0
CHLRE_02G084650V5,,,CHLRE_02G097000V5,,CHLRE_02G102350V5,,,CHLRE_01G059252V5,CHLRE_03G175750V5,CHLRE_02G074758V5,CHLRE_03G163050V5,,,CHLRE_02G084400V5,5728507.0,,,,,5721231.0,,,,5722384.0,,5718246.0,5725440.0
CHLRE_02G085100V5,,,CHLRE_02G097213V5,,CHLRE_02G103000V5,,,CHLRE_01G059982V5,CHLRE_03G176300V5,CHLRE_02G074850V5,CHLRE_03G163950V5,,,CHLRE_02G084550V5,5728603.0,,,,,5719415.0,,,,5722005.0,,5719426.0,5717610.0
CHLRE_02G085150V5,,,CHLRE_02G097250V5,,CHLRE_02G103200V5,,,CHLRE_01G060347V5,CHLRE_03G177007V5,CHLRE_02G074950V5,CHLRE_03G165700V5,,,CHLRE_02G085150V5,5723845.0,,,,,5721373.0,,,,5717110.0,,5715119.0,5720505.0
CHLRE_02G085400V5,,,CHLRE_02G097400V5,,CHLRE_02G103450V5,,,CHLRE_01G062172V5,CHLRE_03G177053V5,CHLRE_02G075600V5,CHLRE_03G166050V5,,,CHLRE_02G085850V5,5715654.0,,,,,5723842.0,,,,5721547.0,,5718197.0,5716276.0
CHLRE_02G085701V5,,,CHLRE_02G097650V5,,CHLRE_02G103500V5,,,CHLRE_01G063267V5,CHLRE_03G177250V5,CHLRE_02G075650V5,CHLRE_03G166850V5,,,CHLRE_02G086000V5,5728065.0,,,,,5716061.0,,,,5727738.0,,5727888.0,5716276.0
CHLRE_02G086000V5,,,CHLRE_02G098700V5,,CHLRE_02G103850V5,,,CHLRE_01G063632V5,CHLRE_03G177900V5,CHLRE_02G075800V5,CHLRE_03G167924V5,,,CHLRE_02G086456V5,5728449.0,,,,,5718710.0,,,,5719730.0,,5724698.0,5716276.0
CHLRE_02G086150V5,,,CHLRE_02G099050V5,,CHLRE_02G104300V5,,,CHLRE_01G063997V5,CHLRE_03G178000V5,CHLRE_02G075950V5,CHLRE_03G168100V5,,,CHLRE_02G086650V5,5717602.0,,,,,5717922.0,,,,5720868.0,,5716640.0,5716276.0
CHLRE_02G086700V5,,,CHLRE_02G099055V5,,CHLRE_02G104725V5,,,CHLRE_01G068012V5,CHLRE_03G179350V5,CHLRE_02G076150V5,CHLRE_03G168350V5,,,CHLRE_02G086700V5,5716929.0,,,,,5723500.0,,,,5717627.0,,5728176.0,5716278.0
CHLRE_02G086887V5,,,CHLRE_02G099750V5,,CHLRE_02G104850V5,,,CHLRE_01G068377V5,CHLRE_03G179650V5,CHLRE_02G076350V5,CHLRE_03G168450V5,,,CHLRE_02G086800V5,5723562.0,,,,,5727904.0,,,,5727014.0,,5718089.0,5716278.0
CHLRE_02G087100V5,,,CHLRE_02G099879V5,,CHLRE_02G105400V5,,,CHLRE_01G069837V5,CHLRE_03G181800V5,CHLRE_02G076600V5,CHLRE_50G761447V5,,,CHLRE_02G086887V5,5723641.0,,,,,5726122.0,,,,5721800.0,,5726955.0,5716278.0
CHLRE_02G087551V5,,,CHLRE_02G100000V5,,CHLRE_02G105600V5,,,CHLRE_02G073500V5,CHLRE_03G183100V5,CHLRE_02G076650V5,CHLRE_50G761397V5,,,CHLRE_02G087100V5,5718197.0,,,,,5720993.0,,,,5719227.0,,5716430.0,5716278.0
CHLRE_02G087600V5,,,CHLRE_02G100450V5,,CHLRE_02G106250V5,,,CHLRE_02G073600V5,CHLRE_03G183150V5,CHLRE_02G077100V5,CHLRE_03G168900V5,,,CHLRE_02G087150V5,5720789.0,,,,,5726716.0,,,,5717500.0,,5726446.0,5716320.0
CHLRE_02G087700V5,,,CHLRE_02G100750V5,,CHLRE_02G106950V5,,,CHLRE_02G073900V5,CHLRE_03G184100V5,CHLRE_02G077350V5,CHLRE_03G168950V5,,,CHLRE_02G087200V5,5727479.0,,,,,5723498.0,,,,5716220.0,,5727445.0,5716320.0
CHLRE_02G087750V5,,,CHLRE_02G101950V5,,CHLRE_02G107000V5,,,CHLRE_02G074050V5,CHLRE_03G186650V5,CHLRE_02G077401V5,CHLRE_03G169000V5,,,CHLRE_02G087551V5,5727909.0,,,,,5719668.0,,,,5725414.0,,5722017.0,5716320.0
CHLRE_02G087800V5,,,CHLRE_02G102500V5,,CHLRE_02G107850V5,,,CHLRE_02G074250V5,CHLRE_03G187000V5,CHLRE_02G077451V5,CHLRE_03G169050V5,,,CHLRE_02G087600V5,5715113.0,,,,,5717535.0,,,,5724826.0,,5715376.0,5716320.0
CHLRE_02G087850V5,,,CHLRE_02G102700V5,,CHLRE_02G108450V5,,,CHLRE_02G074700V5,CHLRE_03G187350V5,CHLRE_02G077650V5,CHLRE_03G169150V5,,,CHLRE_02G088200V5,5725832.0,,,,,5725023.0,,,,5718949.0,,5719552.0,5716450.0
CHLRE_02G088000V5,,,CHLRE_02G102800V5,,CHLRE_02G108550V5,,,CHLRE_02G075150V5,CHLRE_03G187400V5,CHLRE_02G077800V5,CHLRE_03G170200V5,,,CHLRE_02G088400V5,5727875.0,,,,,5727029.0,,,,5722580.0,,5715406.0,5716450.0
CHLRE_02G088200V5,,,CHLRE_02G102850V5,,CHLRE_02G108601V5,,,CHLRE_02G076000V5,CHLRE_03G189150V5,CHLRE_02G077850V5,CHLRE_03G170600V5,,,CHLRE_02G088500V5,5727151.0,,,,,5715460.0,,,,5718620.0,,5723731.0,5716450.0
CHLRE_02G088300V5,,,CHLRE_02G102950V5,,CHLRE_02G109750V5,,,CHLRE_02G076100V5,CHLRE_03G189400V5,CHLRE_02G078350V5,CHLRE_03G170650V5,,,CHLRE_02G088850V5,5721324.0,,,,,5719106.0,,,,5726019.0,,5723211.0,5716450.0
CHLRE_02G088350V5,,,CHLRE_02G103050V5,,CHLRE_02G110100V5,,,CHLRE_02G076150V5,CHLRE_03G189500V5,CHLRE_02G078400V5,CHLRE_03G170700V5,,,CHLRE_02G089100V5,5720332.0,,,,,5716212.0,,,,5719137.0,,5718712.0,5716453.0
CHLRE_02G088650V5,,,CHLRE_02G103150V5,,CHLRE_02G110300V5,,,CHLRE_02G076400V5,CHLRE_03G189950V5,CHLRE_02G078700V5,CHLRE_03G171751V5,,,CHLRE_02G089150V5,5720975.0,,,,,5723799.0,,,,5721940.0,,5720975.0,5716453.0
CHLRE_02G088850V5,,,CHLRE_02G103250V5,,CHLRE_02G110550V5,,,CHLRE_02G076466V5,CHLRE_03G190650V5,CHLRE_02G078939V5,CHLRE_03G171950V5,,,CHLRE_02G089200V5,5728219.0,,,,,5724845.0,,,,5726443.0,,5725384.0,5716453.0
CHLRE_02G089100V5,,,CHLRE_02G103300V5,,CHLRE_02G110800V5,,,CHLRE_02G076600V5,CHLRE_03G191100V5,CHLRE_02G078950V5,CHLRE_03G173450V5,,,CHLRE_02G089450V5,5720246.0,,,,,5721982.0,,,,5727425.0,,5720844.0,5716453.0
CHLRE_02G089200V5,,,CHLRE_02G103400V5,,CHLRE_02G111014V5,,,CHLRE_02G076800V5,CHLRE_03G191300V5,CHLRE_02G079050V5,CHLRE_03G173500V5,,,CHLRE_02G089850V5,5715757.0,,,,,5717112.0,,,,5716473.0,,5717357.0,5716467.0
CHLRE_02G089350V5,,,CHLRE_02G103500V5,,CHLRE_02G111350V5,,,CHLRE_02G077024V5,CHLRE_03G191550V5,CHLRE_02G079351V5,CHLRE_03G173750V5,,,CHLRE_02G089900V5,5721931.0,,,,,5728724.0,,,,5718051.0,,5719230.0,5716467.0
CHLRE_02G089450V5,,,CHLRE_02G103550V5,,CHLRE_02G111650V5,,,CHLRE_02G077350V5,CHLRE_03G191700V5,CHLRE_02G079550V5,CHLRE_03G175650V5,,,CHLRE_02G090350V5,5728506.0,,,,,5719264.0,,,,5716266.0,,5727593.0,5716467.0
CHLRE_02G089800V5,,,CHLRE_02G103600V5,,CHLRE_02G111900V5,,,CHLRE_02G077550V5,CHLRE_03G192100V5,CHLRE_02G079926V5,CHLRE_03G175800V5,,,CHLRE_02G090400V5,5718021.0,,,,,5722254.0,,,,5716318.0,,5721985.0,5716467.0
CHLRE_02G089850V5,,,CHLRE_02G103800V5,,CHLRE_02G112550V5,,,CHLRE_02G077600V5,CHLRE_03G192201V5,CHLRE_02G080050V5,CHLRE_03G176150V5,,,CHLRE_02G090500V5,5727593.0,,,,,5727391.0,,,,5716449.0,,5723284.0,5716485.0
CHLRE_02G089950V5,,,CHLRE_02G103850V5,,CHLRE_02G112701V5,,,CHLRE_02G077650V5,CHLRE_03G192600V5,CHLRE_02G080350V5,CHLRE_03G176350V5,,,CHLRE_02G090600V5,5728930.0,,,,,5716140.0,,,,5716454.0,,5715198.0,5716485.0
CHLRE_02G090400V5,,,CHLRE_02G104050V5,,CHLRE_02G112800V5,,,CHLRE_02G077800V5,CHLRE_03G193600V5,CHLRE_02G080450V5,CHLRE_03G176900V5,,,CHLRE_02G090950V5,5728910.0,,,,,5723899.0,,,,5716466.0,,5721212.0,5716485.0
CHLRE_02G090500V5,,,CHLRE_02G104550V5,,CHLRE_02G113450V5,,,CHLRE_02G077850V5,CHLRE_03G193800V5,CHLRE_02G080650V5,CHLRE_03G177053V5,,,CHLRE_02G091000V5,5723284.0,,,,,5727356.0,,,,5716482.0,,5720426.0,5716485.0
CHLRE_02G090550V5,,,CHLRE_02G104650V5,,CHLRE_02G113600V5,,,CHLRE_02G077925V5,CHLRE_03G193900V5,CHLRE_02G080750V5,CHLRE_03G177250V5,,,CHLRE_02G091200V5,5726526.0,,,,,5722380.0,,,,5716484.0,,5720445.0,5717132.0
CHLRE_02G090600V5,,,CHLRE_02G104900V5,,CHLRE_02G113652V5,,,CHLRE_02G077951V5,CHLRE_03G194250V5,CHLRE_02G081450V5,CHLRE_03G178000V5,,,CHLRE_02G091400V5,5728500.0,,,,,5717290.0,,,,5717133.0,,5715313.0,5717132.0
CHLRE_02G090650V5,,,CHLRE_02G105100V5,,CHLRE_02G113751V5,,,CHLRE_02G078100V5,CHLRE_03G194400V5,CHLRE_02G081550V5,CHLRE_03G178100V5,,,CHLRE_02G091500V5,5721810.0,,,,,5716567.0,,,,5717168.0,,5715272.0,5717132.0
CHLRE_02G090689V5,,,CHLRE_02G105150V5,,CHLRE_02G113752V5,,,CHLRE_02G078750V5,CHLRE_03G195750V5,CHLRE_02G081900V5,CHLRE_03G178350V5,,,CHLRE_02G092200V5,5717365.0,,,,,5725916.0,,,,5717177.0,,5716432.0,5717132.0
CHLRE_02G090950V5,,,CHLRE_02G105200V5,,CHLRE_02G114000V5,,,CHLRE_02G078939V5,CHLRE_03G196350V5,CHLRE_02G082250V5,CHLRE_03G178500V5,,,CHLRE_02G092451V5,5728208.0,,,,,5724968.0,,,,5721749.0,,5717254.0,5717167.0
CHLRE_02G091150V5,,,CHLRE_02G105450V5,,CHLRE_02G114050V5,,,CHLRE_02G079000V5,CHLRE_03G197350V5,CHLRE_02G082450V5,CHLRE_03G179500V5,,,CHLRE_02G092550V5,5722207.0,,,,,5715725.0,,,,5721766.0,,5720036.0,5717167.0
CHLRE_02G091300V5,,,CHLRE_02G105500V5,,CHLRE_02G114450V5,,,CHLRE_02G079050V5,CHLRE_03G198050V5,CHLRE_02G082600V5,CHLRE_03G179800V5,,,CHLRE_02G092750V5,5726149.0,,,,,5720970.0,,,,5721776.0,,5723315.0,5717167.0
CHLRE_02G091400V5,,,CHLRE_02G105650V5,,CHLRE_02G115000V5,,,CHLRE_02G079351V5,CHLRE_03G198500V5,CHLRE_02G082800V5,CHLRE_03G180450V5,,,CHLRE_02G093950V5,5725919.0,,,,,5722379.0,,,,5721781.0,,5719736.0,5717167.0
CHLRE_02G091567V5,,,CHLRE_02G106150V5,,CHLRE_02G115100V5,,,CHLRE_02G079400V5,CHLRE_03G208100V5,CHLRE_02G083000V5,CHLRE_03G181150V5,,,CHLRE_02G094050V5,5716501.0,,,,,5722237.0,,,,5721835.0,,5720875.0,5717178.0
CHLRE_02G091650V5,,,CHLRE_02G106300V5,,CHLRE_02G115400V5,,,CHLRE_02G079500V5,CHLRE_03G207650V5,CHLRE_02G083050V5,CHLRE_03G181200V5,,,CHLRE_02G094150V5,5719927.0,,,,,5723050.0,,,,5721892.0,,5727653.0,5717178.0
CHLRE_02G092150V5,,,CHLRE_02G106550V5,,CHLRE_02G115500V5,,,CHLRE_02G079600V5,CHLRE_03G207150V5,CHLRE_02G083400V5,CHLRE_03G182100V5,,,CHLRE_02G094450V5,5720952.0,,,,,5715118.0,,,,5721901.0,,5723704.0,5717178.0
CHLRE_02G092200V5,,,CHLRE_02G106600V5,,CHLRE_02G115508V5,,,CHLRE_02G080050V5,CHLRE_03G207000V5,CHLRE_02G083850V5,CHLRE_03G182300V5,,,CHLRE_02G094700V5,5723704.0,,,,,5727287.0,,,,5721930.0,,5720901.0,5717178.0
CHLRE_02G092350V5,,,CHLRE_02G106700V5,,CHLRE_02G116150V5,,,CHLRE_02G080300V5,CHLRE_03G206202V5,CHLRE_02G084250V5,CHLRE_03G182550V5,,,CHLRE_02G094750V5,5720901.0,,,,,5717905.0,,,,5721954.0,,5728451.0,5717958.0
CHLRE_02G092400V5,,,CHLRE_02G106750V5,,CHLRE_02G116450V5,,,CHLRE_02G080350V5,CHLRE_03G205650V5,CHLRE_02G084350V5,CHLRE_03G182800V5,,,CHLRE_02G094850V5,5728451.0,,,,,5719939.0,,,,5721959.0,,5715995.0,5717958.0
CHLRE_02G092550V5,,,CHLRE_02G106850V5,,CHLRE_02G117200V5,,,CHLRE_02G080450V5,CHLRE_03G204850V5,CHLRE_02G084500V5,CHLRE_03G183250V5,,,CHLRE_02G095100V5,5716210.0,,,,,5726867.0,,,,5721962.0,,5727302.0,5717958.0
CHLRE_02G093300V5,,,CHLRE_02G106900V5,,CHLRE_02G117350V5,,,CHLRE_02G080750V5,CHLRE_03G203351V5,CHLRE_02G085100V5,CHLRE_03G183300V5,,,CHLRE_02G095150V5,5726597.0,,,,,5715490.0,,,,5721972.0,,5722457.0,5717958.0
CHLRE_02G093850V5,,,CHLRE_02G107050V5,,CHLRE_02G117813V5,,,CHLRE_02G081200V5,CHLRE_03G202875V5,CHLRE_02G085150V5,CHLRE_03G183600V5,,,CHLRE_02G095300V5,5725906.0,,,,,5720282.0,,,,5723807.0,,5725012.0,5719118.0
CHLRE_02G093975V5,,,CHLRE_02G107100V5,,CHLRE_02G118125V5,,,CHLRE_02G081450V5,CHLRE_03G202000V5,CHLRE_02G085400V5,CHLRE_03G184400V5,,,CHLRE_02G095800V5,5726968.0,,,,,5723947.0,,,,5723810.0,,5720897.0,5719118.0
CHLRE_02G094100V5,,,CHLRE_02G107300V5,,CHLRE_02G118650V5,,,CHLRE_02G081550V5,CHLRE_03G201500V5,CHLRE_02G085800V5,CHLRE_03G185250V5,,,CHLRE_02G095900V5,5725351.0,,,,,5720578.0,,,,5725955.0,,5715181.0,5719118.0
CHLRE_02G094250V5,,,CHLRE_02G107350V5,,CHLRE_02G118700V5,,,CHLRE_02G081700V5,CHLRE_03G201450V5,CHLRE_02G086400V5,CHLRE_03G186750V5,,,CHLRE_02G096200V5,5718123.0,,,,,5718687.0,,,,5726000.0,,5726664.0,5719118.0
CHLRE_02G094400V5,,,CHLRE_02G107400V5,,CHLRE_02G118801V5,,,CHLRE_02G082450V5,CHLRE_03G200750V5,CHLRE_02G086800V5,CHLRE_03G188350V5,,,CHLRE_02G096500V5,5728301.0,,,,,5721889.0,,,,5726011.0,,5718123.0,5721748.0
CHLRE_02G094450V5,,,CHLRE_02G107500V5,,CHLRE_02G118850V5,,,CHLRE_02G082600V5,CHLRE_03G200550V5,CHLRE_02G087551V5,CHLRE_03G188750V5,,,CHLRE_02G096800V5,5718483.0,,,,,5724919.0,,,,5726025.0,,5719732.0,5721748.0
CHLRE_02G094600V5,,,CHLRE_02G107550V5,,CHLRE_02G119300V5,,,CHLRE_02G082800V5,CHLRE_03G199300V5,CHLRE_02G087600V5,CHLRE_03G189000V5,,,CHLRE_02G096950V5,5719732.0,,,,,5726536.0,,,,5728507.0,,5722995.0,5721748.0
CHLRE_02G094700V5,,,CHLRE_02G107700V5,,CHLRE_02G119450V5,,,CHLRE_02G082825V5,CHLRE_03G199250V5,CHLRE_02G087750V5,CHLRE_03G189150V5,,,CHLRE_02G097400V5,5722995.0,,,,,5716170.0,,,,5728603.0,,5718069.0,5721748.0
CHLRE_02G094750V5,,,CHLRE_02G107750V5,,CHLRE_02G119800V5,,,CHLRE_02G082900V5,CHLRE_03G199090V5,CHLRE_02G087850V5,CHLRE_03G189200V5,,,CHLRE_02G097800V5,5719917.0,,,,,5725282.0,,,,5715654.0,,5719917.0,5721767.0
CHLRE_02G095150V5,,,CHLRE_02G107900V5,,CHLRE_02G119950V5,,,CHLRE_02G082950V5,CHLRE_03G213537V5,CHLRE_02G088000V5,CHLRE_03G189500V5,,,CHLRE_02G098300V5,5715471.0,,,,,5728944.0,,,,5728065.0,,5728767.0,5721767.0
CHLRE_02G095700V5,,,CHLRE_02G108100V5,,CHLRE_02G120050V5,,,CHLRE_02G083000V5,CHLRE_03G213313V5,CHLRE_02G088100V5,CHLRE_03G190850V5,,,CHLRE_02G098800V5,5717992.0,,,,,5718260.0,,,,5716986.0,,5725619.0,5721767.0
CHLRE_02G095800V5,,,CHLRE_02G108800V5,,CHLRE_09G387350V5,,,CHLRE_02G083050V5,CHLRE_03G207825V5,CHLRE_02G088200V5,CHLRE_03G191050V5,,,CHLRE_02G099100V5,5724432.0,,,,,5724896.0,,,,5718737.0,,5716542.0,5721767.0
CHLRE_02G095950V5,,,CHLRE_02G109050V5,,CHLRE_09G387450V5,,,CHLRE_02G083065V5,CHLRE_03G207265V5,CHLRE_02G088250V5,CHLRE_03G191100V5,,,CHLRE_02G099150V5,5725619.0,,,,,5727595.0,,,,5720982.0,,5727148.0,5721777.0
CHLRE_02G096000V5,,,CHLRE_02G109400V5,,CHLRE_09G387600V5,,,CHLRE_02G083400V5,CHLRE_03G206929V5,CHLRE_02G088300V5,CHLRE_03G191250V5,,,CHLRE_02G099200V5,5715107.0,,,,,5725956.0,,,,5725596.0,,5726932.0,5721777.0
CHLRE_02G096100V5,,,CHLRE_02G109450V5,,CHLRE_09G387950V5,,,CHLRE_02G083600V5,CHLRE_03G206481V5,CHLRE_02G088350V5,CHLRE_03G191300V5,,,CHLRE_02G099400V5,5718966.0,,,,,5725582.0,,,,5716929.0,,5728098.0,5721777.0
CHLRE_02G096400V5,,,CHLRE_02G109683V5,,CHLRE_09G388050V5,,,CHLRE_02G083750V5,CHLRE_03G202561V5,CHLRE_02G088400V5,CHLRE_03G192600V5,,,CHLRE_02G099550V5,5720004.0,,,,,5722051.0,,,,5728549.0,,5719064.0,5721777.0
