CC2344-L1,CC2344-L2,CC2344-L3,CC2344-L4,CC2344-L5,CC2344-L6,CC2344-L7,CC2344-L8,CC2344-L9,CC2344-L10,CC2344-L11,CC2344-L12,CC2344-L13,CC2344-L14,CC2344-L15,CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_12G551977V5,,,,,CHLRE_17G709750V5,,,CHLRE_08G382300V5,,CHLRE_10G440400V5,,,,CHLRE_12G543550V5,,,,,,,,,,,,,
CHLRE_12G551552V5,,,,,CHLRE_17G710300V5,,,CHLRE_08G382500V5,,CHLRE_10G440550V5,,,,CHLRE_12G543450V5,,,,,,,,,,,,,
CHLRE_12G549852V5,,,,,CHLRE_17G710351V5,,,CHLRE_08G382545V5,,CHLRE_10G440700V5,,,,CHLRE_12G543300V5,,,,,,,,,,,,,
CHLRE_12G545177V5,,,,,CHLRE_17G711150V5,,,CHLRE_08G382590V5,,CHLRE_10G440750V5,,,,CHLRE_12G542950V5,,,,,,,,,,,,,
CHLRE_12G543902V5,,,,,CHLRE_17G711550V5,,,CHLRE_08G382650V5,,CHLRE_10G441000V5,,,,CHLRE_12G542900V5,,,,,,,,,,,,,
CHLRE_12G543477V5,,,,,CHLRE_17G712600V5,,,CHLRE_08G382850V5,,CHLRE_10G441150V5,,,,CHLRE_12G542700V5,,,,,,,,,,,,,
CHLRE_12G543052V5,,,,,CHLRE_17G713100V5,,,CHLRE_08G382900V5,,CHLRE_10G441500V5,,,,CHLRE_12G542600V5,,,,,,,,,,,,,
CHLRE_12G540076V5,,,,,CHLRE_17G713150V5,,,CHLRE_08G383050V5,,CHLRE_10G441550V5,,,,CHLRE_12G542569V5,,,,,,,,,,,,,
CHLRE_13G562475V5,,,,,CHLRE_17G713674V5,,,CHLRE_08G383150V5,,CHLRE_10G441650V5,,,,CHLRE_12G541850V5,,,,,,,,,,,,,
CHLRE_13G562550V5,,,,,CHLRE_17G713700V5,,,CHLRE_08G383200V5,,CHLRE_10G441800V5,,,,CHLRE_12G541600V5,,,,,,,,,,,,,
CHLRE_13G562800V5,,,,,CHLRE_17G713750V5,,,CHLRE_08G383250V5,,CHLRE_10G442300V5,,,,CHLRE_12G541550V5,,,,,,,,,,,,,
CHLRE_13G563100V5,,,,,CHLRE_17G713900V5,,,CHLRE_08G383300V5,,CHLRE_10G442350V5,,,,CHLRE_12G541250V5,,,,,,,,,,,,,
CHLRE_13G563150V5,,,,,CHLRE_17G714350V5,,,CHLRE_08G383550V5,,CHLRE_10G442400V5,,,,CHLRE_12G541150V5,,,,,,,,,,,,,
CHLRE_13G563300V5,,,,,CHLRE_17G714900V5,,,CHLRE_08G383600V5,,CHLRE_10G442600V5,,,,CHLRE_12G541100V5,,,,,,,,,,,,,
CHLRE_13G563900V5,,,,,CHLRE_17G714950V5,,,CHLRE_08G383650V5,,CHLRE_10G442700V5,,,,CHLRE_12G540900V5,,,,,,,,,,,,,
CHLRE_13G564250V5,,,,,CHLRE_17G715350V5,,,CHLRE_08G383702V5,,CHLRE_10G442800V5,,,,CHLRE_12G540850V5,,,,,,,,,,,,,
CHLRE_13G564350V5,,,,,CHLRE_17G715653V5,,,CHLRE_08G383750V5,,CHLRE_10G443450V5,,,,CHLRE_12G539900V5,,,,,,,,,,,,,
CHLRE_13G564700V5,,,,,CHLRE_17G716026V5,,,CHLRE_08G383800V5,,CHLRE_10G443500V5,,,,CHLRE_12G556653V5,,,,,,,,,,,,,
CHLRE_13G564900V5,,,,,CHLRE_17G716050V5,,,CHLRE_08G383900V5,,CHLRE_10G443750V5,,,,CHLRE_12G556228V5,,,,,,,,,,,,,
CHLRE_13G565260V5,,,,,CHLRE_17G717850V5,,,CHLRE_08G383950V5,,CHLRE_10G443801V5,,,,CHLRE_12G554953V5,,,,,,,,,,,,,
CHLRE_13G565301V5,,,,,CHLRE_17G717900V5,,,CHLRE_08G384100V5,,CHLRE_10G443850V5,,,,CHLRE_12G554528V5,,,,,,,,,,,,,
CHLRE_13G565750V5,,,,,CHLRE_17G718000V5,,,CHLRE_08G384150V5,,CHLRE_10G443950V5,,,,CHLRE_12G551977V5,,,,,,,,,,,,,
CHLRE_13G565850V5,,,,,CHLRE_17G718350V5,,,CHLRE_08G384200V5,,CHLRE_10G444100V5,,,,CHLRE_12G551552V5,,,,,,,,,,,,,
CHLRE_13G566050V5,,,,,CHLRE_17G718450V5,,,CHLRE_08G384355V5,,CHLRE_10G444500V5,,,,CHLRE_12G549852V5,,,,,,,,,,,,,
CHLRE_13G566250V5,,,,,CHLRE_17G718700V5,,,CHLRE_08G384550V5,,CHLRE_10G444800V5,,,,CHLRE_12G549427V5,,,,,,,,,,,,,
CHLRE_13G566400V5,,,,,CHLRE_17G720150V5,,,CHLRE_08G384650V5,,CHLRE_10G445000V5,,,,CHLRE_12G547302V5,,,,,,,,,,,,,
CHLRE_13G566500V5,,,,,CHLRE_17G720550V5,,,CHLRE_08G384700V5,,CHLRE_10G446800V5,,,,CHLRE_12G545177V5,,,,,,,,,,,,,
CHLRE_13G566700V5,,,,,CHLRE_17G720600V5,,,CHLRE_08G384750V5,,CHLRE_10G446850V5,,,,CHLRE_12G543052V5,,,,,,,,,,,,,
CHLRE_13G567200V5,,,,,CHLRE_17G721500V5,,,CHLRE_08G384800V5,,CHLRE_10G446900V5,,,,CHLRE_13G562200V5,,,,,,,,,,,,,
CHLRE_13G567400V5,,,,,CHLRE_17G722000V5,,,CHLRE_08G384864V5,,CHLRE_10G447050V5,,,,CHLRE_13G562550V5,,,,,,,,,,,,,
CHLRE_13G567901V5,,,,,CHLRE_17G722100V5,,,CHLRE_08G384950V5,,CHLRE_10G447100V5,,,,CHLRE_13G562650V5,,,,,,,,,,,,,
CHLRE_13G568400V5,,,,,CHLRE_17G722350V5,,,CHLRE_08G385000V5,,CHLRE_10G447300V5,,,,CHLRE_13G563050V5,,,,,,,,,,,,,
CHLRE_13G568500V5,,,,,CHLRE_17G723000V5,,,CHLRE_08G385050V5,,CHLRE_10G447700V5,,,,CHLRE_13G563600V5,,,,,,,,,,,,,
CHLRE_13G568700V5,,,,,CHLRE_17G723250V5,,,CHLRE_08G385150V5,,CHLRE_10G447800V5,,,,CHLRE_13G563700V5,,,,,,,,,,,,,
CHLRE_13G568800V5,,,,,CHLRE_17G724000V5,,,CHLRE_08G385200V5,,CHLRE_10G447850V5,,,,CHLRE_13G563800V5,,,,,,,,,,,,,
CHLRE_13G568900V5,,,,,CHLRE_17G724150V5,,,CHLRE_08G385300V5,,CHLRE_10G448100V5,,,,CHLRE_13G564350V5,,,,,,,,,,,,,
CHLRE_13G569250V5,,,,,CHLRE_17G724350V5,,,CHLRE_08G385400V5,,CHLRE_10G448150V5,,,,CHLRE_13G564700V5,,,,,,,,,,,,,
CHLRE_13G570250V5,,,,,CHLRE_17G724750V5,,,CHLRE_08G385450V5,,CHLRE_10G448200V5,,,,CHLRE_13G564900V5,,,,,,,,,,,,,
CHLRE_13G570700V5,,,,,CHLRE_17G725050V5,,,CHLRE_08G385550V5,,CHLRE_10G448250V5,,,,CHLRE_13G565050V5,,,,,,,,,,,,,
CHLRE_13G570900V5,,,,,CHLRE_17G726000V5,,,CHLRE_08G385750V5,,CHLRE_10G448300V5,,,,CHLRE_13G565150V5,,,,,,,,,,,,,
CHLRE_13G571251V5,,,,,CHLRE_17G726150V5,,,CHLRE_08G385850V5,,CHLRE_10G448350V5,,,,CHLRE_13G565250V5,,,,,,,,,,,,,
CHLRE_13G571450V5,,,,,CHLRE_17G726200V5,,,CHLRE_08G385900V5,,CHLRE_10G448400V5,,,,CHLRE_13G565301V5,,,,,,,,,,,,,
CHLRE_13G571560V5,,,,,CHLRE_17G726250V5,,,CHLRE_08G386000V5,,CHLRE_10G448450V5,,,,CHLRE_13G565550V5,,,,,,,,,,,,,
CHLRE_13G571800V5,,,,,CHLRE_17G726500V5,,,CHLRE_08G386050V5,,CHLRE_10G448500V5,,,,CHLRE_13G565600V5,,,,,,,,,,,,,
CHLRE_13G572500V5,,,,,CHLRE_17G727100V5,,,CHLRE_09G386113V5,,CHLRE_10G448977V5,,,,CHLRE_13G565650V5,,,,,,,,,,,,,
CHLRE_13G572550V5,,,,,CHLRE_17G727150V5,,,CHLRE_09G386119V5,,CHLRE_10G449000V5,,,,CHLRE_13G566100V5,,,,,,,,,,,,,
CHLRE_13G572650V5,,,,,CHLRE_17G727326V5,,,CHLRE_09G386131V5,,CHLRE_10G449100V5,,,,CHLRE_13G566550V5,,,,,,,,,,,,,
CHLRE_13G572732V5,,,,,CHLRE_17G727400V5,,,CHLRE_09G386137V5,,CHLRE_10G449450V5,,,,CHLRE_13G566600V5,,,,,,,,,,,,,
CHLRE_13G572900V5,,,,,CHLRE_17G727950V5,,,CHLRE_09G386350V5,,CHLRE_10G449550V5,,,,CHLRE_13G566850V5,,,,,,,,,,,,,
CHLRE_13G573200V5,,,,,CHLRE_17G729800V5,,,CHLRE_09G386400V5,,CHLRE_10G449950V5,,,,CHLRE_13G566900V5,,,,,,,,,,,,,
CHLRE_13G573600V5,,,,,CHLRE_17G729950V5,,,CHLRE_09G386600V5,,CHLRE_10G450600V5,,,,CHLRE_13G567150V5,,,,,,,,,,,,,
CHLRE_13G573650V5,,,,,CHLRE_17G730400V5,,,CHLRE_09G386700V5,,CHLRE_10G451300V5,,,,CHLRE_13G567400V5,,,,,,,,,,,,,
CHLRE_13G573700V5,,,,,CHLRE_17G730516V5,,,CHLRE_09G386731V5,,CHLRE_10G451600V5,,,,CHLRE_13G567800V5,,,,,,,,,,,,,
CHLRE_13G574300V5,,,,,CHLRE_17G730650V5,,,CHLRE_09G386732V5,,CHLRE_10G451700V5,,,,CHLRE_13G567901V5,,,,,,,,,,,,,
CHLRE_13G574350V5,,,,,CHLRE_17G730700V5,,,CHLRE_09G386734V5,,CHLRE_10G451800V5,,,,CHLRE_13G568200V5,,,,,,,,,,,,,
CHLRE_13G574500V5,,,,,CHLRE_17G731350V5,,,CHLRE_09G386737V5,,CHLRE_10G452000V5,,,,CHLRE_13G568400V5,,,,,,,,,,,,,
CHLRE_13G574650V5,,,,,CHLRE_17G731700V5,,,CHLRE_09G386743V5,,CHLRE_10G452200V5,,,,CHLRE_13G568450V5,,,,,,,,,,,,,
CHLRE_13G574700V5,,,,,CHLRE_17G731800V5,,,CHLRE_09G386744V5,,CHLRE_10G452350V5,,,,CHLRE_13G568500V5,,,,,,,,,,,,,
CHLRE_13G575333V5,,,,,CHLRE_17G732450V5,,,CHLRE_09G386746V5,,CHLRE_10G452400V5,,,,CHLRE_13G569200V5,,,,,,,,,,,,,
CHLRE_13G575366V5,,,,,CHLRE_17G732566V5,,,CHLRE_09G386747V5,,CHLRE_10G453350V5,,,,CHLRE_13G569400V5,,,,,,,,,,,,,
CHLRE_13G575400V5,,,,,CHLRE_17G732600V5,,,CHLRE_09G386753V5,,CHLRE_10G453450V5,,,,CHLRE_13G569450V5,,,,,,,,,,,,,
CHLRE_13G575600V5,,,,,CHLRE_17G734961V5,,,CHLRE_09G386754V5,,CHLRE_10G453800V5,,,,CHLRE_13G570450V5,,,,,,,,,,,,,
CHLRE_13G575950V5,,,,,CHLRE_17G735500V5,,,CHLRE_09G386756V5,,CHLRE_10G454025V5,,,,CHLRE_13G570700V5,,,,,,,,,,,,,
CHLRE_13G576350V5,,,,,CHLRE_17G735550V5,,,CHLRE_09G386758V5,,CHLRE_10G454400V5,,,,CHLRE_13G571150V5,,,,,,,,,,,,,
CHLRE_13G576466V5,,,,,CHLRE_17G735600V5,,,CHLRE_09G386759V5,,CHLRE_10G454450V5,,,,CHLRE_13G571560V5,,,,,,,,,,,,,
CHLRE_13G576700V5,,,,,CHLRE_17G736150V5,,,CHLRE_09G386750V5,,CHLRE_10G454550V5,,,,CHLRE_13G571750V5,,,,,,,,,,,,,
CHLRE_13G576850V5,,,,,CHLRE_17G736618V5,,,CHLRE_18G749997V5,,CHLRE_10G454734V5,,,,CHLRE_13G571800V5,,,,,,,,,,,,,
CHLRE_13G577550V5,,,,,CHLRE_17G736950V5,,,CHLRE_18G749847V5,,CHLRE_10G455100V5,,,,CHLRE_13G572200V5,,,,,,,,,,,,,
CHLRE_13G577650V5,,,,,CHLRE_17G737050V5,,,CHLRE_18G749697V5,,CHLRE_10G455150V5,,,,CHLRE_13G572600V5,,,,,,,,,,,,,
CHLRE_13G577700V5,,,,,CHLRE_17G737084V5,,,CHLRE_18G749447V5,,CHLRE_10G455250V5,,,,CHLRE_13G572650V5,,,,,,,,,,,,,
CHLRE_13G577900V5,,,,,CHLRE_17G737150V5,,,CHLRE_18G749397V5,,CHLRE_10G455300V5,,,,CHLRE_13G573750V5,,,,,,,,,,,,,
CHLRE_13G578100V5,,,,,CHLRE_17G737200V5,,,CHLRE_18G749347V5,,CHLRE_10G455551V5,,,,CHLRE_13G574000V5,,,,,,,,,,,,,
CHLRE_13G578350V5,,,,,CHLRE_17G737350V5,,,CHLRE_18G749247V5,,CHLRE_10G455750V5,,,,CHLRE_13G574150V5,,,,,,,,,,,,,
CHLRE_13G578550V5,,,,,CHLRE_17G738250V5,,,CHLRE_18G748997V5,,CHLRE_10G455950V5,,,,CHLRE_13G574650V5,,,,,,,,,,,,,
CHLRE_13G578750V5,,,,,CHLRE_17G738500V5,,,CHLRE_18G748947V5,,CHLRE_10G456000V5,,,,CHLRE_13G575150V5,,,,,,,,,,,,,
CHLRE_13G579100V5,,,,,CHLRE_17G738550V5,,,CHLRE_18G748897V5,,CHLRE_10G456050V5,,,,CHLRE_13G575200V5,,,,,,,,,,,,,
CHLRE_13G579850V5,,,,,CHLRE_17G738850V5,,,CHLRE_18G748847V5,,CHLRE_10G456100V5,,,,CHLRE_13G575250V5,,,,,,,,,,,,,
CHLRE_13G579950V5,,,,,CHLRE_17G739000V5,,,CHLRE_18G748797V5,,CHLRE_10G456150V5,,,,CHLRE_13G575400V5,,,,,,,,,,,,,
CHLRE_13G580450V5,,,,,CHLRE_17G739450V5,,,CHLRE_18G748297V5,,CHLRE_10G456400V5,,,,CHLRE_13G575600V5,,,,,,,,,,,,,
CHLRE_13G580700V5,,,,,CHLRE_17G740000V5,,,CHLRE_18G748097V5,,CHLRE_10G456554V5,,,,CHLRE_13G576350V5,,,,,,,,,,,,,
CHLRE_13G580750V5,,,,,CHLRE_17G740150V5,,,CHLRE_09G405100V5,,CHLRE_10G456600V5,,,,CHLRE_13G577500V5,,,,,,,,,,,,,
CHLRE_13G580800V5,,,,,CHLRE_17G740350V5,,,CHLRE_09G404550V5,,CHLRE_10G457100V5,,,,CHLRE_13G577550V5,,,,,,,,,,,,,
CHLRE_13G580950V5,,,,,CHLRE_17G740550V5,,,CHLRE_09G404500V5,,CHLRE_10G457331V5,,,,CHLRE_13G577600V5,,,,,,,,,,,,,
CHLRE_13G581000V5,,,,,CHLRE_17G740800V5,,,CHLRE_09G404400V5,,CHLRE_10G457600V5,,,,CHLRE_13G577700V5,,,,,,,,,,,,,
CHLRE_13G581300V5,,,,,CHLRE_17G741100V5,,,CHLRE_09G404351V5,,CHLRE_10G457650V5,,,,CHLRE_13G577950V5,,,,,,,,,,,,,
CHLRE_13G581350V5,,,,,CHLRE_17G741300V5,,,CHLRE_09G403600V5,,CHLRE_10G457850V5,,,,CHLRE_13G578150V5,,,,,,,,,,,,,
CHLRE_13G581450V5,,,,,CHLRE_17G741750V5,,,CHLRE_09G403500V5,,CHLRE_10G458450V5,,,,CHLRE_13G578012V5,,,,,,,,,,,,,
CHLRE_13G581600V5,,,,,CHLRE_17G742250V5,,,CHLRE_09G403450V5,,CHLRE_10G458550V5,,,,CHLRE_13G578501V5,,,,,,,,,,,,,
CHLRE_13G581700V5,,,,,CHLRE_17G742400V5,,,CHLRE_09G403200V5,,CHLRE_10G458800V5,,,,CHLRE_13G578700V5,,,,,,,,,,,,,
CHLRE_13G581750V5,,,,,CHLRE_17G742450V5,,,CHLRE_09G403150V5,,CHLRE_10G458850V5,,,,CHLRE_13G578750V5,,,,,,,,,,,,,
CHLRE_13G581801V5,,,,,CHLRE_17G743597V5,,,CHLRE_09G403050V5,,CHLRE_10G459200V5,,,,CHLRE_13G579050V5,,,,,,,,,,,,,
CHLRE_13G582350V5,,,,,CHLRE_17G743647V5,,,CHLRE_09G403000V5,,CHLRE_10G459400V5,,,,CHLRE_13G579850V5,,,,,,,,,,,,,
CHLRE_13G582850V5,,,,,CHLRE_17G743747V5,,,CHLRE_09G402650V5,,CHLRE_10G459650V5,,,,CHLRE_13G580150V5,,,,,,,,,,,,,
CHLRE_13G582900V5,,,,,CHLRE_17G743897V5,,,CHLRE_09G402600V5,,CHLRE_10G460350V5,,,,CHLRE_13G580250V5,,,,,,,,,,,,,
CHLRE_13G583250V5,,,,,CHLRE_17G744097V5,,,CHLRE_09G402602V5,,CHLRE_10G460650V5,,,,CHLRE_13G580300V5,,,,,,,,,,,,,
CHLRE_13G583300V5,,,,,CHLRE_17G744547V5,,,CHLRE_09G402450V5,,CHLRE_10G461050V5,,,,CHLRE_13G580700V5,,,,,,,,,,,,,
CHLRE_13G583700V5,,,,,CHLRE_17G744597V5,,,CHLRE_09G402400V5,,CHLRE_10G461150V5,,,,CHLRE_13G581000V5,,,,,,,,,,,,,
CHLRE_13G584200V5,,,,,CHLRE_17G744997V5,,,CHLRE_09G401900V5,,CHLRE_10G461250V5,,,,CHLRE_13G581300V5,,,,,,,,,,,,,
CHLRE_13G584450V5,,,,,CHLRE_17G745247V5,,,CHLRE_09G401850V5,,CHLRE_10G461450V5,,,,CHLRE_13G581350V5,,,,,,,,,,,,,
CHLRE_13G584551V5,,,,,CHLRE_17G745997V5,,,CHLRE_09G401650V5,,CHLRE_10G461550V5,,,,CHLRE_13G581450V5,,,,,,,,,,,,,
CHLRE_13G584600V5,,,,,CHLRE_17G747397V5,,,CHLRE_09G401300V5,,CHLRE_10G461900V5,,,,CHLRE_13G581550V5,,,,,,,,,,,,,
CHLRE_13G584700V5,,,,,CHLRE_17G747497V5,,,CHLRE_09G401050V5,,CHLRE_10G461950V5,,,,CHLRE_13G581801V5,,,,,,,,,,,,,
CHLRE_13G585750V5,,,,,CHLRE_17G747797V5,,,CHLRE_09G400850V5,,CHLRE_10G462100V5,,,,CHLRE_13G582350V5,,,,,,,,,,,,,
CHLRE_13G585800V5,,,,,CHLRE_17G747847V5,,,CHLRE_09G400700V5,,CHLRE_10G462250V5,,,,CHLRE_13G582800V5,,,,,,,,,,,,,
CHLRE_13G586450V5,,,,,,,,CHLRE_09G400500V5,,CHLRE_10G462300V5,,,,CHLRE_13G582900V5,,,,,,,,,,,,,
CHLRE_13G586650V5,,,,,,,,CHLRE_09G400400V5,,CHLRE_10G462350V5,,,,CHLRE_13G583250V5,,,,,,,,,,,,,
CHLRE_13G587250V5,,,,,,,,CHLRE_09G400150V5,,CHLRE_10G463300V5,,,,CHLRE_13G583300V5,,,,,,,,,,,,,
CHLRE_13G587400V5,,,,,,,,CHLRE_09G400050V5,,CHLRE_10G463700V5,,,,CHLRE_13G583450V5,,,,,,,,,,,,,
CHLRE_13G587750V5,,,,,,,,CHLRE_09G400000V5,,CHLRE_10G463750V5,,,,CHLRE_13G583600V5,,,,,,,,,,,,,
CHLRE_13G587800V5,,,,,,,,CHLRE_09G399912V5,,CHLRE_10G464850V5,,,,CHLRE_13G584200V5,,,,,,,,,,,,,
CHLRE_13G588310V5,,,,,,,,CHLRE_09G399601V5,,CHLRE_10G465700V5,,,,CHLRE_13G584850V5,,,,,,,,,,,,,
CHLRE_13G588750V5,,,,,,,,CHLRE_09G399551V5,,CHLRE_10G465750V5,,,,CHLRE_13G585050V5,,,,,,,,,,,,,
CHLRE_13G589700V5,,,,,,,,CHLRE_09G399400V5,,CHLRE_10G465950V5,,,,CHLRE_13G585301V5,,,,,,,,,,,,,
CHLRE_13G590300V5,,,,,,,,CHLRE_09G399250V5,,CHLRE_10G466000V5,,,,CHLRE_13G585800V5,,,,,,,,,,,,,
CHLRE_13G590400V5,,,,,,,,CHLRE_09G399000V5,,CHLRE_10G466100V5,,,,CHLRE_13G586050V5,,,,,,,,,,,,,
CHLRE_13G590450V5,,,,,,,,CHLRE_09G398900V5,,CHLRE_10G466300V5,,,,CHLRE_13G586650V5,,,,,,,,,,,,,
CHLRE_13G591073V5,,,,,,,,CHLRE_09G398650V5,,CHLRE_10G466850V5,,,,CHLRE_13G586750V5,,,,,,,,,,,,,
CHLRE_13G591100V5,,,,,,,,CHLRE_09G398150V5,,CHLRE_11G467524V5,,,,CHLRE_13G586850V5,,,,,,,,,,,,,
CHLRE_13G591300V5,,,,,,,,CHLRE_09G398050V5,,CHLRE_11G467525V5,,,,CHLRE_13G587150V5,,,,,,,,,,,,,
CHLRE_13G591600V5,,,,,,,,CHLRE_09G397950V5,,CHLRE_11G467526V5,,,,CHLRE_13G587300V5,,,,,,,,,,,,,
CHLRE_13G591851V5,,,,,,,,CHLRE_09G397900V5,,CHLRE_11G467529V5,,,,CHLRE_13G587400V5,,,,,,,,,,,,,
CHLRE_13G591951V5,,,,,,,,CHLRE_09G397803V5,,CHLRE_11G467530V5,,,,CHLRE_13G587750V5,,,,,,,,,,,,,
CHLRE_13G592400V5,,,,,,,,CHLRE_09G397400V5,,CHLRE_11G467531V5,,,,CHLRE_13G588000V5,,,,,,,,,,,,,
CHLRE_13G592450V5,,,,,,,,CHLRE_09G397300V5,,CHLRE_11G467536V5,,,,CHLRE_13G588250V5,,,,,,,,,,,,,
CHLRE_13G602600V5,,,,,,,,CHLRE_09G397200V5,,CHLRE_11G467538V5,,,,CHLRE_13G588271V5,,,,,,,,,,,,,
CHLRE_13G603450V5,,,,,,,,CHLRE_09G396700V5,,CHLRE_11G467539V5,,,,CHLRE_13G588405V5,,,,,,,,,,,,,
CHLRE_13G603550V5,,,,,,,,CHLRE_09G396650V5,,CHLRE_11G467540V5,,,,CHLRE_13G588600V5,,,,,,,,,,,,,
CHLRE_13G603600V5,,,,,,,,CHLRE_09G396400V5,,CHLRE_11G467542V5,,,,CHLRE_13G588700V5,,,,,,,,,,,,,
CHLRE_13G603225V5,,,,,,,,CHLRE_09G396350V5,,CHLRE_11G467546V5,,,,CHLRE_13G589050V5,,,,,,,,,,,,,
CHLRE_13G603700V5,,,,,,,,CHLRE_09G395450V5,,CHLRE_11G467549V5,,,,CHLRE_13G589100V5,,,,,,,,,,,,,
CHLRE_13G604050V5,,,,,,,,CHLRE_09G395250V5,,CHLRE_11G467557V5,,,,CHLRE_13G589150V5,,,,,,,,,,,,,
CHLRE_13G604300V5,,,,,,,,CHLRE_09G395150V5,,CHLRE_11G467554V5,,,,CHLRE_13G589167V5,,,,,,,,,,,,,
CHLRE_13G604450V5,,,,,,,,CHLRE_09G394900V5,,CHLRE_11G467558V5,,,,CHLRE_13G589300V5,,,,,,,,,,,,,
CHLRE_13G604501V5,,,,,,,,CHLRE_09G394800V5,,CHLRE_11G467559V5,,,,CHLRE_13G589400V5,,,,,,,,,,,,,
CHLRE_13G604800V5,,,,,,,,CHLRE_09G394450V5,,CHLRE_11G467560V5,,,,CHLRE_13G589500V5,,,,,,,,,,,,,
CHLRE_13G604905V5,,,,,,,,CHLRE_09G394400V5,,CHLRE_11G467561V5,,,,CHLRE_13G589650V5,,,,,,,,,,,,,
CHLRE_13G605050V5,,,,,,,,CHLRE_09G394350V5,,CHLRE_11G467562V5,,,,CHLRE_13G589700V5,,,,,,,,,,,,,
CHLRE_13G605100V5,,,,,,,,CHLRE_09G394250V5,,CHLRE_11G467564V5,,,,CHLRE_13G589750V5,,,,,,,,,,,,,
CHLRE_13G605200V5,,,,,,,,CHLRE_09G394100V5,,CHLRE_11G467565V5,,,,CHLRE_13G589800V5,,,,,,,,,,,,,
CHLRE_13G605750V5,,,,,,,,CHLRE_09G393900V5,,CHLRE_11G467566V5,,,,CHLRE_13G590200V5,,,,,,,,,,,,,
CHLRE_13G606750V5,,,,,,,,CHLRE_09G393800V5,,CHLRE_11G467568V5,,,,CHLRE_13G590300V5,,,,,,,,,,,,,
CHLRE_13G606900V5,,,,,,,,CHLRE_09G393700V5,,CHLRE_11G467572V5,,,,CHLRE_13G590350V5,,,,,,,,,,,,,
CHLRE_13G607150V5,,,,,,,,CHLRE_09G393600V5,,CHLRE_11G467574V5,,,,CHLRE_13G590400V5,,,,,,,,,,,,,
CHLRE_13G607200V5,,,,,,,,CHLRE_09G393551V5,,CHLRE_11G467577V5,,,,CHLRE_13G590500V5,,,,,,,,,,,,,
CHLRE_13G607250V5,,,,,,,,CHLRE_09G393100V5,,CHLRE_11G467578V5,,,,CHLRE_13G590600V5,,,,,,,,,,,,,
CHLRE_13G607500V5,,,,,,,,CHLRE_09G392950V5,,CHLRE_11G467580V5,,,,CHLRE_13G590650V5,,,,,,,,,,,,,
CHLRE_13G607800V5,,,,,,,,CHLRE_09G392800V5,,CHLRE_11G467581V5,,,,CHLRE_13G590750V5,,,,,,,,,,,,,
CHLRE_13G607850V5,,,,,,,,CHLRE_09G392251V5,,CHLRE_11G467582V5,,,,CHLRE_13G590850V5,,,,,,,,,,,,,
CHLRE_13G608000V5,,,,,,,,CHLRE_09G392050V5,,CHLRE_11G467584V5,,,,CHLRE_13G590900V5,,,,,,,,,,,,,
CHLRE_14G608050V5,,,,,,,,CHLRE_09G391500V5,,CHLRE_11G467589V5,,,,CHLRE_13G591100V5,,,,,,,,,,,,,
CHLRE_14G608200V5,,,,,,,,CHLRE_09G391350V5,,CHLRE_11G467590V5,,,,CHLRE_13G591150V5,,,,,,,,,,,,,
CHLRE_14G608850V5,,,,,,,,CHLRE_09G391352V5,,CHLRE_11G467592V5,,,,CHLRE_13G591200V5,,,,,,,,,,,,,
CHLRE_14G609600V5,,,,,,,,CHLRE_09G390957V5,,CHLRE_11G467593V5,,,,CHLRE_13G591350V5,,,,,,,,,,,,,
CHLRE_14G609850V5,,,,,,,,CHLRE_09G390700V5,,CHLRE_11G467594V5,,,,CHLRE_13G591450V5,,,,,,,,,,,,,
CHLRE_14G609926V5,,,,,,,,CHLRE_09G390500V5,,CHLRE_11G467595V5,,,,CHLRE_13G591501V5,,,,,,,,,,,,,
CHLRE_14G609950V5,,,,,,,,CHLRE_09G393358V5,,CHLRE_11G467597V5,,,,CHLRE_13G591650V5,,,,,,,,,,,,,
CHLRE_14G610150V5,,,,,,,,CHLRE_09G393395V5,,CHLRE_11G467598V5,,,,CHLRE_13G591750V5,,,,,,,,,,,,,
CHLRE_14G610300V5,,,,,,,,CHLRE_09G393432V5,,CHLRE_11G467599V5,,,,CHLRE_13G591800V5,,,,,,,,,,,,,
CHLRE_14G610501V5,,,,,,,,CHLRE_09G393469V5,,CHLRE_11G467601V5,,,,CHLRE_13G591851V5,,,,,,,,,,,,,
CHLRE_14G610700V5,,,,,,,,CHLRE_09G393506V5,,CHLRE_11G467605V5,,,,CHLRE_13G591900V5,,,,,,,,,,,,,
CHLRE_14G610950V5,,,,,,,,CHLRE_09G393543V5,,CHLRE_11G467608V5,,,,CHLRE_13G591951V5,,,,,,,,,,,,,
CHLRE_14G611150V5,,,,,,,,CHLRE_09G393654V5,,CHLRE_11G467609V5,,,,CHLRE_13G592000V5,,,,,,,,,,,,,
CHLRE_14G611400V5,,,,,,,,CHLRE_09G393802V5,,CHLRE_11G467610V5,,,,CHLRE_13G592100V5,,,,,,,,,,,,,
CHLRE_14G611450V5,,,,,,,,CHLRE_09G393991V5,,CHLRE_11G467611V5,,,,CHLRE_13G592150V5,,,,,,,,,,,,,
