CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
CHLRE_09G403400V5,,,CHLRE_02G142206V5,CHLRE_14G628752V5,CHLRE_06G287200V5,,,,CHLRE_09G415550V5,,CHLRE_08G360600V5,CHLRE_06G252200V5
CHLRE_09G403350V5,,,CHLRE_02G142226V5,CHLRE_14G629700V5,CHLRE_06G287750V5,,,,CHLRE_09G415800V5,,CHLRE_08G361063V5,CHLRE_06G252850V5
CHLRE_09G402950V5,,,CHLRE_22G754197V5,CHLRE_14G630301V5,CHLRE_06G288050V5,,,,CHLRE_09G415850V5,,CHLRE_08G361400V5,CHLRE_06G252300V5
CHLRE_09G401900V5,,,CHLRE_15G644051V5,CHLRE_14G630859V5,CHLRE_06G288150V5,,,,CHLRE_09G416150V5,,CHLRE_08G361800V5,CHLRE_06G252350V5
CHLRE_09G401450V5,,,CHLRE_15G643700V5,CHLRE_14G630871V5,CHLRE_06G288600V5,,,,CHLRE_09G416350V5,,CHLRE_08G361850V5,CHLRE_06G252401V5
CHLRE_09G400050V5,,,CHLRE_15G643703V5,CHLRE_14G632900V5,CHLRE_06G288908V5,,,,CHLRE_09G416800V5,,CHLRE_08G362400V5,CHLRE_06G252450V5
CHLRE_09G399912V5,,,CHLRE_15G643550V5,CHLRE_15G635400V5,CHLRE_06G289300V5,,,,CHLRE_09G416900V5,,CHLRE_08G362650V5,CHLRE_06G253755V5
CHLRE_09G399551V5,,,CHLRE_15G643503V5,CHLRE_15G636800V5,CHLRE_06G289600V5,,,,CHLRE_09G417100V5,,CHLRE_08G363050V5,CHLRE_06G253350V5
CHLRE_09G399450V5,,,CHLRE_17G734644V5,CHLRE_15G640101V5,CHLRE_06G289650V5,,,,CHLRE_09G417350V5,,CHLRE_08G363100V5,CHLRE_06G253200V5
CHLRE_09G399350V5,,,CHLRE_17G734628V5,CHLRE_15G639500V5,CHLRE_06G289900V5,,,,CHLRE_10G417500V5,,CHLRE_08G363350V5,CHLRE_06G252550V5
CHLRE_09G399250V5,,,CHLRE_17G734564V5,CHLRE_15G638551V5,CHLRE_06G290400V5,,,,CHLRE_10G418700V5,,CHLRE_08G363400V5,CHLRE_06G252650V5
CHLRE_09G398700V5,,,CHLRE_17G734548V5,CHLRE_15G638500V5,CHLRE_06G291100V5,,,,CHLRE_10G419200V5,,CHLRE_08G363450V5,CHLRE_06G252700V5
CHLRE_09G398300V5,,,CHLRE_17G734500V5,CHLRE_15G638450V5,CHLRE_06G291500V5,,,,CHLRE_10G419800V5,,CHLRE_08G364151V5,CHLRE_06G254400V5
CHLRE_09G398050V5,,,CHLRE_17G734400V5,CHLRE_15G641451V5,CHLRE_06G291700V5,,,,CHLRE_10G420200V5,,CHLRE_08G364400V5,CHLRE_06G254450V5
CHLRE_09G397400V5,,,CHLRE_17G734350V5,CHLRE_15G641850V5,CHLRE_06G292249V5,,,,CHLRE_10G420400V5,,CHLRE_08G364450V5,CHLRE_06G254600V5
CHLRE_09G397350V5,,,CHLRE_17G734250V5,CHLRE_19G750897V5,CHLRE_06G292700V5,,,,CHLRE_10G420512V5,,CHLRE_08G364700V5,CHLRE_06G254650V5
CHLRE_09G396500V5,,,CHLRE_17G734200V5,CHLRE_02G141506V5,CHLRE_06G293300V5,,,,CHLRE_10G420700V5,,CHLRE_08G364862V5,CHLRE_06G254700V5
CHLRE_09G396350V5,,,CHLRE_17G734100V5,CHLRE_02G141666V5,CHLRE_06G293400V5,,,,CHLRE_10G421300V5,,CHLRE_08G365150V5,CHLRE_06G254800V5
CHLRE_09G395450V5,,,CHLRE_17G734000V5,CHLRE_02G141826V5,CHLRE_06G293450V5,,,,CHLRE_10G421350V5,,CHLRE_08G365205V5,CHLRE_06G254917V5
CHLRE_09G394850V5,,,CHLRE_17G733950V5,CHLRE_15G643000V5,CHLRE_06G293850V5,,,,CHLRE_10G421450V5,,CHLRE_08G365351V5,CHLRE_06G255050V5
CHLRE_09G394250V5,,,CHLRE_46G760947V5,CHLRE_02G141066V5,CHLRE_06G294150V5,,,,CHLRE_10G422050V5,,CHLRE_08G366579V5,CHLRE_06G255100V5
CHLRE_09G394050V5,,,CHLRE_26G756897V5,CHLRE_26G756897V5,CHLRE_06G294600V5,,,,CHLRE_10G422500V5,,CHLRE_08G366600V5,CHLRE_06G255250V5
CHLRE_09G393850V5,,,CHLRE_02G143447V5,CHLRE_02G143327V5,CHLRE_06G294750V5,,,,CHLRE_10G422650V5,,CHLRE_08G366700V5,CHLRE_06G255300V5
CHLRE_09G393250V5,,,CHLRE_02G143567V5,CHLRE_16G695450V5,CHLRE_06G294800V5,,,,CHLRE_10G422700V5,,CHLRE_08G366800V5,CHLRE_06G255350V5
CHLRE_09G393100V5,,,CHLRE_02G143587V5,CHLRE_16G695250V5,CHLRE_06G295400V5,,,,CHLRE_10G423300V5,,CHLRE_08G366850V5,CHLRE_06G255400V5
CHLRE_09G392950V5,,,CHLRE_16G694206V5,CHLRE_16G694206V5,CHLRE_06G295600V5,,,,CHLRE_10G423400V5,,CHLRE_08G367300V5,CHLRE_06G255450V5
CHLRE_09G391753V5,,,CHLRE_16G691756V5,CHLRE_16G693750V5,CHLRE_06G295700V5,,,,CHLRE_10G424550V5,,CHLRE_08G368200V5,CHLRE_06G255800V5
CHLRE_09G391100V5,,,CHLRE_16G691500V5,CHLRE_16G693500V5,CHLRE_06G295826V5,,,,CHLRE_10G425000V5,,CHLRE_08G368500V5,CHLRE_06G256050V5
CHLRE_09G390500V5,,,CHLRE_16G648200V5,CHLRE_16G693400V5,CHLRE_06G296600V5,,,,CHLRE_10G425450V5,,CHLRE_08G368550V5,CHLRE_06G256200V5
CHLRE_09G390350V5,,,CHLRE_16G649466V5,CHLRE_16G691500V5,CHLRE_06G296800V5,,,,CHLRE_10G425650V5,,CHLRE_08G368600V5,CHLRE_06G256250V5
CHLRE_09G393284V5,,,CHLRE_16G649750V5,CHLRE_16G691400V5,CHLRE_06G297049V5,,,,CHLRE_10G425950V5,,CHLRE_08G368650V5,CHLRE_06G256300V5
CHLRE_09G393358V5,,,CHLRE_16G650200V5,CHLRE_16G649200V5,CHLRE_06G297400V5,,,,CHLRE_10G426000V5,,CHLRE_08G368850V5,CHLRE_06G256400V5
CHLRE_09G393432V5,,,CHLRE_16G651100V5,CHLRE_16G649650V5,CHLRE_06G297904V5,,,,CHLRE_10G426450V5,,CHLRE_08G368900V5,CHLRE_06G256450V5
CHLRE_09G394362V5,,,CHLRE_16G651250V5,CHLRE_16G650700V5,CHLRE_06G298050V5,,,,CHLRE_10G427453V5,,CHLRE_08G369050V5,CHLRE_06G256500V5
CHLRE_09G394732V5,,,CHLRE_16G651300V5,CHLRE_16G651000V5,CHLRE_06G298500V5,,,,CHLRE_10G427800V5,,CHLRE_08G369100V5,CHLRE_06G256650V5
CHLRE_09G395843V5,,,CHLRE_16G653050V5,CHLRE_16G651350V5,CHLRE_06G300001V5,,,,CHLRE_10G428200V5,,CHLRE_08G369550V5,CHLRE_06G256700V5
CHLRE_09G395954V5,,,CHLRE_16G653150V5,CHLRE_16G652700V5,CHLRE_06G300050V5,,,,CHLRE_10G428250V5,,CHLRE_08G369950V5,CHLRE_06G257000V5
CHLRE_09G396363V5,,,CHLRE_16G654450V5,CHLRE_16G652800V5,CHLRE_06G300650V5,,,,CHLRE_10G428900V5,,CHLRE_08G370500V5,CHLRE_06G257167V5
CHLRE_09G397771V5,,,CHLRE_16G655550V5,CHLRE_16G652950V5,CHLRE_06G300933V5,,,,CHLRE_10G429450V5,,CHLRE_08G370650V5,CHLRE_06G257250V5
CHLRE_09G398067V5,,,CHLRE_16G656900V5,CHLRE_16G654250V5,CHLRE_06G301450V5,,,,CHLRE_10G430350V5,,CHLRE_08G370850V5,CHLRE_06G257300V5
CHLRE_09G398808V5,,,CHLRE_16G656950V5,CHLRE_16G655700V5,CHLRE_06G301500V5,,,,CHLRE_10G431000V5,,CHLRE_08G370950V5,CHLRE_06G257351V5
CHLRE_09G399289V5,,,CHLRE_16G657050V5,CHLRE_16G656300V5,CHLRE_06G301550V5,,,,CHLRE_10G431200V5,,CHLRE_08G371150V5,CHLRE_06G257450V5
CHLRE_09G399326V5,,,CHLRE_16G657600V5,CHLRE_16G657550V5,CHLRE_06G301750V5,,,,CHLRE_10G431250V5,,CHLRE_08G371250V5,CHLRE_06G257550V5
CHLRE_09G399363V5,,,CHLRE_16G658850V5,CHLRE_16G657600V5,CHLRE_06G302050V5,,,,CHLRE_10G431550V5,,CHLRE_08G371350V5,CHLRE_06G257600V5
CHLRE_09G400404V5,,,CHLRE_16G659850V5,CHLRE_16G660300V5,CHLRE_06G302150V5,,,,CHLRE_10G431800V5,,CHLRE_08G372350V5,CHLRE_06G257700V5
CHLRE_09G400775V5,,,CHLRE_16G662350V5,CHLRE_16G660750V5,CHLRE_06G302250V5,,,,CHLRE_10G431850V5,,CHLRE_08G372500V5,CHLRE_06G257750V5
CHLRE_09G400886V5,,,CHLRE_16G662550V5,CHLRE_16G661250V5,CHLRE_06G302305V5,,,,CHLRE_10G432350V5,,CHLRE_08G373050V5,CHLRE_06G257800V5
CHLRE_09G401145V5,,,CHLRE_16G663750V5,CHLRE_16G662350V5,CHLRE_06G302850V5,,,,CHLRE_10G432400V5,,CHLRE_08G373450V5,CHLRE_06G257850V5
CHLRE_09G401886V5,,,CHLRE_16G663900V5,CHLRE_16G662550V5,CHLRE_06G303150V5,,,,CHLRE_10G432450V5,,CHLRE_08G374250V5,CHLRE_06G257900V5
CHLRE_09G402997V5,,,CHLRE_16G666150V5,CHLRE_16G662600V5,CHLRE_06G303800V5,,,,CHLRE_10G432550V5,,CHLRE_08G374300V5,CHLRE_06G257950V5
CHLRE_09G405250V5,,,CHLRE_16G672753V5,CHLRE_16G663000V5,CHLRE_06G304150V5,,,,CHLRE_10G433200V5,,CHLRE_08G374650V5,CHLRE_06G258150V5
CHLRE_09G405650V5,,,CHLRE_16G673821V5,CHLRE_16G664400V5,CHLRE_06G304250V5,,,,CHLRE_10G433250V5,,CHLRE_08G374700V5,CHLRE_06G258200V5
CHLRE_09G406200V5,,,CHLRE_16G675246V5,CHLRE_16G664450V5,CHLRE_06G304550V5,,,,CHLRE_10G434450V5,,CHLRE_08G375600V5,CHLRE_06G258226V5
CHLRE_09G406600V5,,,CHLRE_16G684861V5,CHLRE_16G677382V5,CHLRE_06G305000V5,,,,CHLRE_10G435250V5,,CHLRE_08G377150V5,CHLRE_06G258300V5
CHLRE_09G406650V5,,,CHLRE_16G688633V5,CHLRE_16G678452V5,CHLRE_06G305400V5,,,,CHLRE_10G435300V5,,CHLRE_08G377550V5,CHLRE_06G258363V5
CHLRE_09G406700V5,,,CHLRE_16G689250V5,CHLRE_16G678808V5,CHLRE_06G305450V5,,,,CHLRE_10G435850V5,,CHLRE_08G377600V5,CHLRE_06G258400V5
CHLRE_09G407110V5,,,CHLRE_16G689300V5,CHLRE_16G684149V5,CHLRE_06G305650V5,,,,CHLRE_10G436150V5,,CHLRE_08G378150V5,CHLRE_06G258500V5
CHLRE_09G407150V5,,,CHLRE_16G689450V5,CHLRE_16G688633V5,CHLRE_06G305700V5,,,,CHLRE_10G436400V5,,CHLRE_08G378300V5,CHLRE_06G258550V5
CHLRE_09G407650V5,,,CHLRE_16G689700V5,CHLRE_16G689250V5,CHLRE_06G306000V5,,,,CHLRE_10G437000V5,,CHLRE_08G378500V5,CHLRE_06G258583V5
CHLRE_09G407750V5,,,CHLRE_16G669450V5,CHLRE_16G689376V5,CHLRE_06G306250V5,,,,CHLRE_10G437500V5,,CHLRE_08G379350V5,CHLRE_06G258650V5
CHLRE_09G407950V5,,,CHLRE_16G668800V5,CHLRE_16G689500V5,CHLRE_06G306300V5,,,,CHLRE_10G437829V5,,CHLRE_08G379550V5,CHLRE_06G258700V5
CHLRE_09G408000V5,,,CHLRE_16G668400V5,CHLRE_16G689550V5,CHLRE_06G306900V5,,,,CHLRE_10G438400V5,,CHLRE_08G380600V5,CHLRE_06G258733V5
CHLRE_09G408150V5,,,CHLRE_16G671200V5,CHLRE_16G690350V5,CHLRE_06G307500V5,,,,CHLRE_10G438450V5,,CHLRE_08G381050V5,CHLRE_06G258850V5
CHLRE_09G409000V5,,,CHLRE_16G670750V5,CHLRE_16G669500V5,CHLRE_06G308350V5,,,,CHLRE_10G438550V5,,CHLRE_08G382300V5,CHLRE_06G259050V5
CHLRE_09G409550V5,,,CHLRE_16G667450V5,CHLRE_16G668850V5,CHLRE_06G308700V5,,,,CHLRE_10G438783V5,,CHLRE_08G382800V5,CHLRE_06G259100V5
CHLRE_09G409951V5,,,CHLRE_16G686700V5,CHLRE_16G668750V5,CHLRE_06G309000V5,,,,CHLRE_10G439050V5,,CHLRE_08G383800V5,CHLRE_06G259150V5
CHLRE_09G410050V5,,,CHLRE_16G684800V5,CHLRE_16G668700V5,CHLRE_06G310450V5,,,,CHLRE_10G439900V5,,CHLRE_08G384355V5,CHLRE_06G259200V5
CHLRE_09G410200V5,,,CHLRE_16G684450V5,CHLRE_16G667450V5,CHLRE_06G310650V5,,,,CHLRE_10G440250V5,,CHLRE_08G384900V5,CHLRE_06G259401V5
CHLRE_09G410300V5,,,CHLRE_16G684022V5,CHLRE_16G684650V5,CHLRE_06G311400V5,,,,CHLRE_10G440350V5,,CHLRE_08G385100V5,CHLRE_06G259450V5
CHLRE_09G411050V5,,,CHLRE_16G681550V5,CHLRE_16G683850V5,CHLRE_06G311500V5,,,,CHLRE_10G440400V5,,CHLRE_08G385675V5,CHLRE_06G259550V5
CHLRE_09G411700V5,,,CHLRE_16G681351V5,CHLRE_16G682350V5,CHLRE_06G311750V5,,,,CHLRE_10G442300V5,,CHLRE_09G386400V5,CHLRE_06G259600V5
CHLRE_09G411850V5,,,CHLRE_16G679051V5,CHLRE_16G682200V5,CHLRE_06G311800V5,,,,CHLRE_10G442500V5,,CHLRE_09G386759V5,CHLRE_06G259650V5
CHLRE_09G411975V5,,,CHLRE_16G678250V5,CHLRE_16G682050V5,CHLRE_07G312800V5,,,,CHLRE_10G442550V5,,CHLRE_18G749797V5,CHLRE_06G259750V5
CHLRE_09G412300V5,,,CHLRE_16G676600V5,CHLRE_16G681400V5,CHLRE_07G312950V5,,,,CHLRE_10G443850V5,,CHLRE_18G748597V5,CHLRE_06G259800V5
CHLRE_09G412450V5,,,CHLRE_16G676300V5,CHLRE_16G681351V5,CHLRE_07G313100V5,,,,CHLRE_10G444750V5,,CHLRE_09G404900V5,CHLRE_06G259900V5
CHLRE_09G413000V5,,,CHLRE_16G675700V5,CHLRE_16G680450V5,CHLRE_07G313350V5,,,,CHLRE_10G446000V5,,CHLRE_09G404000V5,CHLRE_06G259950V5
CHLRE_09G413150V5,,,CHLRE_16G675630V5,CHLRE_16G679600V5,CHLRE_07G313700V5,,,,CHLRE_10G446500V5,,CHLRE_09G403750V5,CHLRE_06G260050V5
CHLRE_09G414100V5,,,CHLRE_16G675200V5,CHLRE_16G678551V5,CHLRE_07G314000V5,,,,CHLRE_10G446650V5,,CHLRE_09G403650V5,CHLRE_06G260100V5
CHLRE_09G414250V5,,,CHLRE_16G675000V5,CHLRE_16G676000V5,CHLRE_07G314150V5,,,,CHLRE_10G447600V5,,CHLRE_09G403400V5,CHLRE_06G260350V5
CHLRE_09G415800V5,,,CHLRE_16G674950V5,CHLRE_16G675450V5,CHLRE_07G314250V5,,,,CHLRE_10G447650V5,,CHLRE_09G402050V5,CHLRE_06G260400V5
CHLRE_09G415850V5,,,CHLRE_16G674050V5,CHLRE_16G675200V5,CHLRE_07G314650V5,,,,CHLRE_10G447900V5,,CHLRE_09G401900V5,CHLRE_06G260450V5
CHLRE_09G415900V5,,,CHLRE_16G672250V5,CHLRE_16G674850V5,CHLRE_07G315150V5,,,,CHLRE_10G448800V5,,CHLRE_09G401650V5,CHLRE_06G260500V5
CHLRE_09G416400V5,,,CHLRE_16G671937V5,CHLRE_16G674700V5,CHLRE_07G315400V5,,,,CHLRE_10G448900V5,,CHLRE_09G400500V5,CHLRE_06G260550V5
CHLRE_09G417000V5,,,CHLRE_16G672161V5,CHLRE_16G674152V5,CHLRE_07G315600V5,,,,CHLRE_10G449000V5,,CHLRE_09G400300V5,CHLRE_06G260600V5
CHLRE_09G417350V5,,,CHLRE_16G672273V5,CHLRE_16G673850V5,CHLRE_07G315650V5,,,,CHLRE_10G449550V5,,CHLRE_09G399912V5,CHLRE_06G260650V5
CHLRE_10G419443V5,,,CHLRE_16G672721V5,CHLRE_16G673200V5,CHLRE_07G315950V5,,,,CHLRE_10G449850V5,,CHLRE_09G399350V5,CHLRE_06G260750V5
CHLRE_10G419600V5,,,CHLRE_16G675973V5,CHLRE_16G672350V5,CHLRE_07G316050V5,,,,CHLRE_10G450400V5,,CHLRE_09G399150V5,CHLRE_06G260950V5
CHLRE_10G420200V5,,,CHLRE_16G678549V5,CHLRE_16G672200V5,CHLRE_07G316150V5,,,,CHLRE_10G450550V5,,CHLRE_09G397950V5,CHLRE_06G261000V5
CHLRE_10G420650V5,,,CHLRE_16G678661V5,CHLRE_16G673057V5,CHLRE_07G316600V5,,,,CHLRE_10G450800V5,,CHLRE_09G397100V5,CHLRE_06G261400V5
CHLRE_10G420850V5,,,CHLRE_16G679669V5,CHLRE_16G674065V5,CHLRE_07G316900V5,,,,CHLRE_10G450950V5,,CHLRE_09G396500V5,CHLRE_06G261450V5
CHLRE_10G421000V5,,,CHLRE_16G680342V5,CHLRE_16G674627V5,CHLRE_07G317150V5,,,,CHLRE_10G451200V5,,CHLRE_09G396000V5,CHLRE_06G261500V5
CHLRE_10G421079V5,,,CHLRE_16G682026V5,CHLRE_16G676421V5,CHLRE_07G317500V5,,,,CHLRE_10G451300V5,,CHLRE_09G394350V5,CHLRE_06G261550V5
CHLRE_10G421400V5,,,CHLRE_16G682138V5,CHLRE_16G678661V5,CHLRE_07G318000V5,,,,CHLRE_10G451400V5,,CHLRE_09G394100V5,CHLRE_06G261750V5
CHLRE_10G421450V5,,,CHLRE_16G684155V5,CHLRE_16G683931V5,CHLRE_07G318250V5,,,,CHLRE_10G452950V5,,CHLRE_09G393800V5,CHLRE_06G261800V5
CHLRE_10G421600V5,,,CHLRE_16G684379V5,CHLRE_16G684155V5,CHLRE_07G318500V5,,,,CHLRE_10G453400V5,,CHLRE_09G393700V5,CHLRE_06G261900V5
CHLRE_10G422700V5,,,CHLRE_16G686846V5,CHLRE_16G684715V5,CHLRE_07G318551V5,,,,CHLRE_10G453450V5,,CHLRE_09G393250V5,CHLRE_06G262000V5
CHLRE_10G423300V5,,,CHLRE_16G687630V5,CHLRE_16G685277V5,CHLRE_07G318800V5,,,,CHLRE_10G453600V5,,CHLRE_09G393200V5,CHLRE_06G262200V5
CHLRE_10G423950V5,,,CHLRE_16G688078V5,CHLRE_16G685613V5,CHLRE_07G318850V5,,,,CHLRE_10G453650V5,,CHLRE_09G392950V5,CHLRE_06G262250V5
CHLRE_10G424200V5,,,CHLRE_16G689871V5,CHLRE_16G687630V5,CHLRE_07G319100V5,,,,CHLRE_10G455231V5,,CHLRE_09G392700V5,CHLRE_06G262300V5
CHLRE_10G424550V5,,,CHLRE_17G696800V5,CHLRE_16G688190V5,CHLRE_07G319500V5,,,,CHLRE_10G456050V5,,CHLRE_09G391400V5,CHLRE_06G262400V5
CHLRE_10G424650V5,,,CHLRE_17G698100V5,CHLRE_16G688638V5,CHLRE_07G319950V5,,,,CHLRE_10G456150V5,,CHLRE_09G391050V5,CHLRE_06G262650V5
CHLRE_10G425000V5,,,CHLRE_17G698650V5,CHLRE_16G688975V5,CHLRE_07G320100V5,,,,CHLRE_10G456600V5,,CHLRE_09G390250V5,CHLRE_06G262750V5
CHLRE_10G425200V5,,,CHLRE_17G700800V5,CHLRE_16G690655V5,CHLRE_07G320500V5,,,,CHLRE_10G457297V5,,CHLRE_09G394176V5,CHLRE_06G264150V5
CHLRE_10G425450V5,,,CHLRE_17G701150V5,CHLRE_17G696200V5,CHLRE_07G320600V5,,,,CHLRE_10G458000V5,,CHLRE_09G394288V5,CHLRE_06G264900V5
CHLRE_10G425800V5,,,CHLRE_17G703800V5,CHLRE_17G696600V5,CHLRE_07G320650V5,,,,CHLRE_10G458550V5,,CHLRE_09G394769V5,CHLRE_06G265100V5
CHLRE_10G426400V5,,,CHLRE_17G704850V5,CHLRE_17G698500V5,CHLRE_07G320900V5,,,,CHLRE_10G459700V5,,CHLRE_09G395806V5,CHLRE_06G266000V5
CHLRE_10G426450V5,,,CHLRE_17G704901V5,CHLRE_17G699700V5,CHLRE_07G321000V5,,,,CHLRE_10G460201V5,,CHLRE_09G396624V5,CHLRE_06G266350V5
CHLRE_10G426900V5,,,CHLRE_17G706400V5,CHLRE_17G700750V5,CHLRE_07G321200V5,,,,CHLRE_10G460650V5,,CHLRE_09G397105V5,CHLRE_06G266383V5
CHLRE_10G427350V5,,,CHLRE_17G706450V5,CHLRE_17G701350V5,CHLRE_07G321300V5,,,,CHLRE_10G461150V5,,CHLRE_09G397216V5,CHLRE_06G266550V5
CHLRE_10G428966V5,,,CHLRE_17G707137V5,CHLRE_17G701700V5,CHLRE_07G321400V5,,,,CHLRE_10G462400V5,,CHLRE_09G397623V5,CHLRE_06G266600V5
CHLRE_10G429000V5,,,CHLRE_17G707551V5,CHLRE_17G702900V5,CHLRE_07G322650V5,,,,CHLRE_10G462700V5,,CHLRE_09G399812V5,CHLRE_06G267050V5
CHLRE_10G429150V5,,,CHLRE_17G708901V5,CHLRE_17G702950V5,CHLRE_07G322700V5,,,,CHLRE_10G463900V5,,CHLRE_09G400923V5,CHLRE_06G267800V5
CHLRE_10G429450V5,,,CHLRE_17G709900V5,CHLRE_17G704950V5,CHLRE_07G322750V5,,,,CHLRE_10G464550V5,,CHLRE_09G400997V5,CHLRE_06G268501V5
CHLRE_10G430200V5,,,CHLRE_17G710950V5,CHLRE_17G705650V5,CHLRE_07G322800V5,,,,CHLRE_10G464600V5,,CHLRE_09G401145V5,CHLRE_06G268550V5
CHLRE_10G430350V5,,,CHLRE_17G711250V5,CHLRE_17G709750V5,CHLRE_07G323150V5,,,,CHLRE_10G465850V5,,CHLRE_09G401663V5,CHLRE_06G268700V5
CHLRE_10G430850V5,,,CHLRE_17G713650V5,CHLRE_17G710950V5,CHLRE_07G323400V5,,,,CHLRE_11G467531V5,,CHLRE_09G402923V5,CHLRE_06G268750V5
CHLRE_10G430950V5,,,CHLRE_17G714400V5,CHLRE_17G712200V5,CHLRE_07G323750V5,,,,CHLRE_11G467595V5,,CHLRE_09G403219V5,CHLRE_06G268850V5
CHLRE_10G431000V5,,,CHLRE_17G714800V5,CHLRE_17G712350V5,CHLRE_07G323950V5,,,,CHLRE_11G467596V5,,CHLRE_09G405750V5,CHLRE_06G269150V5
CHLRE_10G431800V5,,,CHLRE_17G716251V5,CHLRE_17G712800V5,CHLRE_07G324222V5,,,,CHLRE_11G467607V5,,CHLRE_09G406600V5,CHLRE_06G269200V5
CHLRE_10G432150V5,,,CHLRE_17G720261V5,CHLRE_17G712950V5,CHLRE_07G324800V5,,,,CHLRE_11G467622V5,,CHLRE_09G406650V5,CHLRE_06G269400V5
CHLRE_10G432400V5,,,CHLRE_17G720850V5,CHLRE_17G715150V5,CHLRE_07G325050V5,,,,CHLRE_11G467630V5,,CHLRE_09G406700V5,CHLRE_06G270150V5
CHLRE_10G432600V5,,,CHLRE_17G721800V5,CHLRE_17G715350V5,CHLRE_07G325350V5,,,,CHLRE_11G467635V5,,CHLRE_09G407400V5,CHLRE_06G270500V5
CHLRE_10G432650V5,,,CHLRE_17G722100V5,CHLRE_17G715421V5,CHLRE_07G325450V5,,,,CHLRE_11G467655V5,,CHLRE_09G407650V5,CHLRE_06G270750V5
CHLRE_10G434850V5,,,CHLRE_17G722300V5,CHLRE_17G716700V5,CHLRE_07G325500V5,,,,CHLRE_11G467656V5,,CHLRE_09G408200V5,CHLRE_06G270950V5
CHLRE_10G435750V5,,,CHLRE_17G722650V5,CHLRE_17G719600V5,CHLRE_07G325650V5,,,,CHLRE_11G467658V5,,CHLRE_09G410050V5,CHLRE_06G271050V5
CHLRE_10G436350V5,,,CHLRE_17G722675V5,CHLRE_17G720350V5,CHLRE_07G325717V5,,,,CHLRE_11G467667V5,,CHLRE_09G410100V5,CHLRE_06G271150V5
CHLRE_10G437000V5,,,CHLRE_17G723150V5,CHLRE_17G721650V5,CHLRE_07G325718V5,,,,CHLRE_11G467674V5,,CHLRE_09G410650V5,CHLRE_06G271300V5
CHLRE_10G437900V5,,,CHLRE_17G723450V5,CHLRE_17G722400V5,CHLRE_07G325719V5,,,,CHLRE_11G467692V5,,CHLRE_09G410900V5,CHLRE_06G271600V5
CHLRE_10G437950V5,,,CHLRE_17G724700V5,CHLRE_17G722650V5,CHLRE_07G325735V5,,,,CHLRE_11G467710V5,,CHLRE_09G410950V5,CHLRE_06G271800V5
CHLRE_10G438100V5,,,CHLRE_17G725450V5,CHLRE_17G724000V5,CHLRE_07G325736V5,,,,CHLRE_11G469800V5,,CHLRE_09G411600V5,CHLRE_06G272000V5
CHLRE_10G438250V5,,,CHLRE_17G725750V5,CHLRE_17G725250V5,CHLRE_07G325737V5,,,,CHLRE_11G468800V5,,CHLRE_09G412350V5,CHLRE_06G272475V5
CHLRE_10G438400V5,,,CHLRE_17G727900V5,CHLRE_17G725301V5,CHLRE_07G325742V5,,,,CHLRE_11G468359V5,,CHLRE_09G413150V5,CHLRE_06G272750V5
CHLRE_10G438450V5,,,CHLRE_17G728650V5,CHLRE_17G726500V5,CHLRE_07G325752V5,,,,CHLRE_11G467550V5,,CHLRE_09G413700V5,CHLRE_06G272760V5
CHLRE_10G439400V5,,,CHLRE_17G728750V5,CHLRE_17G728400V5,CHLRE_07G325754V5,,,,CHLRE_11G467791V5,,CHLRE_09G414250V5,CHLRE_06G272900V5
CHLRE_10G440200V5,,,CHLRE_17G729450V5,CHLRE_17G728750V5,CHLRE_07G325757V5,,,,CHLRE_11G467784V5,,CHLRE_09G414550V5,CHLRE_06G273200V5
CHLRE_10G440250V5,,,CHLRE_17G729850V5,CHLRE_17G729901V5,CHLRE_07G325760V5,,,,CHLRE_11G467769V5,,CHLRE_09G416450V5,CHLRE_06G273250V5
CHLRE_10G440700V5,,,CHLRE_17G730000V5,CHLRE_17G730000V5,CHLRE_07G326400V5,,,,CHLRE_11G467768V5,,CHLRE_09G416900V5,CHLRE_06G273450V5
CHLRE_10G441100V5,,,CHLRE_17G730250V5,CHLRE_17G730450V5,CHLRE_07G326450V5,,,,CHLRE_11G467765V5,,CHLRE_09G416950V5,CHLRE_06G273500V5
CHLRE_10G441250V5,,,CHLRE_17G730600V5,CHLRE_17G730516V5,CHLRE_07G326550V5,,,,CHLRE_11G467755V5,,CHLRE_09G417200V5,CHLRE_06G274050V5
CHLRE_10G441700V5,,,CHLRE_17G731850V5,CHLRE_17G732566V5,CHLRE_07G327150V5,,,,CHLRE_02G095129V5,,CHLRE_09G417250V5,CHLRE_06G274450V5
CHLRE_10G441750V5,,,CHLRE_17G732200V5,CHLRE_17G733208V5,CHLRE_07G327750V5,,,,CHLRE_02G095105V5,,CHLRE_10G418000V5,CHLRE_06G274750V5
CHLRE_10G442300V5,,,CHLRE_17G737100V5,CHLRE_17G733250V5,CHLRE_07G327850V5,,,,CHLRE_02G095089V5,,CHLRE_10G418450V5,CHLRE_06G274800V5
CHLRE_10G442350V5,,,CHLRE_17G738000V5,CHLRE_17G733300V5,CHLRE_07G327900V5,,,,CHLRE_02G095088V5,,CHLRE_10G418600V5,CHLRE_06G274850V5
