CC2344-L1,CC2344-L2,CC2344-L3,CC2344-L4,CC2344-L5,CC2344-L6,CC2344-L7,CC2344-L8,CC2344-L9,CC2344-L10,CC2344-L11,CC2344-L12,CC2344-L13,CC2344-L14,CC2344-L15,CC2931-L1,CC2931-L2,CC2931-L3,CC2931-L4,CC2931-L5,CC2931-L6,CC2931-L7,CC2931-L9,CC2931-L10,CC2931-L11,CC2931-L13,CC2931-L14,CC2931-L15
ChCC-v11037118m.g,,,ChCC-v11005442m.g,,ChCC-v11006079m.g,,ChCC-v11015535m.g,ChCC-v11025173m.g,ChCC-v11013300m.g,ChCC-v11014808m.g,ChCC-v11025855m.g,,,ChCC-v11007594m.g,ChCC-v11002927m.g,ChCC-v11024096m.g,ChCC-v11009278m.g,ChCC-v11000424m.g,ChCC-v11036706m.g,ChCC-v11005505m.g,,,,ChCC-v11036180m.g,ChCC-v11012107m.g,ChCC-v11002577m.g,ChCC-v11011831m.g
ChCC-v11017096m.g,,,ChCC-v11004437m.g,,ChCC-v11020381m.g,,ChCC-v11002586m.g,ChCC-v11003968m.g,ChCC-v11006698m.g,ChCC-v11018204m.g,ChCC-v11001027m.g,,,ChCC-v11001420m.g,ChCC-v11017729m.g,ChCC-v11010416m.g,ChCC-v11009165m.g,ChCC-v11009088m.g,ChCC-v11004865m.g,ChCC-v11004318m.g,,,,ChCC-v11009278m.g,ChCC-v11009521m.g,ChCC-v11000741m.g,ChCC-v11009027m.g
ChCC-v11014047m.g,,,ChCC-v11004720m.g,,ChCC-v11018854m.g,,Chreiv61e012029m.g,ex.Cre06.g257167.t1.1.g,ChCC-v11022713m.g,ChCC-v11032687m.g,ChCC-v11028369m.g,,,ChCC-v11021781m.g,ChCC-v11013379m.g,ChCC-v11030307m.g,ChCC-v11026341m.g,ChCC-v11007648m.g,ChCC-v11034853m.g,ChCC-v11009771m.g,,,,ChCC-v11011118m.g,ChCC-v11023411m.g,ChCC-v11015236m.g,ChCC-v11007301m.g
ChCC-v11024944m.g,,,ChCC-v11022799m.g,,ChCC-v11013188m.g,,ChCC-v11012526m.g,ChCC-v11016641m.g,ChCC-v11022547m.g,ChCC-v11036212m.g,ChCC-v11033002m.g,,,ChCC-v11001589m.g,ChCC-v11010918m.g,ChCC-v11007006m.g,ChCC-v11016440m.g,ChCC-v11006743m.g,ChCC-v11027112m.g,ChCC-v11007418m.g,,,,ChCC-v11001450m.g,ChCC-v11014187m.g,ChCC-v11001389m.g,ChCC-v11005012m.g
ChCC-v11030953m.g,,,ChCC-v11009619m.g,,ChCC-v11012463m.g,,ChCC-v11026447m.g,Chreiv61e012031m.g,ChCC-v11017696m.g,ChCC-v11024538m.g,ChCC-v11021279m.g,,,ChCC-v11036822m.g,ChCC-v11011267m.g,ChCC-v11029092m.g,ChCC-v11001895m.g,ChCC-v11005654m.g,ChCC-v11005262m.g,ChCC-v11026805m.g,,,,ChCC-v11031265m.g,ChCC-v11019476m.g,ChCC-v11029092m.g,ChCC-v11009723m.g
ChCC-v11001408m.g,,,ChCC-v11027446m.g,,ChCC-v11010847m.g,,ChCC-v11026931m.g,ChCC-v11035677m.g,ChCC-v11004084m.g,ChCC-v11003837m.g,Chreiv61e012029m.g,,,ChCC-v11014942m.g,ChCC-v11035395m.g,ChCC-v11035393m.g,,ChCC-v11016169m.g,ChCC-v11020820m.g,ChCC-v11015945m.g,,,,ChCC-v11017810m.g,ChCC-v11001573m.g,ChCC-v11001355m.g,ChCC-v11026613m.g
ChCC-v11014755m.g,,,ChCC-v11008928m.g,,ChCC-v11011476m.g,,ChCC-v11025152m.g,ChCC-v11022354m.g,ChCC-v11029288m.g,ChCC-v11017013m.g,ChCC-v11003643m.g,,,ChCC-v11017224m.g,ChCC-v11016385m.g,ChCC-v11029747m.g,,ChCC-v11009165m.g,ChCC-v11027565m.g,ChCC-v11010578m.g,,,,ChCC-v11015707m.g,ChCC-v11017557m.g,ChCC-v11004700m.g,ChCC-v11003493m.g
ChCC-v11015093m.g,,,ChCC-v11005616m.g,,ChCC-v11015782m.g,,ChCC-v11034876m.g,ChCC-v11018031m.g,ex.Cre23.g754697.t2.1.g,ChCC-v11031027m.g,ChCC-v11007088m.g,,,ChCC-v11023601m.g,ChCC-v11019959m.g,ChCC-v11025315m.g,,ChCC-v11026341m.g,ChCC-v11007600m.g,ChCC-v11015676m.g,,,,ChCC-v11029747m.g,ChCC-v11011118m.g,ChCC-v11000924m.g,ChCC-v11008714m.g
ChCC-v11016444m.g,,,ChCC-v11000548m.g,,ChCC-v11030304m.g,,ChCC-v11000541m.g,ChCC-v11027800m.g,ChCC-v11014047m.g,ChCC-v11026789m.g,ChCC-v11026866m.g,,,ChCC-v11036625m.g,ChCC-v11017792m.g,ChCC-v11027472m.g,,ChCC-v11014903m.g,ChCC-v11035365m.g,ChCC-v11002758m.g,,,,ChCC-v11032475m.g,ChCC-v11035316m.g,ChCC-v11036414m.g,ChCC-v11021549m.g
ChCC-v11032687m.g,,,ChCC-v11010129m.g,,ChCC-v11036427m.g,,ChCC-v11006434m.g,ChCC-v11010078m.g,ChCC-v11006079m.g,ChCC-v11027735m.g,ChCC-v11004415m.g,,,ChCC-v11014062m.g,ChCC-v11035038m.g,ChCC-v11012376m.g,,ChCC-v11006497m.g,ChCC-v11029747m.g,ChCC-v11018536m.g,,,,ChCC-v11024596m.g,ChCC-v11016957m.g,ChCC-v11036628m.g,ChCC-v11024934m.g
ChCC-v11014062m.g,,,ChCC-v11025360m.g,,ChCC-v11015797m.g,,ChCC-v11036516m.g,ChCC-v11001732m.g,ChCC-v11016400m.g,ChCC-v11026073m.g,ChCC-v11018090m.g,,,ChCC-v11020295m.g,ChCC-v11027109m.g,ChCC-v11010217m.g,,ChCC-v11011998m.g,ChCC-v11020984m.g,ChCC-v11006833m.g,,,,ChCC-v11008845m.g,ChCC-v11022669m.g,ChCC-v11034413m.g,ChCC-v11000240m.g
ChCC-v11006259m.g,,,ChCC-v11007308m.g,,ChCC-v11032931m.g,,ChCC-v11022080m.g,ChCC-v11007708m.g,ChCC-v11005342m.g,ChCC-v11020312m.g,ChCC-v11010927m.g,,,ChCC-v11026286m.g,ChCC-v11004700m.g,ChCC-v11008711m.g,,ChCC-v11011056m.g,ChCC-v11030499m.g,ex.Cre13.g566600.t1.1.g,,,,ChCC-v11009690m.g,ChCC-v11006108m.g,ChCC-v11033136m.g,ChCC-v11006491m.g
ChCC-v11019690m.g,,,ChCC-v11027472m.g,,ChCC-v11007708m.g,,ChCC-v11001103m.g,ChCC-v11015945m.g,ChCC-v11000815m.g,ChCC-v11010847m.g,ChCC-v11024445m.g,,,ChCC-v11027087m.g,ChCC-v11023411m.g,ChCC-v11021789m.g,,ChCC-v11020855m.g,ChCC-v11027718m.g,ChCC-v11036062m.g,,,,ChCC-v11008387m.g,ChCC-v11031265m.g,ChCC-v11002992m.g,ChCC-v11027817m.g
ChCC-v11035477m.g,,,ChCC-v11021095m.g,,ChCC-v11015093m.g,,ChCC-v11012977m.g,ChCC-v11007312m.g,ChCC-v11003917m.g,ChCC-v11018202m.g,ChCC-v11007312m.g,,,ChCC-v11007708m.g,ChCC-v11014123m.g,ChCC-v11001752m.g,,ChCC-v11008840m.g,ChCC-v11018437m.g,ChCC-v11023012m.g,,,,ChCC-v11009570m.g,ChCC-v11022645m.g,ChCC-v11012641m.g,ChCC-v11006492m.g
ChCC-v11018880m.g,,,ChCC-v11010547m.g,,ChCC-v11007088m.g,,ChCC-v11017838m.g,ChCC-v11010727m.g,ChCC-v11031213m.g,ChCC-v11023095m.g,ChCC-v11012706m.g,,,ChCC-v11022309m.g,ChCC-v11023056m.g,ChCC-v11025392m.g,,ChCC-v11027112m.g,ChCC-v11024645m.g,ChCC-v11003629m.g,,,,ChCC-v11006833m.g,ChCC-v11035453m.g,ChCC-v11030306m.g,ChCC-v11028366m.g
ChCC-v11021646m.g,,,ChCC-v11010082m.g,,ChCC-v11033198m.g,,ChCC-v11022779m.g,ChCC-v11034270m.g,ChCC-v11004334m.g,ChCC-v11001386m.g,ChCC-v11028760m.g,,,ChCC-v11012518m.g,ChCC-v11003493m.g,ChCC-v11034994m.g,,ChCC-v11025700m.g,ChCC-v11022358m.g,ChCC-v11027338m.g,,,,ChCC-v11010727m.g,ChCC-v11024596m.g,ChCC-v11035038m.g,ChCC-v11014706m.g
ChCC-v11015674m.g,,,ChCC-v11035137m.g,,ex.Cre09.g393750.t1.1.g,,ChCC-v11020197m.g,ChCC-v11003643m.g,ChCC-v11036730m.g,ChCC-v11036628m.g,ChCC-v11027695m.g,,,ChCC-v11029559m.g,ChCC-v11029907m.g,ChCC-v11003695m.g,,ChCC-v11017223m.g,ChCC-v11019437m.g,ChCC-v11017224m.g,,,,ChCC-v11021167m.g,ChCC-v11011980m.g,ChCC-v11005342m.g,ChCC-v11011668m.g
ChCC-v11031952m.g,,,ChCC-v11021016m.g,,ChCC-v11006312m.g,,ChCC-v11007558m.g,ChCC-v11003589m.g,ChCC-v11027572m.g,ChCC-v11011678m.g,ChCC-v11035677m.g,,,ChCC-v11018811m.g,ChCC-v11005222m.g,ChCC-v11011234m.g,,ChCC-v11008287m.g,ChCC-v11032271m.g,ChCC-v11035401m.g,,,,ChCC-v11032624m.g,ChCC-v11029745m.g,ChCC-v11011980m.g,ChCC-v11020631m.g
ex.Cre06.g257167.t1.1.g,,,ChCC-v11009983m.g,,ChCC-v11027334m.g,,ChCC-v11017656m.g,ChCC-v11032363m.g,ChCC-v11012977m.g,ChCC-v11030029m.g,ChCC-v11008711m.g,,,ChCC-v11021288m.g,ChCC-v11002915m.g,ChCC-v11000028m.g,,ChCC-v11013823m.g,ChCC-v11004144m.g,ChCC-v11013161m.g,,,,ChCC-v11025541m.g,ChCC-v11000264m.g,ChCC-v11029745m.g,ChCC-v11012651m.g
ChCC-v11001386m.g,,,ChCC-v11005617m.g,,ChCC-v11016393m.g,,ChCC-v11029730m.g,ChCC-v11028327m.g,ChCC-v11001322m.g,ChCC-v11007687m.g,ChCC-v11005957m.g,,,ex.Cre06.g305450.t1.1.g,ChCC-v11006827m.g,ChCC-v11012107m.g,,ChCC-v11010727m.g,ChCC-v11011056m.g,ChCC-v11027311m.g,,,,ChCC-v11034285m.g,ChCC-v11012201m.g,ChCC-v11010578m.g,ChCC-v11017729m.g
ChCC-v11028015m.g,,,ChCC-v11003250m.g,,ChCC-v11028015m.g,,ChCC-v11021128m.g,ChCC-v11002734m.g,ChCC-v11014980m.g,ex.Cre14.g632900.t1.2.g,ChCC-v11001732m.g,,,ChCC-v11017577m.g,ChCC-v11007907m.g,ChCC-v11034258m.g,,ChCC-v11023308m.g,ChCC-v11003860m.g,ChCC-v11034994m.g,,,,ChCC-v11024970m.g,ChCC-v11032325m.g,ChCC-v11013945m.g,ChCC-v11001667m.g
ChCC-v11034400m.g,,,ChCC-v11027350m.g,,ChCC-v11025663m.g,,ChCC-v11035665m.g,ChCC-v11013186m.g,ChCC-v11009284m.g,ChCC-v11019593m.g,ChCC-v11027674m.g,,,ChCC-v11027295m.g,ChCC-v11006928m.g,ChCC-v11032362m.g,,ChCC-v11026408m.g,ChCC-v11013535m.g,ChCC-v11008082m.g,,,,ChCC-v11029059m.g,ChCC-v11026373m.g,ChCC-v11011118m.g,ChCC-v11011807m.g
ChCC-v11037163m.g,,,ChCC-v11005482m.g,,ChCC-v11037248m.g,,ChCC-v11026307m.g,ChCC-v11034400m.g,ChCC-v11004467m.g,ChCC-v11032931m.g,ChCC-v11008417m.g,,,ChCC-v11007635m.g,Chreiv61e012111m.g,ChCC-v11014041m.g,,ChCC-v11006928m.g,ChCC-v11001667m.g,ChCC-v11033482m.g,,,,ChCC-v11027900m.g,ChCC-v11019342m.g,ChCC-v11015510m.g,ChCC-v11011875m.g
ChCC-v11013275m.g,,,ChCC-v11007312m.g,,ChCC-v11019183m.g,,ChCC-v11014377m.g,ChCC-v11033649m.g,ChCC-v11004576m.g,ChCC-v11035369m.g,ChCC-v11021485m.g,,,ChCC-v11012251m.g,ChCC-v11032792m.g,ChCC-v11023956m.g,,ChCC-v11029416m.g,ChCC-v11023995m.g,ChCC-v11028059m.g,,,,ChCC-v11013185m.g,ChCC-v11000244m.g,ex.Cre01.g020000.t1.1.g,CreCp.g004900
ChCC-v11034175m.g,,,ChCC-v11032928m.g,,ChCC-v11029288m.g,,ChCC-v11029058m.g,ChCC-v11000744m.g,ChCC-v11025301m.g,ChCC-v11029262m.g,ChCC-v11007658m.g,,,ChCC-v11005482m.g,ChCC-v11022669m.g,ChCC-v11004624m.g,,ChCC-v11005136m.g,ChCC-v11032408m.g,ChCC-v11035612m.g,,,,ChCC-v11028858m.g,ChCC-v11007006m.g,ChCC-v11035458m.g,ChCC-v11029219m.g
ChCC-v11015246m.g,,,ChCC-v11005147m.g,,ChCC-v11014062m.g,,ChCC-v11032364m.g,ChCC-v11009115m.g,ChCC-v11031072m.g,ChCC-v11030467m.g,ChCC-v11019169m.g,,,ChCC-v11018200m.g,ChCC-v11009690m.g,ChCC-v11033120m.g,,ChCC-v11021485m.g,ChCC-v11023139m.g,ChCC-v11005757m.g,,,,ChCC-v11013041m.g,ChCC-v11021796m.g,ChCC-v11035399m.g,ChCC-v11008845m.g
ChCC-v11003968m.g,,,ChCC-v11014774m.g,,ChCC-v11009651m.g,,ChCC-v11034228m.g,ChCC-v11010671m.g,ChCC-v11007600m.g,ChCC-v11013770m.g,Chreiv61e012030m.g,,,ChCC-v11020166m.g,ChCC-v11028475m.g,ChCC-v11021303m.g,,ChCC-v11008065m.g,ChCC-v11027994m.g,ChCC-v11006925m.g,,,,ChCC-v11031802m.g,ChCC-v11021784m.g,ChCC-v11034403m.g,ChCC-v11029747m.g
ChCC-v11017013m.g,,,ChCC-v11000848m.g,,ChCC-v11009704m.g,,,ChCC-v11024790m.g,ChCC-v11026667m.g,ChCC-v11003589m.g,ChCC-v11019959m.g,,,ChCC-v11011476m.g,ChCC-v11032765m.g,ChCC-v11011875m.g,,ChCC-v11001418m.g,ChCC-v11006470m.g,ChCC-v11022345m.g,,,,ChCC-v11032985m.g,ChCC-v11020794m.g,ChCC-v11035316m.g,ChCC-v11023497m.g
ChCC-v11001046m.g,,,ChCC-v11022309m.g,,ChCC-v11013300m.g,,,ChCC-v11034615m.g,ChCC-v11016444m.g,ChCC-v11007452m.g,ChCC-v11028137m.g,,,ChCC-v11027931m.g,ChCC-v11030499m.g,ChCC-v11022742m.g,,ChCC-v11015287m.g,ChCC-v11016075m.g,ChCC-v11003442m.g,,,,ChCC-v11016180m.g,ChCC-v11008978m.g,ChCC-v11016061m.g,ChCC-v11003474m.g
ChCC-v11021016m.g,,,ChCC-v11023411m.g,,ChCC-v11018093m.g,,,ChCC-v11029686m.g,ChCC-v11011983m.g,ChCC-v11023893m.g,ChCC-v11017996m.g,,,ChCC-v11004399m.g,ChCC-v11001667m.g,,,ChCC-v11022583m.g,ChCC-v11001698m.g,ChCC-v11008454m.g,,,,ChCC-v11005644m.g,ChCC-v11028826m.g,ChCC-v11017729m.g,ChCC-v11002522m.g
ChCC-v11017588m.g,,,ChCC-v11006259m.g,,ChCC-v11003011m.g,,,ChCC-v11020885m.g,ChCC-v11007595m.g,ChCC-v11009683m.g,ChCC-v11005847m.g,,,ChCC-v11002753m.g,ChCC-v11026205m.g,,,ChCC-v11029745m.g,ChCC-v11001937m.g,ChCC-v11005573m.g,,,,ChCC-v11008538m.g,ChCC-v11034443m.g,ChCC-v11031332m.g,ChCC-v11011830m.g
ChCC-v11029476m.g,,,ChCC-v11023259m.g,,ChCC-v11020526m.g,,,ChCC-v11021739m.g,ChCC-v11014390m.g,ChCC-v11019566m.g,ChCC-v11013715m.g,,,ChCC-v11034286m.g,ChCC-v11018035m.g,,,ChCC-v11028475m.g,ChCC-v11029297m.g,ChCC-v11034131m.g,,,,ChCC-v11007801m.g,ChCC-v11007648m.g,ChCC-v11004172m.g,ChCC-v11006818m.g
ChCC-v11020267m.g,,,ChCC-v11018090m.g,,ChCC-v11001001m.g,,,ChCC-v11036427m.g,ChCC-v11027169m.g,ChCC-v11021781m.g,ChCC-v11019258m.g,,,ChCC-v11014140m.g,ex.Cre04.g216826.t1.2.g,,,ChCC-v11006886m.g,ex.g3722.t1.g,ChCC-v11015221m.g,,,,ChCC-v11021617m.g,ChCC-v11036302m.g,ex.Cre13.g566600.t1.1.g,ChCC-v11013776m.g
ChCC-v11036051m.g,,,ChCC-v11001857m.g,,ChCC-v11019690m.g,,,ChCC-v11008437m.g,Chreiv61e012031m.g,ChCC-v11014209m.g,ChCC-v11023754m.g,,,ChCC-v11000654m.g,ChCC-v11007998m.g,,,ChCC-v11028831m.g,,ChCC-v11032425m.g,,,,ChCC-v11016710m.g,ChCC-v11004021m.g,ChCC-v11029698m.g,ChCC-v11001184m.g
ChCC-v11012824m.g,,,ChCC-v11000248m.g,,ChCC-v11014066m.g,,,ChCC-v11009087m.g,ChCC-v11004759m.g,ChCC-v11028369m.g,ChCC-v11006038m.g,,,ChCC-v11028017m.g,ChCC-v11021789m.g,,,ChCC-v11000567m.g,,ChCC-v11011254m.g,,,,ChCC-v11021303m.g,ChCC-v11025683m.g,ChCC-v11005970m.g,ChCC-v11011558m.g
ChCC-v11015688m.g,,,ChCC-v11009950m.g,,ChCC-v11020765m.g,,,ChCC-v11013381m.g,ChCC-v11033722m.g,ChCC-v11035651m.g,ChCC-v11011056m.g,,,ChCC-v11036051m.g,ChCC-v11026341m.g,,,ChCC-v11024075m.g,,ChCC-v11000708m.g,,,,ChCC-v11019476m.g,ChCC-v11001595m.g,ChCC-v11015237m.g,ChCC-v11021781m.g
ChCC-v11024716m.g,,,ChCC-v11021123m.g,,ChCC-v11036822m.g,,,ChCC-v11015026m.g,ChCC-v11017806m.g,ChCC-v11015913m.g,ChCC-v11036564m.g,,,ChCC-v11009177m.g,ChCC-v11011505m.g,,,ChCC-v11009087m.g,,ChCC-v11010143m.g,,,,ChCC-v11014011m.g,ChCC-v11000564m.g,ChCC-v11012243m.g,ChCC-v11002521m.g
ChCC-v11033454m.g,,,ChCC-v11001420m.g,,ChCC-v11020885m.g,,,ChCC-v11019480m.g,ChCC-v11021411m.g,ChCC-v11001458m.g,ChCC-v11023857m.g,,,ChCC-v11003224m.g,ChCC-v11027312m.g,,,ChCC-v11009278m.g,,ChCC-v11037018m.g,,,,ChCC-v11015755m.g,ChCC-v11006886m.g,ChCC-v11033649m.g,ChCC-v11012087m.g
ChCC-v11014066m.g,,,ChCC-v11035973m.g,,ChCC-v11010927m.g,,,ChCC-v11005957m.g,ChCC-v11015325m.g,ChCC-v11032774m.g,ChCC-v11031019m.g,,,ChCC-v11021865m.g,ChCC-v11027905m.g,,,ChCC-v11035987m.g,,ChCC-v11024824m.g,,,,ChCC-v11013476m.g,ChCC-v11009286m.g,ChCC-v11021229m.g,ChCC-v11013476m.g
ChCC-v11032765m.g,,,ChCC-v11035969m.g,,ChCC-v11006158m.g,,,ChCC-v11029288m.g,ChCC-v11000654m.g,ChCC-v11008201m.g,ChCC-v11037006m.g,,,ChCC-v11012064m.g,ChCC-v11030956m.g,,,ChCC-v11035407m.g,,ChCC-v11020656m.g,,,,ChCC-v11006108m.g,ChCC-v11026798m.g,ChCC-v11000830m.g,ChCC-v11000378m.g
ChCC-v11004399m.g,,,ChCC-v11009533m.g,,ChCC-v11019306m.g,,,ChCC-v11034175m.g,ChCC-v11035197m.g,ChCC-v11027493m.g,ChCC-v11010185m.g,,,ChCC-v11019593m.g,ChCC-v11016169m.g,,,ChCC-v11024881m.g,,ChCC-v11021549m.g,,,,ChCC-v11004013m.g,ChCC-v11016385m.g,ChCC-v11001364m.g,ChCC-v11000236m.g
ChCC-v11028440m.g,,,ChCC-v11004120m.g,,ChCC-v11011014m.g,,,ChCC-v11019143m.g,ChCC-v11028416m.g,ChCC-v11021230m.g,ChCC-v11016294m.g,,,ChCC-v11015246m.g,ChCC-v11009010m.g,,,ChCC-v11013609m.g,,ChCC-v11035858m.g,,,,ChCC-v11015471m.g,ChCC-v11008460m.g,ChCC-v11027900m.g,Chreiv61e012075m.g
ChCC-v11016380m.g,,,ChCC-v11029686m.g,,ChCC-v11015154m.g,,,ChCC-v11013924m.g,ChCC-v11036736m.g,ChCC-v11028017m.g,ChCC-v11006312m.g,,,ChCC-v11004490m.g,ChCC-v11021687m.g,,,ChCC-v11017782m.g,,ChCC-v11029890m.g,,,,ChCC-v11011809m.g,ChCC-v11033517m.g,ChCC-v11010557m.g,ChCC-v11012462m.g
ChCC-v11032836m.g,,,ChCC-v11010572m.g,,ChCC-v11024832m.g,,,ChCC-v11005371m.g,ChCC-v11022894m.g,ChCC-v11007595m.g,ChCC-v11020885m.g,,,ChCC-v11003874m.g,ChCC-v11036822m.g,,,ChCC-v11029747m.g,,ChCC-v11032910m.g,,,,ChCC-v11028826m.g,ChCC-v11026155m.g,ChCC-v11001446m.g,ChCC-v11012088m.g
ChCC-v11020765m.g,,,ChCC-v11005847m.g,,ChCC-v11003643m.g,,,ChCC-v11027695m.g,ChCC-v11002734m.g,ChCC-v11019847m.g,ChCC-v11000727m.g,,,ChCC-v11024126m.g,ChCC-v11009983m.g,,,ChCC-v11028533m.g,,ChCC-v11001001m.g,,,,ChCC-v11035414m.g,ChCC-v11016062m.g,ex.Cre04.g216826.t1.2.g,ChCC-v11021144m.g
ChCC-v11007452m.g,,,ChCC-v11025761m.g,,ChCC-v11026839m.g,,,ChCC-v11018093m.g,ChCC-v11010555m.g,ChCC-v11016444m.g,ChCC-v11016884m.g,,,ChCC-v11034052m.g,ChCC-v11032408m.g,,,ChCC-v11002941m.g,,ChCC-v11015197m.g,,,,ChCC-v11027322m.g,ChCC-v11028475m.g,ChCC-v11033085m.g,ChCC-v11015197m.g
ChCC-v11029745m.g,,,ChCC-v11016444m.g,,ChCC-v11013186m.g,,,ChCC-v11025939m.g,ChCC-v11035724m.g,ChCC-v11024051m.g,ChCC-v11019306m.g,,,ChCC-v11024349m.g,ChCC-v11036628m.g,,,ChCC-v11005012m.g,,ChCC-v11001812m.g,,,,ChCC-v11033401m.g,ChCC-v11002577m.g,ChCC-v11013300m.g,ChCC-v11023012m.g
ChCC-v11019593m.g,,,ChCC-v11020549m.g,,ChCC-v11009681m.g,,,ChCC-v11007508m.g,ChCC-v11003990m.g,ChCC-v11028850m.g,ChCC-v11025090m.g,,,ChCC-v11026599m.g,ChCC-v11016593m.g,,,ChCC-v11021784m.g,,ChCC-v11029096m.g,,,,ChCC-v11029476m.g,ChCC-v11029056m.g,ChCC-v11004657m.g,ChCC-v11020984m.g
ChCC-v11035369m.g,,,ChCC-v11027905m.g,,ChCC-v11021646m.g,,,ChCC-v11010908m.g,ChCC-v11007452m.g,ChCC-v11012087m.g,ChCC-v11013186m.g,,,ChCC-v11030813m.g,ChCC-v11028760m.g,,,ChCC-v11034367m.g,,ChCC-v11015388m.g,,,,ChCC-v11013467m.g,ChCC-v11021485m.g,ChCC-v11025670m.g,ChCC-v11026373m.g
ChCC-v11018093m.g,,,ChCC-v11035034m.g,,ChCC-v11016063m.g,,,ChCC-v11028366m.g,ChCC-v11018204m.g,ChCC-v11036730m.g,ChCC-v11018031m.g,,,ChCC-v11032581m.g,ChCC-v11023487m.g,,,ChCC-v11012107m.g,,ChCC-v11002984m.g,,,,ChCC-v11015747m.g,ChCC-v11036892m.g,ChCC-v11030953m.g,ChCC-v11004446m.g
ChCC-v11031821m.g,,,ChCC-v11009079m.g,,ChCC-v11021851m.g,,,ChCC-v11010329m.g,ChCC-v11009752m.g,ChCC-v11028843m.g,ChCC-v11031522m.g,,,ChCC-v11037118m.g,ChCC-v11008089m.g,,,ChCC-v11027311m.g,,ChCC-v11024645m.g,,,,ChCC-v11026516m.g,ChCC-v11020319m.g,ChCC-v11014767m.g,ChCC-v11029028m.g
ChCC-v11035677m.g,,,ChCC-v11027484m.g,,ChCC-v11007614m.g,,,ChCC-v11020267m.g,ChCC-v11035841m.g,ChCC-v11036218m.g,ChCC-v11030652m.g,,,ChCC-v11006734m.g,ChCC-v11019374m.g,,,ChCC-v11014611m.g,,ChCC-v11020129m.g,,,,ChCC-v11004630m.g,ChCC-v11010217m.g,ChCC-v11026341m.g,ChCC-v11035784m.g
ChCC-v11009079m.g,,,ChCC-v11028178m.g,,ChCC-v11022789m.g,,,ChCC-v11016444m.g,ChCC-v11004726m.g,ChCC-v11007794m.g,ChCC-v11008517m.g,,,ChCC-v11034400m.g,ChCC-v11033431m.g,,,ChCC-v11007375m.g,,ChCC-v11013326m.g,,,,ChCC-v11035418m.g,ChCC-v11023497m.g,ChCC-v11014530m.g,ChCC-v11004700m.g
ChCC-v11003771m.g,,,ChCC-v11027695m.g,,ChCC-v11025672m.g,,,ChCC-v11006079m.g,ChCC-v11007691m.g,ChCC-v11014140m.g,ChCC-v11035128m.g,,,ChCC-v11007691m.g,ChCC-v11032745m.g,,,ChCC-v11035453m.g,,ChCC-v11015348m.g,,,,ChCC-v11029090m.g,ChCC-v11028366m.g,ChCC-v11029337m.g,ChCC-v11015324m.g
ChCC-v11012088m.g,,,ChCC-v11017072m.g,,ChCC-v11036364m.g,,,ChCC-v11015748m.g,ChCC-v11019826m.g,ChCC-v11012088m.g,ChCC-v11023131m.g,,,ChCC-v11020128m.g,ChCC-v11026369m.g,,,ChCC-v11029116m.g,,ChCC-v11015100m.g,,,,ChCC-v11012902m.g,ChCC-v11016796m.g,ChCC-v11025229m.g,ChCC-v11032271m.g
ChCC-v11026839m.g,,,ChCC-v11019364m.g,,ChCC-v11030307m.g,,,ChCC-v11021016m.g,ChCC-v11010329m.g,ChCC-v11007708m.g,ChCC-v11023411m.g,,,ChCC-v11001408m.g,ChCC-v11017769m.g,,,ChCC-v11026635m.g,,ChCC-v11007101m.g,,,,ChCC-v11009211m.g,ChCC-v11036642m.g,ChCC-v11005228m.g,ChCC-v11017785m.g
ChCC-v11007011m.g,,,ChCC-v11012016m.g,,ChCC-v11020549m.g,,,ChCC-v11019001m.g,ChCC-v11005359m.g,ChCC-v11027295m.g,ChCC-v11025589m.g,,,ChCC-v11035920m.g,ChCC-v11033219m.g,,,ChCC-v11015197m.g,,ChCC-v11008845m.g,,,,ChCC-v11023480m.g,ChCC-v11012651m.g,ChCC-v11001332m.g,ChCC-v11032931m.g
ChCC-v11022619m.g,,,ChCC-v11021739m.g,,ChCC-v11019751m.g,,,ChCC-v11015154m.g,ChCC-v11013186m.g,ChCC-v11005614m.g,ChCC-v11021162m.g,,,ChCC-v11034794m.g,ChCC-v11018058m.g,,,ChCC-v11031530m.g,,ChCC-v11001418m.g,,,,ChCC-v11005573m.g,ChCC-v11035708m.g,ChCC-v11014169m.g,ChCC-v11015643m.g
ChCC-v11019198m.g,,,ChCC-v11004891m.g,,ChCC-v11028420m.g,,,ChCC-v11014830m.g,ChCC-v11027145m.g,ChCC-v11023862m.g,ex.Cre04.g216826.t1.2.g,,,ChCC-v11007834m.g,ChCC-v11010727m.g,,,ChCC-v11006614m.g,,ChCC-v11019232m.g,,,,ChCC-v11030492m.g,ChCC-v11030467m.g,ChCC-v11032362m.g,ChCC-v11007353m.g
ChCC-v11035197m.g,,,ChCC-v11004609m.g,,ChCC-v11015951m.g,,,ChCC-v11021781m.g,ChCC-v11020267m.g,ChCC-v11034547m.g,ChCC-v11026526m.g,,,ChCC-v11014169m.g,ChCC-v11021303m.g,,,ChCC-v11002396m.g,,ChCC-v11001452m.g,,,,ChCC-v11021457m.g,ChCC-v11028760m.g,ChCC-v11019476m.g,ChCC-v11012058m.g
